Code,Name
033390,中信金統一45購02
033393,敦泰統一45購02
033394,辛耘統一45購01
033395,材料統一49購02
033396,達發統一51購01
03339P,臺股指元大43售39
033405,國巨國泰41購02
033406,智邦國泰41購01
033407,中信金國泰41購02
033409,智原國泰41購02
03340P,中環中信41售01
033412,天鈺國泰41購01
033413,台郡國泰41購01
033417,鴻海富邦41購04
03341P,南亞科中信41售01
033420,鴻準富邦41購01
033421,瑞昱富邦3C購02
033424,長榮航富邦41購02
033427,國企2X群益41購01
03342P,國泰金中信41售01
033431,鴻海群益3C購17
033433,鴻海群益43購09
033434,鴻海群益43購10
033436,國巨群益3B購08
03343P,新光金中信41售03
033440,敬鵬群益3C購01
033441,佳能群益41購01
033442,億光群益43購01
033447,辛耘群益3C購04
033449,臻鼎群益3B購04
03344P,華立中信41售02
033451,台郡群益3C購01
033456,微星元富3B購02
033460,陽明元富3B購04
033464,奇鋐元富3C購01
033465,京鼎元富3C購01
033466,辛耘元富3B購02
033467,碩天元富3B購02
033469,乙盛元富42購01
03346P,緯創元富41售02
033471,愛普元富3C購01
033473,元日2X國票45購01
033474,大亞國票3C購03
033475,美時國票3C購03
033477,鴻海國票41購04
033479,國巨國票43購01
033484,技嘉國票3C購01
033487,鉅祥國票41購01
033488,長榮國票3C購03
033489,裕民國票3C購02
033491,慧洋國票41購01
033495,洋華國票3C購01
033499,中502X元大3C購01
03349P,中信金富邦41售03
033500,台泥元大3B購02
033502,美時元大3C購09
033503,川湖元大3C購05
033504,川湖元大41購06
033505,川湖元大45購01
033508,鴻海元大3B購25
033509,鴻海元大3C購19
033510,鴻海元大41購13
033514,國巨元大3B購12
033515,國巨元大41購03
033516,台積電元大3B購23
033517,台積電元大41購16
033518,台積電元大45購02
033521,宏碁元大3C購05
033526,技嘉元大3C購04
033527,威盛元大3B購02
033528,威盛元大3C購02
033533,裕民元大3B購03
033539,長榮航元大3B購16
033544,富華新元大3B購02
033545,昇貿元大3B購01
033546,京鼎元大3B購03
033547,辛耘元大3C購05
03354P,臺股指凱基41售26
033550,矽力元大3B購04
033551,訊芯元大3B購02
033552,保瑞元大3C購12
033567,元債2X中信42購01
033569,聯發科中信3B購03
033570,萬海中信41購01
033572,台泥富邦41購02
033573,美時富邦45購01
033574,川湖富邦45購01
033576,億光富邦43購01
033577,華南金富邦41購01
03357P,台灣50元大43售11
033581,鴻海永豐41購05
033583,台積電永豐45購05
033584,英業達永豐43購01
033585,燿華永豐41購01
03358P,台灣50元大43售12
033593,台積電兆豐3C購03
033594,宏碁兆豐3C購01
033595,億光兆豐41購01
033596,義隆兆豐41購01
033597,新興兆豐41購01
033598,慧洋兆豐41購01
033599,上緯控兆豐41購01
033600,天鈺兆豐41購01
033602,信錦統一45購02
033603,美時統一55購01
033604,鴻海統一45購11
033605,鴻海統一45購12
033606,鴻海統一49購05
033607,鴻海統一53購08
03360P,聯電元大41售03
033611,智邦統一45購04
033612,宏碁統一45購01
033613,技嘉統一45購03
033615,裕民統一44購01
033616,裕民統一48購01
033617,萬海統一48購01
033618,慧洋統一44購02
03361P,啟碁元大41售02
033620,神基統一45購04
033621,健鼎統一44購01
033622,健鼎統一48購01
033624,京鼎統一45購03
033625,京鼎統一45購04
033626,瑞智統一44購01
033627,崇越統一44購03
033629,達發統一45購01
03362P,至上元大41售06
033630,愛普統一45購02
033635,國企2X凱基41購01
033638,台積電凱基3B購27
03363P,世紀鋼元大41售07
033644,技嘉凱基43購03
033645,億光凱基43購01
033646,億光凱基45購01
033647,新興凱基43購01
033648,新興凱基43購02
033649,裕民凱基43購01
03364P,T50正2中信41售03
033650,裕民凱基43購02
033652,陽明凱基43購01
033653,陽明凱基43購02
033654,陽明凱基43購03
033655,中航凱基45購01
033656,中航凱基45購02
03365P,台積電中信43售04
033660,台航凱基43購01
033661,台航凱基43購02
033665,慧洋凱基43購03
033668,京鼎凱基3B購05
033669,辛耘凱基45購02
03366P,國泰金元富41售02
033670,辛耘凱基45購03
033672,四維航凱基43購01
033673,四維航凱基43購02
033674,訊芯凱基3B購02
033677,臺股指凱基3C購32
03367P,景碩永豐41售01
033680,鴻海元富3C購07
033686,裕民元富3B購01
033689,辛耘元富3C購02
03368P,台積電富邦41售10
033692,陽明台新3B購02
033694,鴻海國泰41購04
033695,敬鵬國泰41購01
033696,漢翔國泰41購01
033697,慧洋國泰41購01
03369P,台灣50群益41售06
033700,健鼎國泰41購02
033704,信錦元大3B購01
033707,楠梓電元大3B購01
033708,鴻海元大3B購26
033709,鴻海元大3B購27
03370P,台灣50群益41售07
033710,鴻海元大43購05
033711,仁寶元大3B購01
033713,國巨元大3B購15
033716,台積電元大3B購24
033717,台積電元大3B購25
033718,台積電元大3B購26
033719,宏碁元大3C購06
03371P,中興電群益43售02
033721,華碩元大3B購01
033729,威盛元大3C購03
033730,億光元大3B購03
033735,長榮航元大3C購04
033739,慧洋元大41購01
033741,新光金元大41購01
033742,中信金元大3B購01
033743,王道銀元大3B購01
033746,晶豪科元大45購01
033749,華立元大41購01
03374P,電子類群益41售02
033753,京鼎元大3B購04
033755,群創元大3B購03
033756,上緯控元大3C購03
03375P,台灣50元大41售12
033760,矽力元大3B購05
033767,SP黃豆國票3C購01
033770,永光國票3C購01
033771,川湖國票45購01
033773,華通國票3C購01
033775,威盛國票3C購02
033777,美律國票3C購01
033778,新興國票3C購01
03377P,聯發科元大41售16
033780,大立光國票3C購02
033786,啟碁國票43購02
03378P,台積電台新41售02
033794,宇隆群益3B購01
033799,燿華群益45購01
03379P,台灣50凱基43售14
033804,新興群益41購01
033805,裕民群益41購01
033806,裕民群益43購01
03380P,T50正2凱基43售03
033814,玉晶光群益41購01
033815,辛耘群益41購01
033817,緯穎群益41購08
033820,鴻海永豐47購03
033821,仁寶永豐41購01
033824,金像電永豐3C購01
033825,大同永豐45購02
033826,瑞昱永豐41購01
033828,萬海永豐3C購01
03382P,臺股指凱基41售33
033830,智易永豐3C購01
033831,材料永豐42購03
033833,華邦電兆豐45購01
033835,健鼎兆豐41購01
033836,康舒兆豐41購01
033838,上証2X中信41購01
033839,元債2X中信42購02
033840,鴻海中信3B購05
033841,鴻海中信41購04
033842,台積電中信41購03
033843,長榮中信3C購03
033844,萬海中信42購01
033847,瑞智中信3C購01
033849,信錦凱基43購01
03384P,國巨元富41售01
033852,楠梓電凱基3B購03
033856,金像電凱基3C購01
033857,大同凱基3C購01
03385P,辛耘元富41售03
033862,正崴凱基3B購02
033864,瑞軒凱基43購01
033865,瑞軒凱基43購02
033867,長榮凱基3B購09
033868,裕民凱基41購02
033869,萬海凱基41購01
03386P,世芯元富41售04
033870,萬海凱基41購02
033876,京鼎凱基43購01
033877,辛耘凱基41購01
033878,智易凱基3B購01
033881,致伸凱基3C購03
033886,華通富邦3C購02
033887,國巨富邦42購01
033891,智原富邦3B購01
033892,智原富邦41購01
033893,群創富邦3B購03
033894,群創富邦41購01
033896,信錦統一47購01
033899,光寶科統一45購01
033902,鴻海統一45購14
033903,鴻海統一49購06
033904,鴻海統一4B購02
033906,華碩統一46購01
033908,燿華統一46購01
033909,燿華統一49購01
03390P,盟立永豐41售01
033911,技嘉統一45購04
033912,聯發科統一45購07
033913,聯發科統一45購08
033914,聯發科統一4C購01
033915,裕民統一45購01
033916,萬海統一45購04
033917,慧洋統一4B購01
03391P,盟立永豐44售01
033920,天鈺統一45購01
033922,愛普統一49購01
033924,信錦元富3B購02
033928,聯發科元富3B購02
033930,聯發科元富41購06
033931,長榮元富47購01
033933,文曄元富3C購01
033934,立積元富42購01
03393P,聯電凱基41售03
033945,微星國泰41購01
033949,華新科國泰41購02
03394P,台灣50富邦41售06
033950,長榮國泰41購01
033951,信邦國泰41購01
033954,緯創國泰41購02
033955,台灣50元大41購02
033959,台泥元大3B購03
033962,美時元大3C購10
033965,裕隆元大41購01
033966,鴻海元大3B購28
033968,鴻海元大3C購21
03396P,聯發科元大41售17
033971,國巨元大3C購04
033972,台積電元大3B購27
033982,聯發科元大3B購07
033983,長榮元大3B購04
033984,長榮元大3B購05
033985,長榮元大3B購06
033987,裕民元大3B購05
033988,華航元大3B購03
033989,長榮航元大3C購06
03398P,皇昌國票42售02
033990,長榮航元大3C購07
033991,長榮航元大3C購08
033994,漢翔元大41購03
033995,慧洋元大3B購09
033996,慧洋元大3B購10
033997,慧洋元大3C購01
034000,奇鋐元大3B購12
03400P,臺股指國票41售04
034015,富邦媒元大3B購07
034018,世紀鋼元大41購04
034019,國企2X群益41購02
03401P,台積電群益41售22
034020,國企2X群益41購03
034021,信錦群益3C購01
034022,鴻海群益45購02
034024,鴻海群益51購01
034026,華碩群益3B購01
034036,冠德群益43購01
034037,新興群益3B購02
034040,裕民群益41購02
034042,陽明群益41購01
034045,台驊控群益41購01
034046,台驊控群益45購02
034047,慧洋群益41購01
034048,慧洋群益41購02
034049,文曄群益3B購03
03404P,台達電元大41售08
034052,帝寶群益3C購02
034053,世紀鋼群益43購04
034058,萬海國票3C購03
03405P,晟銘電元大41售04
034062,愛普國票3C購01
034063,鴻海永豐3B購08
034064,鴻海永豐3C購08
034065,鴻海永豐48購02
034066,億光永豐41購01
034067,長榮永豐43購01
034068,新興永豐3B購01
034069,陽明永豐3B購02
03406P,奇鋐元大41售08
034072,長榮航永豐3C購02
034073,慧洋永豐3B購02
034074,國泰金永豐41購01
034076,豐藝永豐41購02
034079,裕民富邦42購01
03407P,建漢元大41售07
034080,陽明富邦41購01
034082,萬海富邦42購01
034083,國泰金富邦41購01
034084,奇鋐富邦41購01
034086,保瑞富邦41購03
034087,華通統一49購02
034088,華碩統一44購01
034089,華碩統一49購01
034090,燿華統一45購04
034092,長榮統一45購07
034093,長榮統一45購08
034094,新興統一47購01
034095,陽明統一45購08
034096,陽明統一45購09
034097,陽明統一46購03
034098,陽明統一4B購01
034099,陽明統一4B購02
03409P,台灣50永豐41售03
034101,華航統一49購01
034102,萬海統一44購03
034103,萬海統一45購05
034104,萬海統一45購06
034105,萬海統一45購07
034107,萬海統一49購01
034108,萬海統一4B購01
034109,長榮航統一49購01
03410P,台灣50永豐41售04
034110,台驊控統一49購01
034112,慧洋統一48購01
034113,國泰金統一45購01
034114,文曄統一46購01
034115,堤維西中信3B購01
034116,陽明中信41購01
034118,萬海中信3C購02
034119,萬海中信41購02
03411P,士電永豐42售01
034121,國泰金中信3B購01
034122,新光金中信3B購02
034124,東陽兆豐41購01
034125,智邦兆豐41購01
034127,華碩兆豐41購01
034128,聯發科兆豐3C購02
034129,群創兆豐41購01
034130,矽格兆豐41購01
034131,矽力兆豐3C購01
034132,晶碩兆豐44購01
034135,元金2X元富3B購01
034136,川湖元富3B購08
034138,川湖元富42購02
034139,裕隆元富3C購01
034140,鴻海元富45購02
034141,台積電元富45購03
034143,英業達元富3B購02
034144,藍天元富3B購01
034145,技嘉元富3B購02
034147,台光電元富3B購02
034148,威盛元富3B購05
034150,京元電元富45購01
034151,冠德元富3B購02
034153,長榮元富3B購06
034155,陽明元富3B購05
03415P,士電凱基41售05
034160,誠美材元富3C購01
034164,堤維西凱基43購01
034168,佳能凱基41購02
034169,威盛凱基3C購05
03416P,台達電凱基41售05
034170,億光凱基3B購02
034173,長榮凱基3C購08
034176,陽明凱基41購03
034177,陽明凱基41購04
034178,陽明凱基45購01
034185,大立光凱基3B購10
034189,健鼎凱基43購02
034193,新唐凱基3B購02
034197,矽力凱基3B購03
034199,永道凱基43購01
034200,永道凱基43購02
034205,裕隆群益41購01
03420P,元石油國票41售01
034212,金像電群益41購01
034218,新興群益3C購01
034219,裕民群益41購03
034220,裕民群益41購04
034225,萬海群益41購02
034226,長榮航群益41購02
034227,長榮航群益41購03
03422P,台積電國票42售11
034230,台驊控群益46購01
034235,拓凱群益3C購01
034236,材料群益41購02
034238,寶成群益3C購01
03423P,天虹國票43售01
034242,鴻海元大3B購29
034245,國巨元大3B購19
034246,國巨元大3C購05
034249,台積電元大3C購25
03424P,臺股指國票42售02
034250,台積電元大3C購26
034252,宏碁元大3C購07
034253,華碩元大3B購03
034258,長榮元大3B購07
034259,長榮元大41購03
03425P,鴻海元大41售32
034260,長榮元大45購01
034262,華航元大3B購04
034264,華航元大3B購06
034265,萬海元大3B購06
034266,萬海元大3B購07
034268,長榮航元大3B購18
034269,長榮航元大3C購09
03426P,鴻海元大41售33
034270,長榮航元大3C購10
034271,漢翔元大3C購04
034272,慧洋元大3B購11
034273,慧洋元大3C購02
034274,慧洋元大3C購03
034275,雄獅元大3B購04
034277,中信金元大3B購02
03427P,台積電元大41售43
034280,文曄元大3B購05
034282,蔚華科元大3B購01
034285,致伸元大3B購02
03428P,燿華元大41售06
034293,訊芯元大3B購04
034294,視陽元大3B購01
034296,勤誠元大3B購03
034297,世紀鋼元大3B購10
034298,世紀鋼元大41購05
034299,世紀鋼元大41購06
03429P,精成科元大41售02
034304,裕隆國泰41購01
034309,新興國泰41購01
03430P,臺股指元大41售34
034312,嘉澤國泰41購01
034313,同欣電國泰41購01
034314,台汽電國泰41購01
034317,光寶科國票3C購02
034318,鴻海國票3C購08
03431P,臺股指元大41售35
034320,金像電國票3C購03
034321,威盛國票46購01
034322,億光國票3C購01
034323,長榮國票3C購04
034324,裕民國票3C購04
034326,陽明國票3B購05
034327,陽明國票3C購02
034328,萬海國票3C購04
03432P,臺股指元大41售36
034335,四維航國票3C購02
034337,矽力國票3C購02
034339,潤泰新國票3C購02
03433P,臺股指元大41售37
034340,華通富邦3B購03
034341,國巨富邦42購02
034342,長榮富邦44購01
034344,陽明富邦42購01
034346,萬海富邦42購02
034347,健鼎富邦43購01
034348,穎崴富邦42購01
034350,威盛國泰41購01
034351,聯發科國泰41購03
034352,陽明國泰41購01
034360,國泰金兆豐3C購01
034361,嘉澤兆豐3C購01
034362,保瑞兆豐41購01
034363,巨大兆豐44購01
034366,香港2X凱基43購04
034367,華邦電凱基3C購01
034368,海悅凱基41購02
034369,藍天凱基3B購02
034370,金像電凱基3B購02
034374,億光凱基3C購01
034375,冠德凱基41購02
034376,長榮凱基3C購09
034379,陽明凱基3C購03
034380,陽明凱基43購04
034382,萬海凱基3B購03
034384,萬海凱基43購05
034385,長榮航凱基3C購06
03438P,臺股指富邦41售21
034392,德律凱基3B購02
034394,嘉澤凱基3B購04
034395,嘉澤凱基43購01
034396,材料凱基41購05
034397,崇越凱基41購01
034398,隆大凱基41購01
034399,穎崴凱基3B購04
03439P,臺股指富邦42售17
034400,永道凱基41購01
034401,至上凱基3C購02
034403,富鼎凱基3B購01
034405,國企2X群益41購04
034407,美時群益3B購04
034409,鴻海群益41購08
03440P,T50正2中信43售01
034410,智邦群益43購01
034412,佳能群益41購02
034413,威盛群益41購04
034416,陽明群益41購02
034417,陽明群益42購03
034418,陽明群益43購03
034419,陽明群益44購01
03441P,台積電永豐43售15
034420,萬海群益3C購01
034421,萬海群益41購04
034422,台驊控群益43購01
034424,富邦金群益3C購01
034427,大立光群益41購03
034428,奇鋐群益41購06
034432,日月光群益41購02
034433,材料群益41購03
034437,矽力群益3B購03
034441,永道群益43購01
034443,富邦媒群益41購02
034444,潤泰新群益3C購03
034446,世紀鋼群益3B購06
034447,堤維西統一45購01
034448,堤維西統一45購02
034451,長榮統一55購01
034452,陽明統一45購10
034453,陽明統一46購04
034455,陽明統一55購01
034456,萬海統一45購08
034457,萬海統一55購01
034458,長榮航統一45購03
034459,慧洋統一48購02
034460,玉山金統一45購01
034461,元大金統一45購01
034463,文曄統一46購02
034464,臻鼎統一48購01
034465,穎崴統一45購02
034466,永道統一4B購01
034467,永道統一55購01
034468,堤維西中信3C購01
034469,台積電中信42購05
034472,陽明中信42購01
034474,萬海中信42購02
034476,台泥永豐3C購01
034478,台積電永豐3C購07
034479,智邦永豐3C購01
034480,長榮永豐45購02
034481,新興永豐3C購01
034482,陽明永豐3B購03
034485,萬海永豐44購01
034486,材料永豐43購01
034487,天鈺永豐3C購02
034489,永道永豐41購01
034490,永道永豐41購02
034495,道瓊銀元富3B購01
03449P,台積電統一47售03
034500,裕民元富42購01
034501,陽明元富3B購07
034507,國泰金元富3B購02
03450P,聯發科統一41售05
034512,香港2X國票3B購02
034513,A50正2國票3C購02
034515,藍天國票3C購01
034519,陽明國票41購02
034521,萬海國票3C購05
034525,材料國票3C購02
034526,保瑞國票3B購03
034528,愛普國票3B購04
034529,愛普國票3C購02
034530,永道國票3C購01
034533,長榮台新3B購01
034534,陽明台新3B購04
034536,萬海台新3B購04
034537,香港2X元大3B購03
034538,國企2X元大3C購02
034539,國企2X元大3C購03
034540,堤維西元大3B購01
034543,楠梓電元大3B購02
034544,鴻海元大3C購23
034545,鴻海元大3C購24
034546,鴻海元大41購14
034547,仁寶元大3B購02
034550,台積電元大3C購27
034552,宏碁元大3C購08
034554,英業達元大3B購03
034555,英業達元大3B購04
034557,技嘉元大3B購06
034558,技嘉元大3B購07
03455P,T50正2國票43售02
034561,全新元大3B購01
034563,長榮元大41購04
034564,裕民元大3B購07
034565,裕民元大3B購08
034568,陽明元大3C購01
034569,陽明元大41購01
034570,陽明元大45購01
034574,萬海元大3B購08
034575,萬海元大3B購09
034576,萬海元大41購02
034577,長榮航元大3B購19
034578,長榮航元大3B購20
034579,長榮航元大41購05
03457P,晟銘電國票41售02
034583,群創元大3B購04
034584,材料元大3C購04
034587,立積元大3C購01
03458P,元晶國票41售01
034591,愛普元大3B購01
034592,愛普元大3B購02
034596,世紀鋼元大3C購05
034597,世紀鋼元大45購02
034599,臺股指元大44購04
03459P,臺股指國票43售01
034604,臺股指法興41購01
034605,臺股指法興41購02
034609,台積電富邦3B購06
034611,宏碁富邦41購01
034612,藍天富邦45購01
034613,長榮富邦45購01
034614,裕民富邦41購01
034615,陽明富邦42購02
034616,台驊控富邦41購01
034617,慧洋富邦44購01
034618,台新金富邦41購01
034619,訊芯富邦42購01
034620,藍天中信3B購01
034623,長榮中信42購02
034624,陽明中信41購02
034626,愛普中信3B購02
034627,永道中信41購01
034628,潤泰新中信3B購02
034630,上証2X永豐41購01
034631,國企2X永豐3B購02
034632,鴻海永豐47購04
034633,鴻海永豐48購03
034634,海悅永豐41購01
034635,華碩永豐3C購02
034636,藍天永豐41購01
03463P,大立光群益41售08
034640,裕民永豐41購01
034641,陽明永豐3B購04
034645,慧洋永豐41購01
034647,大立光永豐3B購01
034649,永道永豐42購01
034651,寶成永豐3C購01
034653,敬鵬兆豐41購01
034654,富邦金兆豐3C購01
034655,晶心科兆豐41購01
034656,華通元富3B購02
034660,陽明元富3B購11
034663,玉晶光元富3B購01
034666,潤泰新元富3B購02
034668,藍天國票3C購02
034669,燿華國票41購02
03466P,元黃金元大43售01
034674,陽明國票44購01
034675,陽明國票45購01
034676,陽明國票45購02
034680,神基國票46購01
034682,永道國票3C購02
034686,聯發科國泰41購04
034688,長榮國泰41購03
034689,陽明國泰41購02
03468P,台積電元大41售46
034690,陽明國泰41購03
034691,台驊控國泰41購02
034693,智原國泰41購03
034694,T50正2統一49購01
034696,信錦統一43購06
034697,敬鵬統一49購01
034698,英業達統一45購03
034699,金像電統一45購02
03469P,大立光元大41售06
034701,長榮統一45購10
034702,長榮統一47購03
034703,長榮統一49購02
034705,陽明統一45購11
034706,陽明統一45購12
034708,陽明統一47購02
03470P,健鼎元大41售02
034710,陽明統一48購01
034711,陽明統一49購02
034713,陽明統一49購03
034714,陽明統一4B購03
034715,陽明統一55購02
034716,華航統一44購03
034717,華航統一45購01
034718,華航統一55購01
03471P,時碩元大41售04
034720,文曄統一45購02
034722,定穎控統一49購02
034723,訊芯統一55購01
034724,永道統一45購01
034726,勤誠統一47購02
034728,香港2X凱基41購02
034729,A50正2凱基3C購01
03472P,時碩元大41售05
034730,台泥凱基3B購02
034732,美時凱基3C購03
034734,金寶凱基3B購01
034735,華碩凱基3B購03
034736,藍天凱基3B購03
034738,燿華凱基43購01
03473P,晶碩元大41售02
034741,鉅祥凱基45購01
034745,長榮凱基45購03
034746,新興凱基45購01
034747,裕民凱基3B購02
034749,陽明凱基43購05
03474P,金寶永豐41售02
034752,陽明凱基48購02
034758,王道銀凱基3B購01
034759,創意凱基43購02
03475P,台積電永豐41售09
034760,訊芯凱基3C購01
034761,永道凱基41購02
034765,潤泰新凱基3B購01
034766,潤泰新凱基3C購01
034767,世紀鋼凱基41購03
034768,華榮群益41購01
034774,藍天群益41購01
034778,鉅祥群益45購01
034779,長榮群益3B購04
034781,長榮群益3B購06
034784,陽明群益43購04
034786,陽明群益45購01
034787,長榮航群益41購04
03478P,臻鼎中信42售01
034790,玉晶光群益41購02
034794,碩天群益3B購02
034795,材料群益3B購11
034797,永道群益45購01
034799,勤誠群益41購02
034801,世紀鋼群益41購02
034802,臺股指群益44購03
034803,臺股指群益44購04
034806,國企2X元大3B購05
034807,國企2X元大42購01
034809,FBNQ2X元大42購01
03480P,臺股指中信41售11
034813,楠梓電元大3B購03
034814,鴻海元大3B購32
034816,鴻海元大3B購34
034818,國巨元大3B購22
03481P,台灣50元富41售18
034820,台積電元大3B購33
034823,英業達元大3C購02
03482P,士電元富41售02
034830,億光元大3B購04
034833,長榮元大41購05
034834,長榮元大45購02
034841,陽明元大3B購01
034842,陽明元大3B購02
034843,陽明元大3C購02
034844,陽明元大41購02
034845,陽明元大43購01
034846,陽明元大44購01
034847,陽明元大45購02
034848,華航元大3B購09
034849,華航元大3B購10
034850,華航元大3B購11
034852,長榮航元大3B購21
034853,長榮航元大3B購22
034854,長榮航元大3B購23
034855,慧洋元大3B購12
034857,慧洋元大41購02
034861,玉晶光元大41購02
034862,立積元大3C購02
034863,訊芯元大3B購05
034864,穎崴元大3B購04
034866,穎崴元大41購01
034869,永道元大41購01
03486P,欣巴巴國票41售01
034871,智邦富邦42購02
034874,玉山金富邦41購01
034876,美利達富邦3C購01
034877,臺股指富邦47購02
034878,鴻海永豐3C購09
03487P,電子類國票41售02
034881,宏碁永豐42購02
034884,大同永豐43購02
034885,奇鋐永豐3B購03
034886,德律永豐41購01
034888,緯創永豐43購02
03488P,電子類國票41售04
034890,緯穎永豐3C購03
034892,世紀鋼永豐43購02
034893,台積電中信42購06
034894,聯發科中信3C購04
034896,裕民中信41購02
034897,裕民中信42購01
034898,緯穎中信3C購01
034901,第一銅兆豐41購01
034902,長榮航兆豐41購02
034903,漢翔兆豐41購02
034904,裕民台新3B購01
034905,華航台新3B購01
034906,開發金康和3B購01
034907,裕民國泰41購01
034909,漢翔國泰41購02
034910,文曄國泰41購01
034912,穎崴國泰41購01
034917,德律國票42購01
034918,創意國票47購01
034919,訊芯國票3C購04
034920,潤泰新國票3C購04
034921,台灣50元富3B購10
034922,滬深2X元富45購01
034923,道瓊銀元富42購01
034925,堤維西元富3B購01
034926,鴻海元富42購01
034927,鴻海元富45購03
034928,國巨元富42購01
034930,台積電元富42購09
034935,中航元富3B購01
034936,緯創元富45購01
034937,弘憶股元富3C購01
03493P,台積電凱基45售03
034941,潤泰新元富3C購02
034946,大亞元大3C購08
034949,鴻海元大3B購35
03494P,台積電凱基45售04
034950,鴻海元大3B購36
034952,國巨元大3B購24
034955,台積電元大3B購35
034956,宏碁元大3C購10
034958,華碩元大3B購05
034959,華碩元大3B購06
03495P,大立光凱基41售08
034960,華碩元大3B購07
034961,藍天元大3B購02
034962,藍天元大3B購03
034963,藍天元大3B購04
034967,台光電元大3B購03
034968,台光電元大3C購02
034969,台光電元大41購02
034970,威盛元大3C購05
034971,宏達電元大3B購01
034973,長榮元大3B購09
034974,長榮元大41購06
034975,長榮元大45購03
034977,裕民元大3B購11
034978,裕民元大3C購02
034979,裕民元大3C購03
034980,華航元大3C購01
034982,華航元大41購02
034983,長榮航元大3B購24
034985,長榮航元大3C購11
034986,慧洋元大3C購05
034987,慧洋元大3C購06
034988,慧洋元大41購03
03498P,臺股指凱基43售52
034991,大立光元大3C購01
034996,天鈺元大3B購08
034998,四維航元大3B購03
034999,訊芯元大3B購06
03499P,富邦金台新41售02
035000,寶成元大3B購01
035001,元金2X凱基43購02
035008,台積電凱基3B購29
03500P,士電富邦43售04
035012,佳能凱基45購02
035018,鉅祥凱基45購02
035022,台航凱基3B購01
035024,國泰金凱基3C購02
035026,德律凱基3B購03
035028,玉晶光凱基43購02
035029,創意凱基43購03
03502P,台灣50元大41售15
035030,東科凱基3B購03
035033,華東凱基3B購02
035035,世紀鋼凱基3B購07
035037,臺股指凱基44購10
035039,SP黃豆群益41購01
03503P,台灣50元大43售14
035046,藍天群益45購01
035048,裕民群益3B購01
03504P,京元電元大41售05
035054,德律群益44購01
035056,玉晶光群益43購02
035058,碩天群益41購01
03505P,聯詠元大41售02
035061,瀚宇博群益3C購01
035063,緯穎群益41購10
03506P,臺股指群益41售12
035072,臺股指群益43購03
035077,定穎控國泰41購01
035078,達興國泰41購01
03507P,臺股指群益41售13
035082,緯穎兆豐45購01
035083,統一中信3B購01
035085,仁寶中信43購01
035091,健策中信3C購01
035092,矽力中信41購01
035097,藍天永豐43購01
035098,華新科永豐41購01
035099,華航永豐41購01
035105,鴻海富邦43購05
035106,正崴富邦3C購01
035107,友達富邦3B購02
035108,聯發科富邦3B購03
035109,聯發科富邦41購03
035110,奇鋐富邦3C購04
035112,文曄富邦41購01
035113,嘉澤富邦41購02
035114,立積富邦41購01
035116,潤泰新富邦3B購02
035120,統一凱基3B購01
035122,鴻海凱基3B購21
035123,國巨凱基3B購03
035124,台積電凱基3B購31
035125,台積電凱基3B購32
035128,海悅凱基43購02
035130,佳能凱基41購03
035131,台光電凱基41購01
035132,正崴凱基3B購03
035134,志聖凱基3B購03
035136,新興凱基3B購01
035147,材料凱基3B購12
035151,訊芯凱基3C購02
035152,帝寶凱基3C購02
035158,臺股指凱基47購01
035159,元黃金元大3C購02
03515P,景碩永豐41售03
035160,A50正2元大3C購01
035162,大亞元大3C購09
035163,第一銅元大3B購02
035166,裕隆元大3B購09
035170,鴻海元大41購16
035171,國巨元大3B購26
035174,台積電元大3B購36
035175,台積電元大41購19
035177,佳世達元大3B購01
035178,宏碁元大3C購11
035183,志聖元大3B購02
035187,長榮元大3B購11
035188,長榮元大45購04
035189,新興元大3B購04
03518P,台積電元富41售06
035191,裕民元大3C購05
035192,裕民元大3C購06
035194,華航元大3C購03
035195,華航元大3C購04
035196,華航元大45購01
035198,長榮航元大3B購27
035200,慧洋元大3C購07
035201,富邦金元大3B購02
035205,昇貿元大3B購02
035206,健策元大3B購03
035209,崇越元大3B購02
03520P,台積電元富41售08
035211,元晶元大3B購02
035212,晶碩元大3B購06
035216,視陽元大3B購02
035217,寶成元大3B購02
035218,中鋼元富42購01
035219,鴻海元富3B購07
035221,台積電元富3C購14
035222,華碩元富3B購01
035224,藍天元富3C購01
035227,志聖元富3B購01
03522P,大立光元富41售08
035233,世紀鋼元富3B購03
035236,佳能國票3C購05
035237,宏達電國票3B購01
035239,力積電國票41購01
03523P,景碩元富41售02
035241,金融類國票3B購03
035242,臺股指法興3B購01
035245,香港2X群益45購01
035246,國企2X群益47購01
035247,元金2X群益41購01
035248,SGBR2X群益3B購02
03524P,台積電台新41售04
035256,京元電群益3B購05
035259,瑞軒群益41購02
035262,裕民群益3B購03
035266,創意群益41購08
035268,海華群益3C購01
03526P,亞光國票41售02
035273,世紀鋼群益41購05
035279,臺股指群益3B購18
03527P,日月光富邦41售04
035281,華碩兆豐42購01
035282,達發兆豐42購01
035283,華碩富邦45購01
035284,藍天富邦41購01
035285,鉅祥富邦45購01
035286,一詮富邦43購02
035287,長榮富邦41購03
035288,開發金富邦3C購01
03528P,台積電元大41售51
035291,華碩國泰41購02
035293,大立光國泰41購01
035295,保瑞國泰41購01
035297,T50反1中信45購01
035298,香港2X中信3B購01
035299,正崴中信3B購01
03529P,台積電元大41售52
035301,長榮航中信3B購04
035302,香港2X永豐43購01
035303,鴻海永豐43購07
