Ticker,Sector,Industry,Price,EPS QoQ (%),QoQ 2Q Algo (%),QoQ 3Q Algo (%),EPS YoY (%),YoY 2Q Algo (%),EPS RS,TTM EPS,Rev RS,TTM RPS,TTM PE,Rating (EPS RS),Rating (Rev RS)
STSS,Healthcare,Medical Instruments & Supplies,8.09,-9.68,5.48,1.22,180.79,10.0,6410.45,-1196.84,1484813333333323.5,0.84,,96,96
TRAW,Healthcare,Biotechnology,2.06,-20.73,2.53,1.65,185.55,3.73,6343.75,4.19,3119.94,0.609,0.48,96,95
UAVS,Technology,Computer Hardware,1.83,-2.59,16.22,1.07,36.69,139.24,6013.76,24.42,11.94,1.752,0.08,96,79
XXII,Consumer Defensive,Tobacco,1.76,-4.44,14.35,0.93,0.9,157.03,5769.1,1500.24,-75.98,245.286,0.0,96,7
XPON,Industrials,Electrical Equipment & Parts,1.25,-0.11,3317.07,1.0,72.66,83.59,5288.64,39.67,83.01,3.796,0.03,96,91
RNAZ,Healthcare,Biotechnology,11.23,12.7,0.55,0.36,131.6,7.51,5287.58,-61.43,-9.89,,,96,32
XTIA,Industrials,Aerospace & Defense,1.52,0.3,3.78,0.79,88.42,31.64,4774.66,420.62,3557777777777719.5,1.069,0.0,96,97
TAC,Utilities,Utilities - Independent Power Producers,13.47,-3.53,9.0,9.0,-3.11,-3.8,4732.56,-0.39,-33.7,8.427,,95,10
UA,Consumer Cyclical,Apparel Manufacturing,4.84,15.0,-16000000.0,-39000000.0,69.0,,4610.89,0.22,-13.92,11.892,21.55,95,22
UAA,Consumer Cyclical,Apparel Manufacturing,4.95,15.0,-16000000.0,-39000000.0,69.0,,4610.89,0.22,-13.92,11.892,21.95,95,22
SND,Energy,Oil & Gas Equipment & Services,2.12,2.13,-7.2,40.71,56.0,,4506.81,0.03,14.58,7.821,71.0,95,81
RNW,Utilities,Utilities - Renewable,7.72,0.7,2.15,-2.26,57.12,,3899.79,0.28,43.59,312.234,27.18,95,88
WW,Consumer Cyclical,Personal Services,30.18,17.27,-3.94,2.87,50.07,,3319.75,13.55,-24.55,9.545,2.2,95,13
XYZ,Technology,Software - Infrastructure,77.37,1.84,-0.24,-0.19,1.75,-1.48,3136.98,4.68,-7.19,38.659,16.46,95,42
TUSK,Industrials,Conglomerates,2.34,19.0,31.0,0.56,19.06,,2981.95,-1.69,-10.88,3.916,,95,27
SGHC,Consumer Cyclical,Gambling,11.69,0.0,0.73,2.64,69.22,0.3,2276.16,0.26,12.26,4.428,45.23,95,79
VMAR,Consumer Cyclical,Recreational Vehicles,1.45,7.53,-1.83,7.96,50.05,16.41,2264.7,-268.45,-187.36,3.38,,95,5
TSQ,Communication Services,Advertising Agencies,6.87,2.2,-14.25,1.24,33.6,,2251.31,2.2,-10.59,28.46,3.19,95,28
UVV,Consumer Defensive,Tobacco,56.24,-0.09,-5.46,1.3,33.0,,2241.57,4.11,-6.3,117.863,13.45,94,44
SYBX,Healthcare,Biotechnology,1.67,-2.33,2.0,2.0,-7.25,71.33,2226.89,-0.09,-4665.5,0.0,,94,4
RPT,Real Estate,REIT - Mortgage,2.66,9.0,-2.33,4.0,33.0,,2207.33,0.11,97.09,0.121,24.18,94,92
RMNI,Technology,Software - Application,4.73,7.25,-0.75,7.71,34.0,,2187.79,-0.04,-7.68,4.68,,94,41
VICR,Technology,Electronic Components,53.84,14.33,-2.83,-0.13,31.67,,2064.62,1.46,-2.0,8.407,36.22,94,58
TDOC,Healthcare,Health Information Services,8.26,1.79,-0.89,-0.47,24.89,,2019.41,-1.15,-11.54,14.645,,94,26
XPOF,Consumer Cyclical,Leisure,8.2,9.0,12.6,-3.69,28.0,,1925.8,-1.79,0.17,9.461,,94,64
SRPT,Healthcare,Biotechnology,18.52,3.29,-3.79,3.71,27.71,,1924.48,-0.68,48.94,25.645,,94,89
TTEC,Technology,Information Technology Services,3.79,-6.67,-0.33,12.0,36.06,,1888.68,-0.53,-12.91,44.845,,94,23
SIF,Industrials,Aerospace & Defense,7.4,3.43,0.65,-1.05,55.0,0.17,1757.76,-0.31,-12.35,13.851,,94,24
YCBD,Healthcare,Drug Manufacturers - Specialty & Generic,0.7196,8.05,-0.08,2.04,41.52,4.71,1669.92,0.51,-29.36,9.412,1.29,94,11
WLFC,Industrials,Rental & Leasing Services,149.87,2.71,-0.27,-0.18,0.37,,1582.83,16.75,19.84,95.879,8.71,93,83
SUI,Real Estate,REIT - Residential,128.0,30.47,4.18,-2.31,22.86,,1570.17,-0.61,-3.78,25.553,,93,52
WBTN,Communication Services,Internet Content & Information,21.1,4.67,3.24,-5.8,22.33,,1525.65,-0.78,-0.22,10.63,,93,63
TTWO,Communication Services,Electronic Gaming & Multimedia,249.74,300.14,-28.69,1.93,20.71,,1362.94,-24.13,4.8,32.722,,93,72
SSSS,Financial Services,Asset Management,9.21,88.67,3.33,0.77,6.84,28.0,1339.9,1.97,685.57,0.118,4.64,93,94
VNO,Real Estate,REIT - Office,41.92,7.6,44.0,11.0,19.37,,1336.85,4.05,-9.82,9.886,10.29,93,35
VEON,Communication Services,Telecom Services,52.83,141.67,0.31,-10.07,7.82,34.83,1317.88,201.0,-5.54,58.691,0.27,93,47
TNFA,Healthcare,Biotechnology,3.9,1.0,1.04,0.51,24.22,13.28,1304.41,-202.0,-9.89,,,93,32
RYAAY,Industrials,Airlines,56.75,0.7,2.32,-22.58,1.44,33.94,1294.33,4.51,20.19,27.082,12.37,93,83
TPC,Industrials,Engineering & Construction,66.22,-0.39,3.85,0.27,18.0,,1207.06,-2.54,3.72,90.816,,93,70
VNCE,Consumer Cyclical,Apparel Manufacturing,2.62,3.51,5.05,-7.4,17.6,,1193.92,-1.34,-11.96,22.861,,93,25
TSSI,Technology,Information Technology Services,15.18,-1.17,0.44,-0.33,0.0,,1152.3,0.35,193.6,11.267,45.46,93,93
TIGR,Financial Services,Capital Markets,10.9,0.33,0.09,0.37,15.0,,1126.66,0.66,33.32,2.479,16.89,92,87
TBMC,Financial Services,Shell Companies,11.65,1.0,-1.5,-3.0,-3.5,-3.5,1120.06,-0.18,-9.89,,,92,32
TNON,Healthcare,Medical Devices,1.24,1.81,1.3,0.56,21.67,8.92,1105.14,5.52,24.45,0.773,0.23,92,84
TENX,Healthcare,Biotechnology,6.41,0.04,-0.19,-0.24,5.78,10.14,1099.14,2.94,-9.89,,2.18,92,32
SUZ,Basic Materials,Paper & Paper Products,9.57,-0.26,0.33,0.49,2.38,29.54,1083.95,1.2,2.51,41.325,7.94,92,68
VTAK,Healthcare,Medical Devices,2.69,-0.06,2.29,0.7,13.66,9.0,1076.91,33.63,408.17,1.258,0.07,92,94
VYX,Technology,Information Technology Services,13.15,4.0,-0.5,-75.1,16.67,,1055.73,-0.52,-18.68,18.852,,92,16
WNC,Industrials,Farm & Heavy Construction Machinery,11.5,-24.52,271.5,375.5,-3.83,,1044.29,-2.22,-22.13,40.102,,92,14
RTX,Industrials,Aerospace & Defense,158.19,0.08,0.04,0.01,14.5,,1011.22,4.56,-0.93,62.562,34.7,92,60
TEM,Healthcare,Health Information Services,87.07,0.6,0.07,0.07,26.44,2.67,1002.65,2.15,63.23,5.621,41.04,92,90
SLG,Real Estate,REIT - Office,63.03,0.87,-3.31,2.62,-3.0,,1000.93,-0.55,-5.43,9.405,,92,47
SE,Consumer Cyclical,Internet Retail,190.56,0.0,0.66,0.58,5.18,18.0,969.68,1.95,22.08,33.14,98.85,91,84
SINT,Healthcare,Medical Devices,4.22,0.42,2.2,0.69,2.84,6.95,944.54,-8.4,-183.58,1.135,,91,5
SGN,Technology,Software - Application,1.89,0.15,4.3,0.81,9.9,16.31,922.89,-8.11,-141.37,0.245,,91,6
SARO,Industrials,Aerospace & Defense,27.95,0.11,5.75,-2.23,12.0,,877.91,0.41,3.31,17.835,67.27,91,69
SURG,Communication Services,Telecom Services,2.853,0.06,0.46,0.32,0.83,-6.43,833.11,-2.5,-27.69,1.839,,91,12
TAL,Consumer Defensive,Education & Training Services,11.2,4.75,-3.75,-1.55,1.5,,809.77,0.17,-9.94,3.981,65.53,91,29
SHOP,Technology,Software - Application,152.096,2.33,-2.9,0.56,4.38,,784.99,1.79,18.95,7.739,85.64,91,83
YEXT,Technology,Software - Infrastructure,8.99,21.0,7.0,0.67,8.33,,772.12,-0.11,1.31,3.569,,91,66
SISI,Consumer Defensive,Farm Products,7.52,-24.6,0.52,4.07,-0.85,21.5,770.24,-6802.27,-2745808888888888.5,104.259,,91,2
UPST,Financial Services,Credit Services,68.05,3.0,0.0,1.33,11.33,,767.73,-0.05,53.15,9.51,,91,90
TRGP,Energy,Oil & Gas Midstream,170.12,2.17,-0.59,-0.21,1.18,,762.6,6.97,2.64,78.397,23.59,91,68
TONX,Technology,Software - Application,6.85,0.4,0.26,0.21,0.87,8.0,745.44,-8.18,-10633.76,4.198,,90,4
VSAT,Technology,Communication Equipment,30.14,3.49,-0.54,-0.14,-0.62,,741.68,-4.65,1.51,35.183,,90,66
STZ,Consumer Defensive,Beverages - Brewers,133.02,2.39,-2.63,2.94,-0.66,,726.51,-2.35,-12.86,55.827,,90,23
SNV,Financial Services,Banks - Regional,52.11,0.14,0.04,0.06,10.31,,721.35,5.18,52.73,15.876,9.84,90,90
SPRO,Healthcare,Biotechnology,2.0,7.33,0.52,-0.19,10.0,,720.96,-0.98,201.81,0.883,,90,93
TLF,Consumer Cyclical,Specialty Retail,3.1,-75.5,1.03,37.75,-3.0,23.83,717.19,0.08,-9.2,8.74,38.62,90,37
VCEL,Healthcare,Biotechnology,31.85,22.0,-2.74,21.0,9.0,,715.85,0.14,8.8,5.011,226.29,90,77
SWK,Industrials,Tools & Accessories,79.37,0.12,-1.15,1.11,10.57,,713.05,3.16,-11.14,100.481,24.26,90,27
SBFM,Healthcare,Drug Manufacturers - Specialty & Generic,1.48,-16.73,0.57,0.36,-2.92,3.55,702.25,-15.02,246.61,14.633,,90,94
XERS,Healthcare,Biotechnology,8.3,5.0,-1.0,2.67,9.0,,662.22,-0.2,44.32,1.613,,90,89
SLQT,Financial Services,Insurance Brokers,2.06,-6.5,-1.82,2.19,8.0,,655.15,0.01,-9.09,8.667,205.0,90,37
TD,Financial Services,Banks - Diversified,78.4,-2.32,3.05,1.2,14.5,3.65,637.91,8.48,-0.08,36.484,9.27,89,63
WOR,Industrials,Metal Fabrication,62.75,-9.0,0.4,0.16,9.12,,626.87,0.0,-11.58,23.358,,89,26
YHC,Consumer Defensive,Beverages - Wineries & Distilleries,0.9435,2.5,2.32,0.7,13.08,3.75,621.98,-114.01,15.54,3.206,,89,81
SOFI,Financial Services,Credit Services,28.11,0.5,-4.17,4.17,8.0,,616.7,0.5,31.73,2.776,59.02,89,87
UFCS,Financial Services,Insurance - Property & Casualty,32.5,0.29,-0.78,0.59,9.34,,615.17,3.51,-0.03,52.1,8.91,89,63
SEGG,Consumer Cyclical,Gambling,5.19,0.08,4.76,0.83,7.62,9.0,605.9,-14.14,-110.02,0.503,,89,6
SGBX,Industrials,Metal Fabrication,10.4,-0.04,1.48,0.6,6.04,9.96,588.58,-172.16,-118.63,47.115,,89,6
YJ,Consumer Cyclical,Internet Retail,1.82,4.0,-1.0,-6.09,6.5,,584.86,-61.94,-70.66,69.495,,89,7
SHLS,Technology,Solar,7.55,8000000.0,-5000000.0,32.33,0.14,,578.91,0.12,6.83,2.396,60.75,89,75
WATT,Technology,Scientific & Technical Instruments,7.4,0.5,1.58,0.61,7.12,8.25,576.38,-30.6,1335.92,2.955,,89,95
RNAC,Healthcare,Biotechnology,10.31,2.33,0.33,0.25,-0.14,14.44,564.58,-0.68,-7452.67,0.042,,89,4
YB,Technology,Software - Application,24.04,2.89,0.28,0.4,10.59,3.64,563.45,4.88,42.67,170.026,4.83,89,88
WKHS,Consumer Cyclical,Auto Manufacturers,1.14,1.8,0.81,0.45,9.45,4.15,552.76,-16.22,455.7,2.333,,88,94
SAIL,Technology,Software - Infrastructure,22.43,20.0,0.02,0.02,21.55,0.83,547.34,-1.46,25.3,3.164,,88,85
TEAM,Technology,Software - Application,169.63,2.0,-0.8,2.2,7.44,,546.58,-0.98,13.29,19.922,,88,80
TVRD,Healthcare,Biotechnology,38.74,2.03,0.21,0.17,7.43,,541.85,-2.25,-1.008000000000001e+16,,,88,2
TIGO,Communication Services,Telecom Services,48.06,2.55,5.33,-0.67,7.8,,536.07,5.64,-10.16,33.033,8.81,88,29
RYM,Industrials,Farm & Heavy Construction Machinery,40.23,-3.51,9.93,0.91,-0.18,-9.61,525.2,-31.67,1.3613333333333286e+16,7.436,,88,98
SXTP,Healthcare,Biotechnology,1.46,0.25,0.99,0.5,15.9,-2.17,518.27,0.07,-55.39,0.937,19.43,88,8
RRC,Energy,Oil & Gas E&P,35.29,1.47,0.03,0.86,7.25,,515.65,1.99,7.25,11.672,17.34,88,75
VS,Technology,Software - Application,2.0345,2.43,0.05,0.05,4.86,1.55,514.93,-0.53,4752.88,0.571,,88,95
SSTK,Communication Services,Internet Content & Information,21.85,0.56,14.5,-13.5,7.4,,514.05,1.81,6.51,28.834,11.99,88,75
SNES,Basic Materials,Specialty Chemicals,4.69,0.47,-0.05,0.7,2.54,,510.65,-4.3,30.85,1.701,,88,86
XCUR,Healthcare,Biotechnology,3.88,-2.2,13.25,13.25,-0.17,2.02,504.06,-3.86,-3.1473333333332676e+16,0.0,,87,1
TOST,Technology,Software - Infrastructure,41.48,0.4,0.67,-0.67,3.67,,491.47,0.39,21.09,9.675,105.46,87,83
TIVC,Healthcare,Medical Devices,3.125,0.15,0.28,0.22,1.45,5.81,485.63,-7.27,-62.04,0.801,,87,8
WBD,Communication Services,Entertainment,18.7,4.56,0.11,-4.33,7.36,,485.34,0.31,12.13,15.62,62.35,87,79
XOMA,Healthcare,Biotechnology,37.59,6.67,13.75,1.08,-0.91,15.33,482.37,-1.42,-62.74,3.781,,87,8
UDMY,Consumer Defensive,Education & Training Services,7.44,5.0,6.0,1.43,6.25,,469.0,-0.21,-2.91,5.366,,87,55
VRM,Consumer Cyclical,Auto & Truck Dealerships,27.33,-0.34,15.32,0.1,6.13,,463.99,-43.73,-1742.42,67.734,,87,4
UUU,Industrials,Building Products & Equipment,6.55,3.11,3.11,-2.6,5.11,3.53,457.7,1.19,-21.1,9.853,5.65,87,15
VRNA,Healthcare,Biotechnology,106.26,2.0,1.5,0.4,6.5,,455.28,-1.04,6.887722222222223e+17,2.647,,87,99
SOPA,Technology,Software - Application,1.24,5.89,0.05,0.04,9.11,1.75,453.22,-1.84,133.61,1.872,,87,93
SMTK,Technology,Semiconductor Equipment & Materials,1.6,0.07,0.84,0.46,2.27,9.03,438.57,-4.99,4.31,0.022,,87,71
TPET,Energy,Oil & Gas E&P,1.05,0.29,0.5,0.82,4.12,8.0,437.24,-1.17,355340000000126.9,0.053,,86,96
SSRM,Basic Materials,Gold,21.8,0.52,0.71,2.4,7.8,5.9,436.13,0.78,68.18,6.435,29.28,86,91
TGTX,Healthcare,Biotechnology,32.61,5.33,-4.33,4.33,2.8,,435.72,0.38,961.6,3.111,85.18,86,95
WRBY,Healthcare,Medical Instruments & Supplies,28.34,-4.0,3.0,-1.0,5.0,,420.78,-0.08,3.6,6.749,,86,70
WFRD,Energy,Oil & Gas Equipment & Services,65.5,0.8,-0.48,-0.39,0.09,,415.54,6.49,-16.05,70.701,9.82,86,19
TVTX,Healthcare,Biotechnology,24.19,2.36,0.55,-0.04,5.5,,403.95,-2.02,72.53,3.948,,86,91
SLNO,Healthcare,Biotechnology,56.58,9.56,0.34,0.44,5.33,,399.98,-4.22,2.177133333333333e+17,0.716,,86,99
TWST,Healthcare,Diagnostics & Research,27.95,2.94,-0.25,0.11,5.32,,393.27,-1.44,13.38,6.103,,86,80
SMTC,Technology,Semiconductors,61.15,-2.41,-1.18,5.8,7.42,,387.83,0.63,5.59,12.086,96.62,86,74
SON,Consumer Cyclical,Packaging & Containers,47.02,8.07,2.26,-2.19,4.41,,384.92,0.94,22.44,64.098,49.27,86,84
SLE,Communication Services,Internet Content & Information,3.66,1.21,0.8,0.2,4.31,,382.04,-45.28,-30.1,32.779,,86,11
SNDA,Healthcare,Medical Care Facilities,26.7,3.81,-1.03,1.58,4.37,,381.76,-2.62,17.73,17.754,,85,82
VUZI,Technology,Consumer Electronics,2.45,0.1,0.45,-0.14,5.2,,380.48,-0.52,-10.77,0.076,,85,28
SPB,Consumer Defensive,Household & Personal Products,54.46,25.67,-27.0,-0.21,2.81,,377.1,2.24,-17.64,106.413,23.5,85,17
ROOT,Financial Services,Insurance - Property & Casualty,100.97,0.18,-0.2,-0.05,3.62,,370.82,5.14,33.25,90.079,19.94,85,87
ULBI,Industrials,Electrical Equipment & Parts,7.14,-1.2,10.0,-1.0,-2.6,,365.06,0.19,5.23,10.754,37.16,85,73
SM,Energy,Oil & Gas E&P,27.36,0.11,-0.04,-0.27,-0.04,,359.21,7.07,6.1,26.236,3.63,85,74
WGS,Healthcare,Diagnostics & Research,130.71,2.65,0.17,0.15,3.89,2.39,355.9,0.08,24.74,12.985,1620.06,85,85
SEZL,Financial Services,Credit Services,89.5,-0.3,0.39,0.65,-0.07,3.55,350.85,2.94,54.89,11.055,31.16,85,90
SLXN,Healthcare,Biotechnology,3.61,2.11,34.63,0.97,6.64,4.83,349.8,-30.78,-9.89,,,85,32
ROKU,Communication Services,Entertainment,99.16,3.71,0.26,-3.0,4.43,,349.47,-0.42,4.68,30.127,,85,72
YHGJ,Consumer Cyclical,Packaging & Containers,0.536,1.0,0.75,0.43,1.0,0.5,347.22,-0.04,3.22,0.73,,85,69
SONN,Healthcare,Biotechnology,7.58,-0.07,0.75,1.29,4.89,-2.41,346.94,-6.82,-106.39,0.369,,85,6
VAL,Energy,Oil & Gas Equipment & Services,52.78,4.06,-4.55,1.11,-0.28,,346.59,3.82,-3.83,34.477,13.18,84,52
TOVX,Healthcare,Biotechnology,0.4131,-0.25,1.7,0.63,4.55,3.84,332.11,-4.22,-9.89,,,84,32
UFI,Consumer Cyclical,Textile Manufacturing,4.69,2.1,-0.48,-0.48,4.82,,330.27,-1.11,-23.42,31.197,,84,14
SBRA,Real Estate,REIT - Healthcare Facilities,18.86,0.65,-0.18,0.54,1.8,,329.0,0.76,-2.53,3.101,24.62,84,56
SLRX,Healthcare,Biotechnology,4.56,1.29,-0.15,-0.18,4.27,2.17,324.44,-23.7,-9.89,,,84,32
VVX,Industrials,Aerospace & Defense,59.21,1.73,-0.42,-0.3,4.38,5.5,321.55,2.21,2.52,137.137,24.89,84,68
TLSI,Healthcare,Medical Devices,4.92,0.44,0.03,-2.33,-0.29,,314.53,-1.15,42.28,1.246,,84,88
YMM,Technology,Software - Application,13.77,0.0,1.0,-0.67,0.5,,306.82,0.56,10.09,11.664,24.27,84,78
THG,Financial Services,Insurance - Property & Casualty,175.56,0.25,-0.31,0.64,2.91,,300.51,15.18,-2.72,178.474,11.52,84,55
TBLA,Communication Services,Internet Content & Information,3.51,2.0,-4.33,6.0,0.0,,300.15,0.04,-1.07,5.421,87.5,84,60
SGRY,Healthcare,Medical Care Facilities,22.03,14.0,1.87,-2.44,5.0,,292.11,-1.43,-0.32,25.591,,84,63
THAR,Healthcare,Biotechnology,2.66,0.55,0.74,0.42,2.78,1.58,290.98,-6.06,-9.89,,,83,32
SIDU,Industrials,Aerospace & Defense,1.08,0.13,0.83,0.45,2.19,3.06,287.42,-1.94,54.95,0.341,,83,90
VRE,Real Estate,REIT - Residential,15.66,2.0,0.08,-0.3,3.0,,286.26,-0.25,3.41,3.069,,83,70
SER,Healthcare,Biotechnology,4.51,-0.35,-1.97,-2.03,-2.08,9.98,286.03,-0.92,-3333333333333344.0,0.014,,83,2
RRGB,Consumer Cyclical,Restaurants,6.6,2.14,36.43,-1.07,3.77,,285.51,-3.44,-12.91,73.744,,83,23
WTM,Financial Services,Insurance - Property & Casualty,1753.62,2.62,4.85,-2.37,3.25,,284.35,79.82,60.12,1016.377,22.17,83,90
VIK,Consumer Cyclical,Travel Services,62.68,5.12,-2.0,-2.62,1.61,,279.68,1.89,54.6,13.229,32.93,83,90
VTOL,Energy,Oil & Gas Equipment & Services,38.37,0.16,-0.17,0.12,0.11,,278.65,4.0,-4.24,50.394,9.27,83,51
TWLO,Technology,Software - Infrastructure,108.38,0.15,2.62,-0.33,2.27,,273.19,0.1,4.71,30.56,1065.0,83,72
SNTI,Healthcare,Biotechnology,1.39,1.52,-1.1,8.42,3.37,,264.75,-8.52,-2197777777777789.8,,,83,2
TUYA,Technology,Software - Infrastructure,2.63,0.0,0.0,3.0,1.0,,259.58,0.05,-4.19,0.532,52.0,83,51
SEI,Energy,Oil & Gas Equipment & Services,36.23,1.14,-0.43,6.0,0.5,,258.92,0.59,69.15,13.531,63.78,82,91
VRTX,Healthcare,Biotechnology,387.11,0.6,-0.41,-0.14,4.46,,257.17,14.06,2.09,44.388,27.25,82,67
VITL,Consumer Defensive,Farm Products,46.17,-0.03,0.58,0.41,-0.03,,257.05,1.12,17.86,14.958,39.65,82,82
SMC,Energy,Oil & Gas Midstream,23.26,-3.12,14.0,7.02,3.41,,256.91,-22.61,18.05,42.663,,82,82
VIAV,Technology,Communication Equipment,12.34,-1.25,1.25,5.0,3.5,,256.6,0.15,-1.82,4.873,81.6,82,58
WERN,Industrials,Trucking,27.52,5.52,-2.18,0.81,3.81,,256.36,0.85,-9.36,48.145,31.78,82,37
SHPH,Healthcare,Drug Manufacturers - Specialty & Generic,4.44,1.28,2.15,0.68,6.33,1.77,253.06,-46.34,-9.89,,,82,32
VERO,Healthcare,Medical Devices,2.34,1.17,-0.55,0.25,3.18,,251.79,-44.79,-19.7,67.009,,82,16
UMH,Real Estate,REIT - Residential,15.03,3000000.0,0.0,-11000000.0,2.0,,251.38,0.14,0.08,3.103,105.43,82,63
TRUP,Financial Services,Insurance - Property & Casualty,44.81,8.33,-2.33,0.33,2.57,,250.23,0.25,5.01,31.987,180.76,82,73
TEVA,Healthcare,Drug Manufacturers - Specialty & Generic,18.45,0.32,2.0,1.05,4.0,,248.61,-0.15,-9.29,14.612,,82,37
VET,Energy,Oil & Gas E&P,7.81,-16.1,-1.15,-0.53,-1.9,9.0,248.04,0.68,5.12,12.617,11.06,81,73
STRS,Real Estate,Real Estate - Diversified,20.98,13.0,-0.76,-3.1,8.0,-2.58,246.76,-0.43,28.95,4.443,,81,86
THS,Consumer Defensive,Packaged Foods,17.31,9.5,-2.84,17.57,4.33,,240.78,0.36,-6.98,65.452,48.28,81,42
XHR,Real Estate,REIT - Hotel & Motel,14.83,2.73,16.0,6.0,2.73,,239.66,0.63,0.76,10.703,23.46,81,65
VIVS,Healthcare,Biotechnology,3.93,0.5,0.33,-0.36,1.4,1.2,238.85,-0.1,-70.46,0.08,,81,7
RNG,Technology,Software - Application,31.86,2.27,-0.37,0.12,2.14,,236.51,-0.13,-0.83,26.966,,81,61
