Ticker,Name,Sector,Industry,Price,EPS QoQ (%),QoQ 2Q Algo (%),QoQ 3Q Algo (%),EPS YoY (%),YoY 2Q Algo (%),EPS RS,TTM EPS,Rev RS,TTM RPS,TTM PE,Rating (EPS RS),Rating (Rev RS)
2103,台橡,Basic Materials,Specialty Chemicals,24.4,0.22,0.25,0.34,6.8,0.03,1913.97,1.17,-11.5,40.282,21.11,97,68
8107,大億金茂,Consumer Cyclical,Auto Parts,32.55,-0.22,1.44,3.25,3.65,54.0,1878.81,0.32,-1.64,10.154,102.03,97,81
2530,華建,Real Estate,Real Estate Services,39.1,1.7,1.3,4.33,32.0,24.0,1860.23,1.49,38702.68,5.36,26.98,97,99
4909,新復興,Technology,Electronic Components,127.5,-0.16,0.5,1.02,14.2,45.0,1857.74,3.96,317.85,17.321,32.58,97,97
3712,永崴投控,Technology,Semiconductors,50.0,0.36,-0.25,-0.2,16.0,38.5,1810.04,4.02,42.55,85.898,12.56,97,94
4416,三圓,Real Estate,Real Estate Services,76.9,-1.14,15000000.0,15000000.0,-2.14,3.2,1770.15,0.18,-23.9,1.811,436.11,97,37
3296,勝德,Technology,Consumer Electronics,27.55,-3.0,0.0,0.0,44.0,12.5,1748.43,0.02,-16.22,16.451,1390.0,97,58
2316,楠梓電,Technology,Electronic Components,51.4,-0.02,0.19,0.23,47.5,5.95,1736.1,6.74,-46.44,18.348,7.51,97,10
4912,聯德控股-KY,Industrials,Metal Fabrication,104.5,1.4,-0.72,-0.42,11.75,41.5,1709.73,6.88,3.76,86.945,15.12,97,85
8928,鉅明,Consumer Cyclical,Leisure,32.7,-1.59,5.17,5.17,55.0,0.31,1699.98,0.18,21.52,57.038,180.56,97,91
3229,晟鈦,Technology,Electronic Components,19.45,5.5,7.14,47.78,25.0,,1655.22,-0.54,-21.1,13.976,,97,45
1569,濱川,Industrials,Metal Fabrication,37.0,-33.0,-11.5,-0.92,-4.05,56.5,1642.4,-0.67,-43.25,26.301,,96,12
1436,華友聯,Real Estate,Real Estate - Development,131.5,16.94,-6.2,-6.2,48.83,0.11,1602.62,10.82,1650.28,32.856,12.99,96,98
3086,華義,Communication Services,Electronic Gaming & Multimedia,187.5,-4.33,0.17,0.2,-1.93,12.43,1596.29,1.81,-19.71,5.979,107.73,96,49
3221,台嘉碩,Technology,Communication Equipment,26.0,-0.54,0.65,1.89,13.0,42.0,1584.16,0.55,-22.49,21.156,47.27,96,41
6229,研通,Technology,Semiconductors,36.45,42.0,-12.5,-0.93,15.33,45.0,1487.89,0.95,29.1,38.887,39.0,96,92
3531,先益,Technology,Semiconductors,29.9,-1.57,-0.31,-0.24,-0.84,46.5,1483.4,3.02,-42.55,31.609,9.9,96,12
9962,有益,Basic Materials,Steel,15.65,3.43,-1.71,-0.63,-0.06,-5.86,1453.51,0.83,-24.9,34.22,18.86,96,35
1416,廣豐,Technology,Information Technology Services,13.75,0.87,-1.63,-0.62,27.0,16.0,1436.61,0.94,109.23,1.596,14.73,96,96
8011,台通,Technology,Communication Equipment,27.65,5.44,-1.04,-25.28,39.0,0.11,1387.81,0.64,38.06,16.821,42.66,96,93
7402,邑錡,Industrials,Security & Protection Services,71.6,0.47,-0.2,-0.17,-0.14,42.0,1344.72,1.62,-39.13,15.406,45.49,96,15
3150,鈺寶-創,Technology,Semiconductor Equipment & Materials,36.8,15.33,7.1,-25.3,20.5,,1337.88,-0.17,26.26,7.145,,96,92
3548,兆利,Technology,Electronic Components,150.5,-0.01,-0.25,-0.2,0.22,40.67,1315.25,10.95,-9.74,148.476,13.61,96,71
3260,威剛,Technology,Semiconductors,85.7,-0.4,0.39,0.65,1.53,39.22,1294.63,10.19,6.42,141.933,8.45,96,87
8450,霹靂,Communication Services,Entertainment,24.5,4.0,3.17,0.76,27.0,12.83,1269.06,-2.41,-42.76,5.57,,96,12
1310,台苯,Basic Materials,Chemicals,12.1,7.0,-1.4,-3.5,58.0,-16.42,1256.97,-0.36,8.89,20.015,,96,88
2719,燦星旅,Consumer Cyclical,Travel Services,47.4,2.51,0.28,0.39,17.0,19.5,1223.19,3.42,162.19,26.368,13.77,96,97
3492,長盛,Technology,Electronic Components,27.05,0.32,-0.3,-0.23,1.72,36.0,1209.85,1.3,-21.95,21.143,22.88,96,42
5314,世紀,Technology,Semiconductors,226.5,-0.63,0.46,0.85,12.82,17.3,1204.23,11.4,2936.47,24.538,21.84,96,99
6442,光聖,Technology,Electronic Components,469.5,0.9,0.26,0.36,2.06,33.4,1180.32,6.44,46.51,51.284,76.32,96,94
2243,宏旭-KY,Consumer Cyclical,Auto Parts,20.15,-2.5,-1.14,-0.53,28.0,6.29,1107.77,-0.2,123.44,29.312,,95,96
6271,同欣電,Technology,Semiconductor Equipment & Materials,129.0,0.2,0.21,0.13,0.89,34.17,1105.39,8.67,-13.56,58.667,14.65,95,64
5310,天剛,Technology,Computer Hardware,48.25,-12.91,7.19,7.19,-2.73,0.27,1104.56,-0.01,-1581.7,0.225,,95,1
8033,雷虎,Consumer Cyclical,Leisure,55.5,0.94,2.4,2.4,32.0,2.7,1099.35,0.41,2.15,7.855,136.34,95,84
2524,京城,Real Estate,Real Estate - Development,75.2,0.76,-0.02,-0.02,32.67,2.18,1083.73,2.56,70.21,10.482,32.3,95,95
5340,建榮,Consumer Cyclical,Textile Manufacturing,42.35,0.19,0.45,0.83,20.0,15.0,1082.24,0.49,27.9,8.158,86.33,95,92
6103,合邦,Technology,Semiconductors,46.0,0.96,0.33,0.5,28.5,2.08,1077.17,0.58,2.68,3.296,79.31,95,84
4720,德淵,Basic Materials,Specialty Chemicals,19.9,-0.59,-0.29,3.71,17.0,,1061.77,0.34,-10.74,33.561,58.09,95,69
3064,泰偉,Communication Services,Electronic Gaming & Multimedia,75.2,-2.29,0.54,1.18,-0.62,24.25,1059.46,-0.23,-44.29,7.889,,95,11
6425,易發,Technology,Semiconductor Equipment & Materials,84.0,-34.0,1.92,2.09,30.5,2.59,1038.88,0.83,10.71,34.38,105.9,95,89
2017,官田鋼,Basic Materials,Steel,11.95,-32.0,1.48,3.08,11.5,6.17,1031.55,0.29,-21.28,7.675,41.38,95,44
2514,龍邦,Industrials,Engineering & Construction,21.45,-1.98,0.44,0.78,-0.74,33.0,1016.03,3.44,18.63,67.673,6.34,95,91
4907,富宇,Real Estate,Real Estate—Development,60.5,6.93,-0.2,-0.17,27.75,2.04,996.12,5.01,3581.74,54.532,12.55,95,99
4109,加捷生醫,Consumer Defensive,Packaged Foods,25.7,14.5,-0.25,-0.2,16.5,2.86,974.1,4.36,26.43,5.144,5.89,95,92
8067,志旭,Technology,Electronics & Computer Distribution,17.75,0.0,16.0,-2.17,15.0,,949.57,-1.55,-30.27,4.724,,95,23
4401,東隆興,Consumer Cyclical,Textile Manufacturing,22.7,0.67,0.12,0.14,31.0,2.38,949.22,0.49,2.79,27.467,46.63,95,84
2348,海悅,Real Estate,Real Estate Services,149.0,-1.43,0.43,0.75,0.54,29.5,946.01,16.08,-1.72,64.112,9.51,95,81
8354,冠好,Basic Materials,Specialty Chemicals,17.75,-0.98,0.05,0.05,0.2,28.67,940.17,1.71,-26.19,7.931,10.38,95,31
8068,全達,Technology,Electronics & Computer Distribution,29.9,-5.47,0.98,61.0,20.0,9.79,929.29,1.0,-41.54,9.664,30.4,94,13
2915,潤泰全,Consumer Cyclical,Textile Manufacturing,76.3,-0.18,-0.23,-0.19,-0.19,29.57,917.31,10.64,-29.53,2.487,7.37,94,25
5455,昇益,Real Estate,Real Estate—Development,58.7,-28.8,1.1,11.19,0.2,24.17,914.08,5.46,430.6,43.871,11.39,94,98
4722,國精化,Basic Materials,Specialty Chemicals,44.15,0.15,-0.17,-0.14,0.7,28.5,908.66,2.51,-7.63,38.675,17.81,94,74
2611,志信,Industrials,Marine Shipping,22.5,-2.08,0.08,0.09,0.06,21.8,879.21,3.58,-22.47,3.496,6.48,94,41
2250,IKKA-KY,Industrials,Specialty Industrial Machinery,91.7,0.16,-0.2,-0.17,1.64,26.5,877.82,6.41,-21.65,125.96,14.27,94,43
4924,欣厚-KY,Technology,Computer Hardware,18.25,-8.5,8.5,8.5,26.5,2.19,873.51,-0.27,22.85,15.32,,94,91
4588,玖鼎電力,Industrials,Electrical Equipment & Parts,84.2,1.08,-0.22,-0.18,-0.34,0.13,865.56,3.65,-19.22,25.9,23.78,94,50
5381,合正,Technology,Electronic Components,26.85,-1.25,0.59,1.43,-0.42,26.0,856.78,0.25,-3.14,8.244,108.8,94,80
3287,廣寰科,Technology,Electronics & Computer Distribution,36.2,-0.19,0.75,3.07,29.0,2.15,854.43,2.52,-6.21,16.246,14.38,94,76
5450,南良,Consumer Cyclical,Textile Manufacturing,18.3,-0.48,0.82,4.67,1.33,30.0,854.31,0.38,-21.41,20.258,47.76,94,44
6547,高端疫苗,Healthcare,Biotechnology,41.5,6.5,-0.16,-0.19,25.0,1.95,854.19,-2.11,1.168160000000003e+18,1.897,,94,99
4510,高鋒,Industrials,Specialty Industrial Machinery,41.65,71.0,-67.0,1.34,13.0,,829.88,0.83,-6.72,18.068,50.24,94,75
4706,大恭,Basic Materials,Specialty Chemicals,31.45,-0.52,0.38,0.62,26.0,3.37,822.98,0.87,-16.09,14.998,35.57,94,58
4767,誠泰科技,Basic Materials,Specialty Chemicals,35.45,0.07,-0.13,-0.12,-0.12,26.0,807.39,3.23,-28.48,38.927,10.98,94,27
4716,大立,Basic Materials,Specialty Chemicals,29.55,0.34,1.61,2.64,5.5,22.5,803.26,1.04,-20.63,6.692,28.46,94,46
6111,大宇資,Communication Services,Electronic Gaming & Multimedia,63.4,-7.45,6.71,1.18,18.5,3.88,788.1,-2.35,29.32,42.934,,94,93
2409,友達,Technology,Electronic Components,16.6,14.33,-0.56,-1.27,20.0,2.09,786.86,-0.81,-15.23,34.855,,94,61
1532,勤美,Industrials,Metal Fabrication,36.9,0.71,0.14,0.16,1.66,23.33,786.69,4.85,8.13,57.127,7.9,94,88
2002A,中鋼特,Basic Materials,Steel,42.0,1.25,9.0,9.0,0.5,2.25,784.79,0.22,-23.62,23.827,191.82,93,38
2002,中鋼,Basic Materials,Steel,22.5,1.25,9.0,9.0,0.5,2.25,784.79,0.22,-23.62,23.827,103.64,93,38
8111,立碁,Technology,Electronic Components,40.05,-0.5,0.17,0.21,-1.28,26.0,753.16,0.61,-26.59,7.092,69.43,93,31
5014,建錩,Basic Materials,Steel,17.8,0.2,0.14,0.17,8.57,19.67,749.97,1.32,-21.15,82.334,13.83,93,45
2230,泰茂,Consumer Cyclical,Auto Parts,170.5,0.01,0.34,0.51,3.5,5.45,748.05,5.2,60.86,19.708,32.88,93,95
3051,力特,Technology,Electronic Components,31.4,-0.74,0.12,0.14,0.7,8.37,737.73,1.83,-40.81,10.863,17.54,93,14
9945,潤泰新,Industrials,Engineering & Construction,46.5,-0.6,0.08,0.09,0.01,23.6,728.49,5.04,-16.84,9.762,9.36,93,56
1742,台蠟,Basic Materials,Specialty Chemicals,18.05,-2.5,0.17,0.2,0.7,3.41,727.64,1.47,-66.3,3.201,12.14,93,6
8466,美吉吉-KY,Industrials,Building Products & Equipment,49.65,31.0,4.0,4.0,1.91,23.33,727.47,0.1,-15.36,46.119,500.0,93,60
6441,廣錠,Technology,Semiconductors,43.55,-0.21,-1.32,-4.08,0.54,0.07,721.09,-1.09,-75.01,12.042,,93,5
6163,華電網,Communication Services,Telecom Services,23.65,2.02,-4.55,-4.55,2.09,-2.44,694.6,1.18,24.84,37.919,20.25,93,92
4545,銘鈺,Industrials,Metal Fabrication,60.6,0.75,-0.14,-0.12,0.84,21.0,692.2,2.17,-8.29,27.426,27.42,93,73
2312,金寶,Technology,Computer Hardware,24.75,0.0,0.11,0.12,2.33,0.76,687.47,0.85,-21.44,104.035,29.18,93,44
6180,橘子,Communication Services,Electronic Gaming & Multimedia,78.9,2.81,0.37,0.59,22.16,0.2,680.1,11.89,-15.32,59.428,6.75,93,61
4950,牧東,Consumer Cyclical,"Furnishings, Fixtures & Appliances",12.15,2.58,-0.28,-0.4,19.42,0.07,635.22,-1.7,-129.74,0.858,,93,3
1472,三洋實業,Consumer Cyclical,Textile Manufacturing,60.0,-3.16,-0.19,-0.16,-2.27,2.14,629.24,4.26,141.06,53.919,14.3,93,96
1735,日勝化,Basic Materials,Chemicals,22.8,-0.36,0.0,0.0,21.0,0.43,627.65,1.06,-10.08,25.59,22.5,93,70
6456,GIS-KY,Technology,Electronic Components,56.9,-2.33,8.47,1.13,-2.8,23.87,619.74,-5.09,-52.05,200.238,,93,9
3231,緯創,Technology,Computer Hardware,111.0,0.25,-0.17,-0.15,0.34,19.67,613.74,5.53,-14.57,327.458,20.8,93,63
5490,同亨,Industrials,Business Equipment & Supplies,25.3,-0.6,3.81,1.36,11.8,9.0,605.28,-0.54,44.3,12.274,,92,94
8162,微矽電子-創,Technology,Semiconductors,36.8,-18.0,0.55,1.2,17.0,5.29,605.23,0.66,-15.23,15.15,56.82,92,61
5438,東友,Industrials,Business Equipment & Supplies,37.8,-1.2,-6.9,-1.17,-3.36,9.0,604.76,0.16,-35.59,14.514,245.62,92,17
1815,富喬,Technology,Electronic Components,21.55,12.0,0.42,0.3,33.0,-0.86,594.94,-1.14,0.35,7.281,,92,83
2637,慧洋-KY,Industrials,Marine Shipping,73.4,0.17,0.5,1.0,0.0,7.0,585.59,6.7,-13.71,0.796,11.19,92,64
2024,志聯,Basic Materials,Steel,20.3,4.0,5.5,1.22,4.2,15.0,583.91,-0.2,11.38,10.572,,92,89
2610,華航,Industrials,Airlines,22.6,0.12,0.15,0.17,0.04,1.32,583.74,1.42,-15.3,32.027,15.85,92,61
6237,驊訊,Technology,Semiconductors,49.85,-2.0,-2.5,-0.71,7.67,12.33,577.52,-0.74,-55.11,4.817,,92,8
3434,哲固,Technology,Computer Hardware,27.9,0.0,0.32,0.47,0.6,17.67,576.79,1.25,-25.24,24.031,22.12,92,34
5546,永固-KY,Basic Materials,Building Materials,30.35,-2.75,-0.6,-0.37,-0.25,23.8,574.04,-1.02,-60.7,42.468,,92,7
4502,健信,Industrials,Metal Fabrication,25.5,-0.8,-2.44,-0.71,9.56,5.56,556.15,0.69,-21.39,26.988,36.81,92,44
6117,迎廣,Technology,Computer Hardware,103.5,-0.12,0.24,0.31,13.87,3.35,552.04,3.76,4.08,32.107,27.53,92,86
6187,萬潤,Industrials,Specialty Industrial Machinery,454.5,0.56,0.71,2.46,7.5,11.18,549.66,6.2,211.91,32.492,75.16,92,97
3297,杭特,Industrials,Security & Protection Services,24.1,2.5,-5.17,-1.24,3.0,13.33,532.59,0.06,-18.42,4.903,405.83,92,52
5211,蒙恬,Technology,Software—Application,27.15,-0.48,-0.62,-1.6,-0.55,18.43,532.4,-0.79,-9.54,5.325,,92,71
2545,皇翔,Real Estate,Real Estate - Diversified,57.4,0.34,0.58,1.41,6.7,11.17,523.8,7.21,265.61,28.334,8.49,92,97
2726,雅茗-KY,Consumer Cyclical,Restaurants,27.85,-16.57,1.06,18.91,6.43,12.18,523.72,1.13,-78.87,23.339,25.18,92,5
4167,松瑞藥,Healthcare,Biotechnology,22.0,-2.14,1.59,2.7,2.5,23.0,520.84,0.37,5.11,3.822,58.78,92,86
3686,達能,Technology,Solar,25.6,-4.0,2.5,1.67,3.33,12.0,520.14,-0.16,167.7,0.987,,91,97
4933,友輝,Technology,Electronic Components,66.1,0.03,0.04,0.04,0.27,16.73,516.81,6.38,-20.12,33.04,10.52,91,47
4945,陞達科技,Technology,Semiconductors,84.8,-0.52,0.27,0.37,-0.6,17.5,508.62,2.73,-28.97,14.881,30.81,91,26
1540,喬福,Industrials,Specialty Industrial Machinery,41.9,0.24,0.26,0.35,0.52,3.71,504.48,2.09,9.4,7.516,19.62,91,88
2401,凌陽,Technology,Semiconductors,29.45,-38.0,1.6,2.67,15.0,3.44,502.17,-0.14,-9.77,10.295,,91,71
6624,萬年清,Industrials,Waste Management,38.0,1.72,-5.84,-5.84,-2.0,0.2,499.0,0.93,24.95,29.879,40.75,91,92
2630,亞航,Industrials,Aerospace & Defense,31.9,0.11,-0.5,2.5,9.0,,493.92,0.18,-15.63,24.236,177.78,91,59
1423,利華,Consumer Cyclical,Textile Manufacturing,39.5,12.0,-15.12,-0.94,27.0,-9.5,492.13,0.65,-59.81,1.031,60.0,91,7
2543,皇昌,Industrials,Engineering & Construction,96.4,9.4,-0.38,-0.28,8.97,3.88,482.71,3.93,12.78,36.926,23.79,91,89
6558,興能高,Industrials,Electrical Equipment & Parts,22.2,1.0,-10.75,-0.91,3.25,24.0,475.39,0.13,-31.42,12.344,175.0,91,22
1808,潤隆,Real Estate,Real Estate Services,48.2,4.09,-5.63,-0.85,0.27,-1.52,473.48,7.61,81.05,30.003,6.14,91,96
1465,偉全,Consumer Cyclical,Textile Manufacturing,15.05,-0.8,-0.08,-0.08,-0.75,17.0,468.28,0.76,-50.08,4.942,20.07,91,9
6186,新潤,Real Estate,Real Estate—Development,60.1,0.6,0.24,0.32,12.9,2.78,465.23,4.25,650.18,28.762,14.68,91,98
1442,名軒,Real Estate,Real Estate Services,64.2,0.66,0.87,6.65,10.9,2.49,462.88,7.91,755.73,25.932,8.45,91,98
1468,昶和,Consumer Cyclical,Textile Manufacturing,14.5,0.88,-0.06,-0.06,2.36,13.5,462.78,0.76,-11.81,6.74,19.01,91,67
6743,安普新,Technology,Consumer Electronics,52.1,3.77,-1.17,-7.0,23.0,-0.73,459.98,0.53,20.74,33.228,98.68,91,91
3481,群創,Technology,Electronic Components,15.6,4.75,-0.36,-0.57,6.0,0.82,456.68,-1.05,-26.84,26.729,,91,30
6174,安碁,Technology,Electronic Components,21.3,-4.71,0.68,2.1,-2.29,1.0,454.43,0.25,-27.5,8.876,85.8,91,29
9946,三發地產,Real Estate,Real Estate—Diversified,24.65,2.67,3.0,3.0,4.5,11.0,450.45,0.74,120.38,5.081,34.53,91,96
1539,巨庭,Industrials,Specialty Industrial Machinery,27.95,-0.56,0.05,0.05,0.0,13.8,448.3,1.65,-58.07,23.462,17.06,90,7
3294,英濟,Technology,Electronic Components,30.35,0.43,-0.21,-0.18,5.7,12.57,440.75,0.44,-15.64,34.196,68.86,90,59
4956,光鋐,Technology,Electronic Components,38.55,7.5,0.08,0.07,12.5,0.92,436.49,-1.01,-17.4,11.416,,90,55
2440,太空梭,Industrials,Electrical Equipment & Parts,13.9,1.0,1.0,0.5,15.5,3.0,434.33,-0.56,14.18,25.364,,90,90
8932,智通*,Consumer Cyclical,Apparel Manufacturing,96.2,0.3,0.39,0.63,0.84,12.17,433.68,1.18,16.87,7.281,82.37,90,90
4157,太景*-KY,Healthcare,Biotechnology,13.85,10.0,0.0,0.0,8.0,6.0,425.82,0.33,233.12,0.208,42.73,90,97
4534,慶騰,Industrials,Metal Fabrication,20.95,0.25,3.67,3.67,5.8,9.0,419.68,-0.23,-15.8,8.73,,90,59
2380,虹光,Technology,Computer Hardware,6.38,-10.0,21.33,1.05,-0.29,16.0,415.91,-1.47,-9.68,11.501,,90,71
8289,泰藝,Technology,Scientific & Technical Instruments,26.95,-0.68,-0.12,-0.11,-0.42,-1.66,414.58,0.67,-28.6,21.046,40.07,90,27
6875,國邑*,Healthcare,Biotechnology,60.3,0.0,-2.76,-1.57,0.36,0.27,408.04,0.35,1.1119466666666665e+18,2.709,173.14,90,99
3691,碩禾,Technology,Solar,92.2,-3.94,3.55,3.55,10.12,4.86,405.8,-4.67,163.75,58.928,,90,97
3679,新至陞,Technology,Electronic Components,133.0,-0.52,0.21,0.27,-0.53,14.46,405.59,10.67,19.3,61.305,12.51,90,91
6584,南俊國際,Consumer Cyclical,"Furnishings, Fixtures & Appliances",176.5,0.07,0.45,0.83,3.14,13.0,402.99,2.02,20.21,25.206,85.64,90,91
3081,聯亞,Technology,Semiconductor Equipment & Materials,322.5,4.67,0.33,0.86,14.33,0.36,396.44,-0.99,14.72,11.709,,90,90
9958,世紀鋼,Industrials,Metal Fabrication,207.0,-0.21,0.34,0.51,1.21,12.3,392.93,7.69,-15.78,60.869,27.18,90,59
5202,力新,Technology,Software—Application,30.55,26.87,-0.19,-0.16,9.62,3.25,389.91,4.06,-22.48,1.682,7.44,90,41
1455,集盛,Consumer Cyclical,Textile Manufacturing,10.25,-0.17,15.0,15.0,3.33,2.75,386.77,0.17,12.21,17.199,60.88,90,89
1459,聯發,Consumer Cyclical,Textile Manufacturing,9.95,35.0,-7.0,-0.87,1.57,4.0,385.28,0.33,-6.31,4.393,30.3,90,76
3490,單井,Technology,Semiconductor Equipment & Materials,34.5,-10.29,0.74,2.81,1.43,11.8,383.61,2.81,-29.94,5.494,12.83,89,24
1515,力山,Industrials,Specialty Industrial Machinery,34.6,-1.53,0.07,0.08,9.6,4.19,378.96,3.92,-18.15,48.214,8.75,89,53
8210,勤誠,Technology,Computer Hardware,284.0,0.24,0.19,0.23,0.82,12.17,378.12,13.29,8.45,111.9,21.6,89,88
3530,晶相光,Technology,Semiconductors,97.6,1.0,-3.5,-3.5,4.67,10.61,378.07,-1.37,-28.47,21.136,,89,28
6785,昱展新藥,Healthcare,Drug Manufacturers—Specialty & Generic,166.0,-4.8,0.73,2.67,2.4,2.53,373.79,7.31,,7.654,23.26,89,
5706,鳳凰,Consumer Cyclical,Travel Services,60.8,-0.37,0.13,0.15,-0.09,9.67,373.75,3.11,106.62,34.627,19.9,89,96
2035,唐榮,Basic Materials,Steel,32.85,12.0,0.03,0.03,34.0,-18.33,368.96,-2.41,-20.52,29.602,,89,47
2101,南港,Consumer Cyclical,Auto Parts,47.65,64.0,1000000.0,1000000.0,4.42,8.0,366.74,0.76,-16.85,10.139,64.74,89,56
1616,億泰,Industrials,Electrical Equipment & Parts,22.7,-3.33,-0.18,-0.15,-6.5,0.56,366.64,0.85,-13.57,22.351,25.82,89,64
5230,雷笛克光學,Technology,Electronic Components,33.55,-0.5,0.05,0.05,2.71,2.31,365.74,0.82,-0.4,30.005,41.4,89,82
3372,典範,Technology,Semiconductors,18.15,-0.06,-0.1,-0.12,0.18,1.19,365.53,-1.07,-20.43,5.448,,89,47
5464,霖宏,Technology,Electronic Components,26.75,-2.51,-0.12,-0.11,-1.21,14.1,360.29,1.68,-14.85,15.238,16.07,89,62
