Ticker,Name,Sector,Industry,Price,EPS QoQ (%),QoQ 2Q Algo (%),QoQ 3Q Algo (%),EPS YoY (%),YoY 2Q Algo (%),EPS RS,TTM EPS,Rev RS,TTM RPS,TTM PE,Rating (EPS RS),Rating (Rev RS)
5522,遠雄,Real Estate,Real Estate—Development,69.2,1.37,-0.19,-0.16,132.0,-1.52,4291.82,5.22,257.17,30.311,13.07,98,97
8076,伍豐,Technology,Computer Hardware,32.95,0.6,0.81,4.37,124.0,0.04,4056.07,1.42,-24.12,8.849,23.31,98,37
1305,華夏,Basic Materials,Specialty Chemicals,15.9,4.2,-3.0,-1.5,133.57,-9.0,4038.38,0.3,-30.72,21.63,53.0,98,23
3512,皇龍,Real Estate,Real Estate Services,32.7,-578.93,-0.53,-0.35,118.55,0.07,3906.1,4.94,-87.55,27.369,6.6,98,5
3188,鑫龍騰,Real Estate,Real Estate—Development,28.35,-0.95,0.83,4.75,98.4,8.33,3540.03,3.22,299.27,14.885,8.9,98,97
1909,榮成,Basic Materials,Paper & Paper Products,13.5,19.58,9.76,1.11,3.5,99.77,3359.09,0.06,-20.03,35.665,225.83,98,48
2609,陽明,Industrials,Marine Shipping,67.3,0.48,0.54,1.18,100.5,1.77,3052.69,7.09,4.15,47.254,9.56,98,86
8086,宏捷科,Technology,Semiconductors,98.4,-0.03,0.27,0.37,105.0,2.09,2899.21,3.56,66.65,18.663,27.47,98,95
8906,花王,Industrials,Specialty Business Services,36.4,84.44,-0.21,-0.27,88.83,0.89,2855.42,-0.6,-15.84,6.178,,98,59
1907,永豐餘,Basic Materials,Paper & Paper Products,31.25,-16.0,-1.5,-0.6,-11.0,98.47,2840.4,1.16,-19.36,45.69,27.07,98,50
1467,南緯,Consumer Cyclical,Apparel Manufacturing,10.85,-33.39,0.14,0.17,84.12,5.08,2802.2,0.2,-37.68,20.111,54.0,98,16
1446,宏和,Consumer Cyclical,Textile Manufacturing,41.65,-0.04,1.05,21.8,52.25,24.67,2520.71,5.12,1265.41,14.259,8.3,98,98
2460,建通,Technology,Electronic Components,28.3,177.4,-0.17,-0.2,76.6,-0.83,2499.25,-1.06,7.8,17.807,,98,88
3062,建漢,Technology,Communication Equipment,34.4,13.31,6.68,0.87,6.0,74.93,2452.67,-0.24,-22.3,11.176,,98,42
5426,振發,Industrials,Metal Fabrication,27.6,-0.5,-0.92,-0.48,-1.75,80.89,2356.29,0.04,-23.89,9.361,688.75,97,38
3227,原相,Technology,Semiconductors,246.5,0.66,-0.01,-0.01,1.21,66.33,2184.91,9.2,0.25,49.653,27.17,97,83
4960,誠美材,Technology,Electronic Components,12.95,-2.0,-2.5,-0.71,30.0,31.0,2047.23,-0.39,-26.13,16.289,,97,32
3605,宏致,Technology,Electronic Components,58.7,24.0,-5.5,-0.85,2.47,61.5,2043.31,0.08,-12.39,65.251,745.0,97,67
5487,通泰,Technology,Electronic Components,38.75,18.46,2.25,0.69,75.2,1.12,2041.61,-0.77,-25.14,7.15,,97,34
3313,斐成,Industrials,Engineering & Construction,16.1,-7.62,1.11,10.44,-0.6,14.9,2029.16,1.41,239563.17,0.419,11.35,97,99
5534,長虹,Real Estate,Real Estate—Development,90.1,3.27,-1.4,-0.58,63.0,-0.67,2015.87,7.39,187.77,39.062,12.17,97,97
6596,寬宏藝術,Communication Services,Entertainment,75.0,-2.04,0.02,0.02,2.04,1.44,1981.31,7.73,52.37,61.574,9.65,97,94
2103,台橡,Basic Materials,Specialty Chemicals,23.9,0.22,0.25,0.34,6.8,0.03,1912.51,1.17,-11.55,40.282,20.26,97,68
8107,大億金茂,Consumer Cyclical,Auto Parts,26.6,-0.22,1.44,3.25,3.65,54.0,1877.36,0.32,-1.69,10.154,88.13,97,81
2530,華建,Real Estate,Real Estate Services,38.75,1.7,1.3,4.33,32.0,24.0,1858.78,1.49,38702.63,5.36,26.11,97,99
4909,新復興,Technology,Electronic Components,141.0,-0.16,0.5,1.02,14.2,45.0,1856.29,3.96,317.8,17.321,35.73,97,97
3712,永崴投控,Technology,Semiconductors,51.7,0.36,-0.25,-0.2,16.0,38.5,1808.59,4.02,42.5,85.898,12.76,97,94
4416,三圓,Real Estate,Real Estate Services,83.3,-1.14,15000000.0,15000000.0,-2.14,3.2,1768.7,0.17,-23.95,1.811,467.65,97,38
3296,勝德,Technology,Consumer Electronics,28.65,-3.0,0.0,0.0,44.0,12.5,1746.98,0.02,-16.27,16.451,1360.0,97,58
2316,楠梓電,Technology,Electronic Components,53.6,-0.02,0.19,0.23,47.5,5.95,1734.65,6.74,-46.49,18.348,8.15,97,10
4912,聯德控股-KY,Industrials,Metal Fabrication,102.5,1.4,-0.72,-0.42,11.75,41.5,1708.28,6.88,3.71,86.945,15.12,97,85
8928,鉅明,Consumer Cyclical,Leisure,32.8,-1.59,5.17,5.17,55.0,0.31,1698.53,0.18,21.47,57.038,182.78,97,91
3229,晟鈦,Technology,Electronic Components,21.25,5.5,7.14,47.78,25.0,,1653.77,-0.54,-21.15,13.976,,97,45
1569,濱川,Industrials,Metal Fabrication,40.45,-33.0,-11.5,-0.92,-4.05,56.5,1640.95,-0.67,-43.3,26.301,,96,12
1436,華友聯,Real Estate,Real Estate—Development,123.0,16.94,-6.2,-6.2,48.83,0.11,1601.17,10.82,1650.23,32.856,11.28,96,98
3086,華義,Communication Services,Electronic Gaming & Multimedia,188.5,-4.33,0.17,0.2,-1.93,12.43,1594.84,1.82,-19.76,5.979,98.9,96,49
3221,台嘉碩,Technology,Communication Equipment,26.95,-0.54,0.65,1.89,13.0,42.0,1582.7,0.55,-22.54,21.156,48.73,96,41
6229,研通,Technology,Semiconductors,36.75,42.0,-12.5,-0.93,15.33,45.0,1486.44,0.95,29.05,38.887,39.37,96,92
3531,先益,Technology,Semiconductors,29.45,-1.57,-0.31,-0.24,-0.84,46.5,1481.95,3.02,-42.6,31.609,9.97,96,12
9962,有益,Basic Materials,Steel,15.45,3.43,-1.71,-0.63,-0.06,-5.86,1452.06,0.83,-24.95,34.22,18.67,96,35
1416,廣豐,Technology,Information Technology Services,13.3,0.87,-1.63,-0.62,27.0,16.0,1435.16,0.94,109.18,1.596,13.83,96,96
8011,台通,Technology,Communication Equipment,27.2,5.44,-1.04,-25.28,39.0,0.11,1386.36,0.64,38.01,16.821,43.2,96,93
7402,邑錡,Industrials,Security & Protection Services,74.1,0.47,-0.2,-0.17,-0.14,42.0,1343.27,1.62,-39.18,15.406,45.25,96,15
3150,鈺寶-創,Technology,Semiconductor Equipment & Materials,37.0,15.33,7.1,-25.3,20.5,,1336.43,-0.17,26.2,7.145,,96,92
3548,兆利,Technology,Electronic Components,156.5,-0.01,-0.25,-0.2,0.22,40.67,1313.8,10.95,-9.79,148.476,14.47,96,70
3260,威剛,Technology,Semiconductors,87.9,-0.4,0.39,0.65,1.53,39.22,1293.18,10.19,6.37,141.933,8.6,96,87
8450,霹靂,Communication Services,Entertainment,25.05,4.0,3.17,0.76,27.0,12.83,1267.61,-2.41,-42.81,5.57,,96,12
1310,台苯,Basic Materials,Chemicals,12.3,7.0,-1.4,-3.5,58.0,-16.42,1255.52,-0.36,8.84,20.015,,96,88
2719,燦星旅,Consumer Cyclical,Travel Services,48.15,2.51,0.28,0.39,17.0,19.5,1221.74,3.42,162.14,26.368,14.09,96,97
3492,長盛,Technology,Electronic Components,29.45,0.32,-0.3,-0.23,1.72,36.0,1208.4,1.3,-22.0,21.143,22.5,96,42
5314,世紀,Technology,Semiconductors,211.0,-0.63,0.46,0.85,12.82,17.3,1202.78,11.41,2936.42,24.538,18.4,96,99
6442,光聖,Technology,Electronic Components,504.0,0.9,0.26,0.36,2.06,33.4,1178.86,6.4,46.46,51.284,75.78,96,94
2243,宏旭-KY,Consumer Cyclical,Auto Parts,22.5,-2.5,-1.14,-0.53,28.0,6.29,1106.32,-0.2,123.39,29.312,,95,96
5310,天剛,Technology,Computer Hardware,46.0,-12.91,7.19,7.19,-2.73,0.27,1103.1,-0.01,-1581.75,0.225,,95,1
8033,雷虎,Consumer Cyclical,Leisure,57.4,0.94,2.4,2.4,32.0,2.7,1097.9,0.41,2.1,7.855,141.22,95,84
2455,全新,Technology,Semiconductor Equipment & Materials,155.0,0.05,0.33,0.37,17.17,,1087.46,1.62,56.16,18.487,90.12,95,95
2524,京城,Real Estate,Real Estate—Development,81.1,0.76,-0.02,-0.02,32.67,2.18,1082.28,2.56,70.16,10.482,31.09,95,95
5340,建榮,Consumer Cyclical,Textile Manufacturing,43.5,0.19,0.45,0.83,20.0,15.0,1080.79,0.48,27.85,8.158,90.94,95,92
6103,合邦,Technology,Semiconductors,52.0,0.96,0.33,0.5,28.5,2.08,1075.72,0.58,2.63,3.296,88.45,95,84
6271,同欣電,Technology,Semiconductor Equipment & Materials,139.0,0.21,0.13,0.15,34.17,-0.02,1073.57,7.49,-18.35,56.829,18.62,95,52
4720,德淵,Basic Materials,Specialty Chemicals,20.5,-0.59,-0.29,3.71,17.0,,1060.32,0.34,-10.79,33.561,60.29,95,69
3064,泰偉,Communication Services,Electronic Gaming & Multimedia,76.6,-2.29,0.54,1.18,-0.62,24.25,1058.01,-0.23,-44.34,7.889,,95,11
6425,易發,Technology,Semiconductor Equipment & Materials,84.0,-34.0,1.92,2.09,30.5,2.59,1037.42,0.82,10.66,34.38,99.51,95,88
2017,官田鋼,Basic Materials,Steel,12.25,-32.0,1.48,3.08,11.5,6.17,1030.1,0.29,-21.33,7.675,41.72,95,45
2514,龍邦,Industrials,Engineering & Construction,22.2,-1.98,0.44,0.78,-0.74,33.0,1014.58,3.44,18.58,67.673,6.28,95,90
4907,富宇,Real Estate,Real Estate—Development,61.1,6.93,-0.2,-0.17,27.75,2.04,994.67,5.01,3581.68,54.532,11.62,95,99
4109,加捷生醫,Consumer Defensive,Packaged Foods,28.3,14.5,-0.25,-0.2,16.5,2.86,972.65,4.36,26.38,5.144,6.38,95,92
8067,志旭,Technology,Electronics & Computer Distribution,18.4,0.0,16.0,-2.17,15.0,,948.12,-1.54,-30.32,4.724,,95,24
4401,東隆興,Consumer Cyclical,Textile Manufacturing,23.6,0.67,0.12,0.14,31.0,2.38,947.77,0.49,2.74,27.467,48.27,95,84
2348,海悅,Real Estate,Real Estate Services,153.5,-1.43,0.43,0.75,0.54,29.5,944.56,16.07,-1.77,64.112,9.55,95,81
8354,冠好,Basic Materials,Specialty Chemicals,18.15,-0.98,0.05,0.05,0.2,28.67,938.72,1.71,-26.24,7.931,10.53,94,32
8068,全達,Technology,Electronics & Computer Distribution,30.5,-5.47,0.98,61.0,20.0,9.79,927.84,1.0,-41.59,9.664,31.95,94,13
2915,潤泰全,Consumer Cyclical,Textile Manufacturing,75.9,-0.18,-0.23,-0.19,-0.19,29.57,915.86,10.64,-29.58,2.487,7.19,94,25
5455,昇益,Real Estate,Real Estate—Development,57.3,-28.8,1.1,11.19,0.2,24.17,912.63,5.46,430.54,43.871,10.49,94,98
4722,國精化,Basic Materials,Specialty Chemicals,44.55,0.15,-0.17,-0.14,0.7,28.5,907.2,2.51,-7.68,38.675,17.75,94,74
2611,志信,Industrials,Marine Shipping,22.95,-2.08,0.08,0.09,0.06,21.8,877.76,3.58,-22.53,3.496,6.37,94,41
2250,IKKA-KY,Industrials,Specialty Industrial Machinery,93.2,0.16,-0.2,-0.17,1.64,26.5,876.37,6.4,-21.7,125.96,14.58,94,43
4924,欣厚-KY,Technology,Computer Hardware,18.5,-8.5,8.5,8.5,26.5,2.19,872.06,-0.27,22.8,15.32,,94,91
4588,玖鼎電力,Industrials,Electrical Equipment & Parts,85.3,1.08,-0.22,-0.18,-0.34,0.13,864.11,3.65,-19.27,25.9,23.56,94,51
5381,合正,Technology,Electronic Components,27.65,-1.25,0.59,1.43,-0.42,26.0,855.32,0.25,-3.19,8.244,110.4,94,80
3287,廣寰科,Technology,Electronics & Computer Distribution,38.95,-0.19,0.75,3.07,29.0,2.15,852.98,2.52,-6.26,16.246,15.22,94,76
5450,南良,Consumer Cyclical,Textile Manufacturing,18.3,-0.48,0.82,4.67,1.33,30.0,852.86,0.38,-21.46,20.258,48.68,94,44
6547,高端疫苗,Healthcare,Biotechnology,42.85,6.5,-0.16,-0.19,25.0,1.95,852.74,-2.11,1.168160000000003e+18,1.897,,94,99
4510,高鋒,Industrials,Specialty Industrial Machinery,45.9,71.0,-67.0,1.34,13.0,,828.43,0.83,-6.77,18.591,54.82,94,75
4706,大恭,Basic Materials,Specialty Chemicals,30.25,-0.52,0.38,0.62,26.0,3.37,821.53,0.87,-16.14,14.998,34.77,94,58
4767,誠泰科技,Basic Materials,Specialty Chemicals,36.4,0.07,-0.13,-0.12,-0.12,26.0,805.94,3.23,-28.53,38.927,11.19,94,28
4716,大立,Basic Materials,Specialty Chemicals,32.5,0.34,1.61,2.64,5.5,22.5,801.81,1.04,-20.68,6.692,30.91,94,46
6111,大宇資,Communication Services,Electronic Gaming & Multimedia,62.3,-7.45,6.71,1.18,18.5,3.88,786.64,-2.35,29.26,42.934,,94,92
2409,友達,Technology,Electronic Components,17.05,14.33,-0.56,-1.27,20.0,2.09,785.41,-0.81,-15.28,34.855,,94,61
1532,勤美,Industrials,Metal Fabrication,37.15,0.71,0.14,0.16,1.66,23.33,785.23,4.85,8.08,57.127,7.72,93,88
2002A,中鋼特,Basic Materials,Steel,42.1,1.25,9.0,9.0,0.5,2.25,783.34,0.22,-23.67,23.827,191.82,93,38
2002,中鋼,Basic Materials,Steel,22.25,1.25,9.0,9.0,0.5,2.25,783.34,0.22,-23.67,23.827,102.5,93,38
8111,立碁,Technology,Electronic Components,43.3,-0.5,0.17,0.21,-1.28,26.0,751.71,0.61,-26.64,7.092,71.31,93,31
5014,建錩,Basic Materials,Steel,17.9,0.2,0.14,0.17,8.57,19.67,748.52,1.32,-21.21,82.334,13.71,93,45
2230,泰茂,Consumer Cyclical,Auto Parts,161.5,0.01,0.34,0.51,3.5,5.45,746.6,5.2,60.81,19.708,31.15,93,95
3051,力特,Technology,Electronic Components,32.15,-0.74,0.12,0.14,0.7,8.37,736.28,1.83,-40.86,10.863,17.68,93,14
9945,潤泰新,Industrials,Engineering & Construction,47.05,-0.6,0.08,0.09,0.01,23.6,727.04,5.04,-16.89,9.762,9.34,93,57
1742,台蠟,Basic Materials,Specialty Chemicals,18.5,-2.5,0.17,0.2,0.7,3.41,726.19,1.47,-66.35,3.201,12.41,93,6
8466,美吉吉-KY,Industrials,Building Products & Equipment,52.6,31.0,4.0,4.0,1.91,23.33,726.02,0.1,-15.41,46.119,528.0,93,61
6441,廣錠,Technology,Semiconductors,44.5,-0.21,-1.32,-4.08,0.54,0.07,719.64,-1.09,-75.06,12.042,,93,5
6163,華電網,Communication Services,Telecom Services,24.5,2.02,-4.55,-4.55,2.09,-2.44,693.15,1.18,24.79,37.919,20.81,93,92
4545,銘鈺,Industrials,Metal Fabrication,73.8,0.75,-0.14,-0.12,0.84,21.0,690.75,2.17,-8.35,27.426,33.27,93,73
2312,金寶,Technology,Computer Hardware,24.15,0.0,0.11,0.12,2.33,0.76,686.02,0.85,-21.49,104.035,30.06,93,44
6180,橘子,Communication Services,Electronic Gaming & Multimedia,78.7,2.81,0.37,0.59,22.16,0.2,678.65,11.89,-15.37,59.428,6.75,93,61
4950,牧東,Consumer Cyclical,"Furnishings, Fixtures & Appliances",12.5,2.58,-0.28,-0.4,19.42,0.07,633.77,-1.7,-129.79,0.858,,93,3
1472,三洋實業,Consumer Cyclical,Textile Manufacturing,60.0,-3.16,-0.19,-0.16,-2.27,2.14,627.79,4.26,141.01,53.919,13.99,93,96
1735,日勝化,Basic Materials,Chemicals,24.0,-0.36,0.0,0.0,21.0,0.43,626.2,1.06,-10.13,25.59,22.92,93,70
6456,GIS-KY,Technology,Electronic Components,59.0,-2.33,8.47,1.13,-2.8,23.87,618.29,-5.09,-52.1,200.238,,93,9
3231,緯創,Technology,Computer Hardware,109.5,0.25,-0.17,-0.15,0.34,19.67,612.29,5.53,-14.62,327.458,20.8,92,63
5490,同亨,Industrials,Business Equipment & Supplies,25.9,-0.6,3.81,1.36,11.8,9.0,603.83,-0.54,44.25,12.274,,92,94
8162,微矽電子-創,Technology,Semiconductors,36.1,-18.0,0.55,1.2,17.0,5.29,603.78,0.66,-15.28,15.15,53.79,92,61
5438,東友,Industrials,Business Equipment & Supplies,31.6,-1.2,-6.9,-1.17,-3.36,9.0,603.31,0.16,-35.64,14.514,217.19,92,17
1815,富喬,Technology,Electronic Components,22.1,12.0,0.42,0.3,33.0,-0.86,593.48,-1.14,0.3,7.281,,92,83
2637,慧洋-KY,Industrials,Marine Shipping,72.4,0.17,0.5,1.0,0.0,7.0,584.13,6.73,-13.76,0.796,11.22,92,64
2024,志聯,Basic Materials,Steel,20.9,4.0,5.5,1.22,4.2,15.0,582.46,-0.2,11.33,10.572,,92,89
2610,華航,Industrials,Airlines,22.15,0.12,0.15,0.17,0.04,1.32,582.29,1.42,-15.35,32.027,15.74,92,61
6237,驊訊,Technology,Semiconductors,53.5,-2.0,-2.5,-0.71,7.67,12.33,576.07,-0.74,-55.16,4.817,,92,8
3434,哲固,Technology,Computer Hardware,28.35,0.0,0.32,0.47,0.6,17.67,575.34,1.25,-25.29,24.031,22.6,92,34
5546,永固-KY,Basic Materials,Building Materials,29.8,-2.75,-0.6,-0.37,-0.25,23.8,572.59,-1.02,-60.75,42.468,,92,7
4502,健信,Industrials,Metal Fabrication,25.4,-0.8,-2.44,-0.71,9.56,5.56,554.7,0.69,-21.44,26.988,36.67,92,44
6117,迎廣,Technology,Computer Hardware,105.0,-0.12,0.24,0.31,13.87,3.35,550.59,3.76,4.03,32.107,27.93,92,85
6187,萬潤,Industrials,Specialty Industrial Machinery,458.0,0.56,0.71,2.46,7.5,11.18,548.21,6.19,211.86,32.492,73.02,92,97
3297,杭特,Industrials,Security & Protection Services,25.5,2.5,-5.17,-1.24,3.0,13.33,531.14,0.06,-18.47,4.903,430.0,92,52
5211,蒙恬,Technology,Software—Application,27.45,-0.48,-0.62,-1.6,-0.55,18.43,530.95,-0.79,-9.59,5.325,,92,71
2545,皇翔,Real Estate,Real Estate—Diversified,58.4,0.34,0.58,1.41,6.7,11.17,522.35,7.21,265.56,28.334,8.09,92,97
2726,雅茗-KY,Consumer Cyclical,Restaurants,28.35,-16.57,1.06,18.91,6.43,12.18,522.27,1.13,-78.92,23.339,25.58,92,5
4167,松瑞藥,Healthcare,Biotechnology,22.05,-2.14,1.59,2.7,2.5,23.0,519.39,0.37,5.06,3.822,58.92,91,86
3686,達能,Technology,Solar,22.1,-4.0,2.5,1.67,3.33,12.0,518.68,-0.16,167.65,0.987,,91,97
4933,友輝,Technology,Electronic Components,70.4,0.03,0.04,0.04,0.27,16.73,515.36,6.38,-20.17,33.04,11.25,91,48
4945,陞達科技,Technology,Semiconductors,82.3,-0.52,0.27,0.37,-0.6,17.5,507.17,2.73,-29.02,14.881,29.85,91,27
1540,喬福,Industrials,Specialty Industrial Machinery,44.2,0.24,0.26,0.35,0.52,3.71,503.03,2.09,9.35,7.516,21.03,91,88
2401,凌陽,Technology,Semiconductors,30.85,-38.0,1.6,2.67,15.0,3.44,500.72,-0.14,-9.82,10.295,,91,70
6624,萬年清,Industrials,Waste Management,38.1,1.72,-5.84,-5.84,-2.0,0.2,497.55,0.93,24.9,29.879,40.91,91,92
2630,亞航,Industrials,Aerospace & Defense,33.0,0.11,-0.5,2.5,9.0,,492.47,0.17,-15.68,24.236,192.94,91,60
1423,利華,Consumer Cyclical,Textile Manufacturing,39.85,12.0,-15.12,-0.94,27.0,-9.5,490.68,0.65,-59.86,1.031,61.08,91,7
2543,皇昌,Industrials,Engineering & Construction,85.3,9.4,-0.38,-0.28,8.97,3.88,481.26,3.93,12.73,36.926,22.77,91,89
6558,興能高,Industrials,Electrical Equipment & Parts,21.85,1.0,-10.75,-0.91,3.25,24.0,473.94,0.13,-31.47,12.344,170.38,91,22
1808,潤隆,Real Estate,Real Estate Services,47.8,4.09,-5.63,-0.85,0.27,-1.52,472.03,7.61,81.0,30.003,6.5,91,96
1465,偉全,Consumer Cyclical,Textile Manufacturing,15.25,-0.8,-0.08,-0.08,-0.75,17.0,466.83,0.76,-50.14,4.942,20.0,91,9
6186,新潤,Real Estate,Real Estate—Development,60.3,0.6,0.24,0.32,12.9,2.78,463.78,4.25,650.13,28.762,14.19,91,98
1442,名軒,Real Estate,Real Estate Services,64.5,0.66,0.87,6.65,10.9,2.49,461.43,7.91,755.68,25.932,8.18,91,98
1468,昶和,Consumer Cyclical,Textile Manufacturing,14.4,0.88,-0.06,-0.06,2.36,13.5,461.32,0.76,-11.86,6.74,19.14,91,68
6743,安普新,Technology,Consumer Electronics,52.9,3.77,-1.17,-7.0,23.0,-0.73,458.53,0.53,20.69,33.228,100.0,91,91
3481,群創,Technology,Electronic Components,16.2,4.75,-0.36,-0.57,6.0,0.82,455.23,-1.04,-26.89,26.657,,91,31
6174,安碁,Technology,Electronic Components,21.55,-4.71,0.68,2.1,-2.29,1.0,452.98,0.25,-27.56,8.876,87.0,91,30
9946,三發地產,Real Estate,Real Estate—Diversified,24.9,2.67,3.0,3.0,4.5,11.0,449.0,0.74,120.33,5.081,33.65,90,96
1539,巨庭,Industrials,Specialty Industrial Machinery,29.3,-0.56,0.05,0.05,0.0,13.8,446.85,1.65,-58.12,23.462,17.76,90,7
3294,英濟,Technology,Electronic Components,31.75,0.43,-0.21,-0.18,5.7,12.57,439.3,0.44,-15.69,34.196,71.59,90,60
4956,光鋐,Technology,Electronic Components,43.15,7.5,0.08,0.07,12.5,0.92,435.04,-1.01,-17.45,11.416,,90,55
2440,太空梭,Industrials,Electrical Equipment & Parts,14.2,1.0,1.0,0.5,15.5,3.0,432.87,-0.56,14.13,25.364,,90,89
8932,智通*,Consumer Cyclical,Apparel Manufacturing,93.8,0.3,0.39,0.63,0.84,12.17,432.22,1.17,16.82,7.376,83.85,90,90
4157,太景*-KY,Healthcare,Biotechnology,14.15,10.0,0.0,0.0,8.0,6.0,424.37,0.33,233.07,0.208,42.73,90,97
4534,慶騰,Industrials,Metal Fabrication,22.4,0.25,3.67,3.67,5.8,9.0,418.23,-0.23,-15.85,8.73,,90,59
2380,虹光,Technology,Computer Hardware,6.4,-10.0,21.33,1.05,-0.29,16.0,414.46,-1.47,-9.73,11.501,,90,71
8289,泰藝,Technology,Scientific & Technical Instruments,26.95,-0.68,-0.12,-0.11,-0.42,-1.66,413.13,0.67,-28.65,21.046,40.22,90,27
6875,國邑*,Healthcare,Biotechnology,63.9,0.0,-2.76,-1.57,0.36,0.27,406.59,0.35,1.1119466666666665e+18,2.709,178.57,90,99
3691,碩禾,Technology,Solar,96.7,-3.94,3.55,3.55,10.12,4.86,404.34,-4.67,163.7,58.928,,90,97
3679,新至陞,Technology,Electronic Components,132.5,-0.52,0.21,0.27,-0.53,14.46,404.14,11.89,19.25,61.305,11.23,90,91
6584,南俊國際,Consumer Cyclical,"Furnishings, Fixtures & Appliances",184.0,0.07,0.45,0.83,3.14,13.0,401.54,2.04,20.15,25.206,89.95,90,91
3081,聯亞,Technology,Semiconductor Equipment & Materials,345.0,4.67,0.33,0.86,14.33,0.36,394.99,-1.01,14.67,11.709,,90,90
9958,世紀鋼,Industrials,Metal Fabrication,213.5,-0.21,0.34,0.51,1.21,12.3,391.48,7.7,-15.83,60.869,27.86,90,59
5202,力新,Technology,Software—Application,32.75,26.87,-0.19,-0.16,9.62,3.25,388.46,4.06,-22.53,1.682,7.6,90,41
1455,集盛,Consumer Cyclical,Textile Manufacturing,10.3,-0.17,15.0,15.0,3.33,2.75,385.32,0.17,12.16,17.199,61.18,90,89
1459,聯發,Consumer Cyclical,Textile Manufacturing,10.0,35.0,-7.0,-0.87,1.57,4.0,383.83,0.33,-6.36,4.393,30.24,90,76
3490,單井,Technology,Semiconductor Equipment & Materials,33.85,-10.29,0.74,2.81,1.43,11.8,382.15,2.81,-29.99,5.494,12.14,89,25
1515,力山,Industrials,Specialty Industrial Machinery,34.85,-1.53,0.07,0.08,9.6,4.19,377.51,3.92,-18.2,48.214,8.85,89,53
8210,勤誠,Technology,Computer Hardware,295.0,0.24,0.19,0.23,0.82,12.17,376.67,13.31,8.4,111.9,21.98,89,88
3530,晶相光,Technology,Semiconductors,99.0,1.0,-3.5,-3.5,4.67,10.61,376.62,-1.37,-28.52,21.136,,89,28
6785,昱展新藥,Healthcare,Drug Manufacturers—Specialty & Generic,177.5,-4.8,0.73,2.67,2.4,2.53,372.34,7.3,,7.654,25.07,89,
5706,鳳凰,Consumer Cyclical,Travel Services,62.2,-0.37,0.13,0.15,-0.09,9.67,372.3,3.11,106.57,34.627,19.97,89,96
2035,唐榮,Basic Materials,Steel,32.9,12.0,0.03,0.03,34.0,-18.33,367.51,-2.41,-20.57,29.602,,89,47
2101,南港,Consumer Cyclical,Auto Parts,47.6,64.0,1000000.0,1000000.0,4.42,8.0,365.29,0.76,-16.9,10.139,64.67,89,57
1616,億泰,Industrials,Electrical Equipment & Parts,22.15,-3.33,-0.18,-0.15,-6.5,0.56,365.19,0.85,-13.62,22.351,26.65,89,64
5230,雷笛克光學,Technology,Electronic Components,35.3,-0.5,0.05,0.05,2.71,2.31,364.29,0.82,-0.45,30.005,42.8,89,82
3372,典範,Technology,Semiconductors,19.75,-0.06,-0.1,-0.12,0.18,1.19,364.07,-0.8,-20.48,5.448,,89,47
