Ticker,Name,Sector,Industry,Price,EPS QoQ (%),QoQ 2Q Algo (%),QoQ 3Q Algo (%),EPS YoY (%),YoY 2Q Algo (%),EPS RS,TTM EPS,Rev RS,TTM RPS,TTM PE,Rating (EPS RS),Rating (Rev RS)
3229,晟鈦,Technology,Electronic Components,20.5,5.5,7.14,47.78,25.0,,1658.7,-0.54,-21.21,13.976,,96,45
1569,濱川,Industrials,Metal Fabrication,42.5,-33.0,-11.5,-0.92,-4.05,56.5,1645.87,-0.67,-43.36,26.301,,96,12
3086,華義,Communication Services,Electronic Gaming & Multimedia,199.5,-4.33,0.17,0.2,-1.93,12.43,1599.77,1.82,-19.82,5.979,108.52,96,48
3221,台嘉碩,Technology,Communication Equipment,26.35,-0.54,0.65,1.89,13.0,42.0,1587.63,0.55,-22.6,21.156,47.45,96,40
6229,研通,Technology,Semiconductors,35.8,42.0,-12.5,-0.93,15.33,45.0,1491.37,0.95,28.99,38.887,36.26,96,92
9962,有益,Basic Materials,Steel,15.55,3.43,-1.71,-0.63,-0.06,-5.86,1456.98,0.7,-25.01,34.22,22.14,96,35
1416,廣豐,Technology,Information Technology Services,13.6,0.87,-1.63,-0.62,27.0,16.0,1440.08,0.53,109.12,1.596,25.28,96,96
6171,大城地產,Real Estate,Real Estate—Development,38.35,84.33,0.67,0.1,42.67,2.0,1438.23,5.07,758560.88,13.808,7.63,96,99
8011,台通,Technology,Communication Equipment,28.45,5.44,-1.04,-25.28,39.0,0.11,1391.29,0.64,37.95,16.821,44.53,96,93
7402,邑錡,Industrials,Security & Protection Services,75.0,0.47,-0.2,-0.17,-0.14,42.0,1348.19,1.62,-39.24,15.406,45.19,96,15
3150,鈺寶-創,Technology,Semiconductor Equipment & Materials,36.3,15.33,7.1,-25.3,20.5,,1341.36,-0.17,26.14,7.145,,96,92
3548,兆利,Technology,Electronic Components,150.5,-0.01,-0.25,-0.2,0.22,40.67,1318.73,10.94,-9.86,148.476,13.57,96,70
3260,威剛,Technology,Semiconductors,90.1,-0.4,0.39,0.65,1.53,39.22,1298.11,10.19,6.31,141.933,8.83,96,87
8450,霹靂,Communication Services,Entertainment,25.5,4.0,3.17,0.76,27.0,12.83,1272.53,-2.41,-42.87,5.57,,96,12
2719,燦星旅,Consumer Cyclical,Travel Services,46.65,2.51,0.28,0.39,17.0,19.5,1226.66,3.42,162.08,26.368,13.54,96,96
3492,長盛,Technology,Electronic Components,31.0,0.32,-0.3,-0.23,1.72,36.0,1213.33,1.3,-22.07,21.143,22.23,96,42
5314,世紀,Technology,Semiconductors,255.0,-0.63,0.46,0.85,12.82,17.3,1207.7,11.4,2936.36,24.538,23.42,96,98
5310,天剛,Technology,Computer Hardware,47.5,21.27,-12.91,7.19,3.25,-2.73,1207.39,3.2,-177.09,0.225,14.69,96,2
6442,光聖,Technology,Electronic Components,523.0,0.9,0.26,0.36,2.06,33.4,1183.79,8.84,46.4,51.284,59.16,96,94
2243,宏旭-KY,Consumer Cyclical,Auto Parts,21.6,-2.5,-1.14,-0.53,28.0,6.29,1111.25,-0.2,123.33,29.312,,95,96
6271,同欣電,Technology,Semiconductor Equipment & Materials,130.5,0.2,0.21,0.13,0.89,34.17,1108.87,8.67,-13.68,58.667,14.82,95,64
8033,雷虎,Consumer Cyclical,Leisure,60.1,0.94,2.4,2.4,32.0,2.7,1102.83,0.41,2.03,7.855,141.46,95,84
2524,京城,Real Estate,Real Estate - Development,77.3,0.76,-0.02,-0.02,32.67,2.18,1087.21,2.56,70.1,10.482,29.49,95,95
5340,建榮,Consumer Cyclical,Textile Manufacturing,44.75,0.19,0.45,0.83,20.0,15.0,1085.71,0.49,27.79,8.158,90.31,95,92
6103,合邦,Technology,Semiconductors,43.0,0.96,0.33,0.5,28.5,2.08,1080.64,0.58,2.57,3.296,74.14,95,85
4720,德淵,Basic Materials,Specialty Chemicals,20.5,-0.59,-0.29,3.71,17.0,,1065.24,0.34,-10.85,33.561,59.71,95,69
3064,泰偉,Communication Services,Electronic Gaming & Multimedia,76.2,-2.29,0.54,1.18,-0.62,24.25,1062.94,-0.23,-44.4,7.889,,95,12
6425,易發,Technology,Semiconductor Equipment & Materials,81.9,-34.0,1.92,2.09,30.5,2.59,1042.35,0.83,10.6,34.38,97.95,95,89
2017,官田鋼,Basic Materials,Steel,12.2,-32.0,1.48,3.08,11.5,6.17,1035.03,0.29,-21.39,7.675,41.9,95,44
2514,龍邦,Industrials,Engineering & Construction,21.65,-1.98,0.44,0.78,-0.74,33.0,1019.51,3.44,18.51,67.673,6.26,95,91
4907,富宇,Real Estate,Real Estate—Development,63.4,6.93,-0.2,-0.17,27.75,2.04,999.59,5.01,3581.62,54.532,12.87,95,98
4109,加捷生醫,Consumer Defensive,Packaged Foods,26.15,14.5,-0.25,-0.2,16.5,2.86,977.58,4.36,26.32,5.144,5.78,95,92
2035,唐榮,Basic Materials,Steel,32.7,-17.0,12.0,0.03,-0.31,34.0,973.24,-2.59,-7.41,29.602,,95,75
8067,志旭,Technology,Electronics & Computer Distribution,18.7,0.0,16.0,-2.17,15.0,,953.04,-1.54,-30.38,4.724,,95,24
4401,東隆興,Consumer Cyclical,Textile Manufacturing,22.7,0.67,0.12,0.14,31.0,2.38,952.7,0.49,2.68,27.467,46.84,95,85
2348,海悅,Real Estate,Real Estate Services,149.5,-1.43,0.43,0.75,0.54,29.5,949.48,16.08,-1.83,64.112,9.33,95,81
8354,冠好,Basic Materials,Specialty Chemicals,17.4,-0.98,0.05,0.05,0.2,28.67,943.64,1.71,-26.31,7.931,10.12,95,32
8068,全達,Technology,Electronics & Computer Distribution,30.4,-5.47,0.98,61.0,20.0,9.79,932.76,1.0,-41.65,9.664,29.7,94,13
2915,潤泰全,Consumer Cyclical,Textile Manufacturing,77.5,-0.18,-0.23,-0.19,-0.19,29.57,920.78,10.64,-29.64,2.487,7.29,94,26
5455,昇益,Real Estate,Real Estate—Development,59.7,-28.8,1.1,11.19,0.2,24.17,917.55,5.46,430.48,43.871,10.51,94,98
4722,國精化,Basic Materials,Specialty Chemicals,44.85,0.15,-0.17,-0.14,0.7,28.5,912.13,2.27,-7.74,38.675,19.67,94,74
2367,燿華,Technology,Electronic Components,31.9,-0.58,1.05,0.91,25.5,1.1,892.35,1.42,-8.8,25.035,22.08,94,72
2611,志信,Industrials,Marine Shipping,23.65,-2.08,0.08,0.09,0.06,21.8,882.68,3.58,-22.59,3.496,6.52,94,41
2250,IKKA-KY,Industrials,Specialty Industrial Machinery,94.1,0.16,-0.2,-0.17,1.64,26.5,881.29,6.4,-21.76,125.96,14.62,94,43
4924,欣厚-KY,Technology,Computer Hardware,18.5,-8.5,8.5,8.5,26.5,2.19,876.98,-0.27,22.74,15.32,,94,91
4588,玖鼎電力,Industrials,Electrical Equipment & Parts,86.4,1.08,-0.22,-0.18,-0.34,0.13,869.04,3.65,-19.33,25.9,23.21,94,50
5381,合正,Technology,Electronic Components,27.3,-1.25,0.59,1.43,-0.42,26.0,860.25,0.25,-3.25,8.244,108.8,94,80
3287,廣寰科,Technology,Electronics & Computer Distribution,38.9,-0.19,0.75,3.07,29.0,2.15,857.91,2.52,-6.32,16.246,15.34,94,76
5450,南良,Consumer Cyclical,Textile Manufacturing,18.45,-0.48,0.82,4.67,1.33,30.0,857.78,0.38,-21.52,20.258,47.89,94,44
6547,高端疫苗,Healthcare,Biotechnology,40.95,6.5,-0.16,-0.19,25.0,1.95,857.67,-2.11,1.168160000000003e+18,1.897,,94,99
4510,高鋒,Industrials,Specialty Industrial Machinery,46.35,71.0,-67.0,1.34,13.0,,833.35,0.83,-6.83,18.068,53.61,94,75
4706,大恭,Basic Materials,Specialty Chemicals,30.75,-0.52,0.38,0.62,26.0,3.37,826.45,0.87,-16.21,14.998,38.85,94,58
1445,大宇,Consumer Cyclical,Textile Manufacturing,17.95,-8.0,3.33,-8.15,-2.75,-4.5,818.72,7.22,-26.07,8.677,2.44,94,32
4767,誠泰科技,Basic Materials,Specialty Chemicals,35.5,0.07,-0.13,-0.12,-0.12,26.0,810.87,3.23,-28.59,38.927,10.96,94,28
4716,大立,Basic Materials,Specialty Chemicals,29.55,0.34,1.61,2.64,5.5,22.5,806.73,1.11,-20.74,6.692,25.81,94,46
6111,大宇資,Communication Services,Electronic Gaming & Multimedia,64.5,-7.45,6.71,1.18,18.5,3.88,791.57,-2.35,29.2,42.934,,94,92
2409,友達,Technology,Electronic Components,16.95,14.33,-0.56,-1.27,20.0,2.09,790.33,-0.81,-15.34,34.855,,93,61
1532,勤美,Industrials,Metal Fabrication,38.1,0.71,0.14,0.16,1.66,23.33,790.16,4.85,8.02,57.127,7.71,93,88
2002A,中鋼特,Basic Materials,Steel,42.15,1.25,9.0,9.0,0.5,2.25,788.26,0.26,-23.73,23.827,161.92,93,38
2002,中鋼,Basic Materials,Steel,23.15,1.25,9.0,9.0,0.5,2.25,788.26,0.26,-23.73,23.827,89.42,93,38
6578,達邦蛋白,Consumer Defensive,Packaged Foods,19.55,-5.0,-0.37,2.77,24.0,3.37,759.84,0.13,-66.27,6.226,150.0,93,6
4960,誠美材,Technology,Electronic Components,12.95,-40.0,-2.0,-2.5,-7.83,30.0,757.71,-0.84,-33.43,16.289,,93,19
5014,建錩,Basic Materials,Steel,18.85,0.2,0.14,0.17,8.57,19.67,753.44,1.32,-21.27,82.334,14.2,93,45
2230,泰茂,Consumer Cyclical,Auto Parts,164.0,0.01,0.34,0.51,3.5,5.45,751.52,5.2,60.74,19.708,30.96,93,95
3051,力特,Technology,Electronic Components,32.45,-0.74,0.12,0.14,0.7,8.37,741.21,1.83,-40.92,10.863,17.21,93,14
9945,潤泰新,Industrials,Engineering & Construction,47.0,-0.6,0.08,0.09,0.01,23.6,731.97,5.04,-16.95,9.762,9.42,93,57
1742,台蠟,Basic Materials,Specialty Chemicals,17.8,-2.5,0.17,0.2,0.7,3.41,731.11,1.46,-66.41,3.201,12.19,93,6
8466,美吉吉-KY,Industrials,Building Products & Equipment,51.8,31.0,4.0,4.0,1.91,23.33,730.95,0.1,-15.47,46.119,489.0,93,60
6180,橘子,Communication Services,Electronic Gaming & Multimedia,80.2,-3.66,2.81,0.37,0.78,22.16,702.9,12.65,-12.07,59.428,6.38,93,67
6163,華電網,Communication Services,Telecom Services,24.85,2.02,-4.55,-4.55,2.09,-2.44,698.07,1.18,24.73,37.919,22.16,93,92
2312,金寶,Technology,Computer Hardware,27.25,0.0,0.11,0.12,2.33,0.76,690.95,0.85,-21.56,104.035,32.06,93,44
6187,萬潤,Industrials,Specialty Industrial Machinery,464.5,0.66,0.56,0.71,14.2,7.5,653.92,10.94,295.01,32.492,42.73,93,97
1310,台苯,Basic Materials,Chemicals,12.25,-35.0,7.0,-1.4,-35.0,58.0,641.16,-0.7,-2.48,20.015,,93,80
4950,牧東,Consumer Cyclical,"Furnishings, Fixtures & Appliances",15.8,2.58,-0.28,-0.4,19.42,0.07,638.7,-1.82,-129.85,0.858,,93,3
1472,三洋實業,Consumer Cyclical,Textile Manufacturing,59.6,-3.16,-0.19,-0.16,-2.27,2.14,632.71,4.26,140.95,53.919,14.04,93,96
1735,日勝化,Basic Materials,Chemicals,23.2,-0.36,0.0,0.0,21.0,0.43,631.12,1.06,-10.19,25.59,20.99,92,70
6456,GIS-KY,Technology,Electronic Components,58.1,-2.33,8.47,1.13,-2.8,23.87,623.22,-5.09,-52.16,200.238,,92,9
3231,緯創,Technology,Computer Hardware,120.0,0.25,-0.17,-0.15,0.34,19.67,617.22,5.53,-14.68,327.458,22.33,92,62
5490,同亨,Industrials,Business Equipment & Supplies,27.6,-0.6,3.81,1.36,11.8,9.0,608.75,-0.54,44.19,12.274,,92,94
8162,微矽電子-創,Technology,Semiconductors,38.8,-18.0,0.55,1.2,17.0,5.29,608.71,0.66,-15.34,15.15,61.29,92,61
5438,東友,Industrials,Business Equipment & Supplies,41.65,-1.2,-6.9,-1.17,-3.36,9.0,608.24,0.33,-35.71,14.514,120.61,92,18
1451,年興,Consumer Cyclical,Textile Manufacturing,20.7,0.33,1.2,1.5,15.67,3.54,601.91,0.29,-27.03,32.431,71.21,92,30
2434,統懋,Technology,Semiconductors,32.2,7.09,-2.99,5.43,3.09,,601.21,-1.66,-35.02,1.712,,92,18
1815,富喬,Technology,Electronic Components,24.3,12.0,0.42,0.3,33.0,-0.86,598.41,-1.14,0.24,7.281,,92,83
2637,慧洋-KY,Industrials,Marine Shipping,76.7,0.17,0.5,1.0,0.0,7.0,589.06,6.8,-13.83,0.796,11.21,92,64
6640,均華,Technology,Semiconductors,799.0,-0.12,-1.17,0.96,17.45,1.16,587.85,10.72,45.41,64.467,71.92,92,94
2024,志聯,Basic Materials,Steel,20.4,4.0,5.5,1.22,4.2,15.0,587.39,-0.2,11.27,10.572,,92,89
2610,華航,Industrials,Airlines,23.25,0.12,0.15,0.17,0.04,1.32,587.21,1.67,-15.41,32.027,13.86,92,61
5546,永固-KY,Basic Materials,Building Materials,29.75,-2.75,-0.6,-0.37,-0.25,23.8,577.51,-1.02,-60.81,42.468,,92,7
2033,佳大,Basic Materials,Steel,24.6,0.2,0.25,1.3,12.64,6.0,573.86,0.2,-27.24,7.054,128.25,92,30
4502,健信,Industrials,Metal Fabrication,25.2,-0.8,-2.44,-0.71,9.56,5.56,559.62,0.69,-21.5,26.988,36.3,92,44
6117,迎廣,Technology,Computer Hardware,106.0,-0.12,0.24,0.31,13.87,3.35,555.51,3.76,3.97,32.107,26.99,92,86
5211,蒙恬,Technology,Software—Application,27.05,-0.48,-0.62,-1.6,-0.55,18.43,535.87,-0.79,-9.65,5.325,,92,71
2545,皇翔,Real Estate,Real Estate - Diversified,61.7,0.34,0.58,1.41,6.7,11.17,527.27,7.21,265.5,28.334,8.97,91,97
2726,雅茗-KY,Consumer Cyclical,Restaurants,27.7,-16.57,1.06,18.91,6.43,12.18,527.2,1.13,-78.98,23.339,24.69,91,5
4167,松瑞藥,Healthcare,Biotechnology,21.55,-2.14,1.59,2.7,2.5,23.0,524.32,0.37,5.0,3.822,59.46,91,86
3686,達能,Technology,Solar,22.2,-4.0,2.5,1.67,3.33,12.0,523.61,-0.16,167.59,0.987,,91,97
4933,友輝,Technology,Electronic Components,64.7,0.03,0.04,0.04,0.27,16.73,520.29,6.38,-20.24,33.04,9.98,91,47
4945,陞達科技,Technology,Semiconductors,79.8,-0.52,0.27,0.37,-0.6,17.5,512.09,2.73,-29.08,14.881,28.24,91,27
1540,喬福,Industrials,Specialty Industrial Machinery,41.45,0.24,0.26,0.35,0.52,3.71,507.96,2.09,9.29,7.516,19.21,91,88
2401,凌陽,Technology,Semiconductors,30.8,-38.0,1.6,2.67,15.0,3.44,505.65,-0.14,-9.88,10.295,,91,70
6624,萬年清,Industrials,Waste Management,37.9,1.72,-5.84,-5.84,-2.0,0.2,502.48,0.93,24.84,29.879,40.7,91,92
1423,利華,Consumer Cyclical,Textile Manufacturing,38.85,12.0,-15.12,-0.94,27.0,-9.5,495.6,0.55,-59.92,1.031,69.64,91,7
2543,皇昌,Industrials,Engineering & Construction,90.7,9.4,-0.38,-0.28,8.97,3.88,486.18,3.93,12.67,36.926,22.37,91,90
2344,華邦電,Technology,Semiconductors,19.8,-194.53,4.73,-0.57,13.31,3.56,477.14,0.19,-15.69,19.545,102.63,91,59
1465,偉全,Consumer Cyclical,Textile Manufacturing,15.05,-0.8,-0.08,-0.08,-0.75,17.0,471.76,0.76,-50.2,4.942,19.87,91,10
6186,新潤,Real Estate,Real Estate—Development,59.9,0.6,0.24,0.32,12.9,2.78,468.71,4.25,650.07,28.762,14.07,91,98
6441,廣錠,Technology,Semiconductors,40.85,0.3,-0.21,-1.32,-7.67,0.54,466.68,-1.63,-16.58,12.042,,91,57
1442,名軒,Real Estate,Real Estate Services,65.3,0.66,0.87,6.65,10.9,2.49,466.35,7.91,755.62,25.932,8.29,91,98
1468,昶和,Consumer Cyclical,Textile Manufacturing,14.55,0.88,-0.06,-0.06,2.36,13.5,466.25,0.76,-11.92,6.74,19.34,91,67
6743,安普新,Technology,Consumer Electronics,52.1,3.77,-1.17,-7.0,23.0,-0.73,463.45,0.53,20.63,33.228,95.28,91,91
3481,群創,Technology,Electronic Components,16.45,4.75,-0.36,-0.57,6.0,0.82,460.15,-1.04,-26.96,26.729,,91,31
6174,安碁,Technology,Electronic Components,20.95,-4.71,0.68,2.1,-2.29,1.0,457.9,0.25,-27.62,8.876,81.6,90,30
9946,三發地產,Real Estate,Real Estate—Diversified,25.25,2.67,3.0,3.0,4.5,11.0,453.92,0.74,120.27,5.081,32.84,90,96
1539,巨庭,Industrials,Specialty Industrial Machinery,28.45,-0.56,0.05,0.05,0.0,13.8,451.78,1.65,-58.18,23.462,16.36,90,8
1434,福懋,Consumer Cyclical,Textile Manufacturing,19.95,3.07,0.27,0.57,18.0,-1.0,445.35,0.72,-26.23,16.888,27.43,90,32
3294,英濟,Technology,Electronic Components,30.0,0.43,-0.21,-0.18,5.7,12.57,444.23,0.44,-15.75,34.196,66.93,90,59
4956,光鋐,Technology,Electronic Components,36.25,7.5,0.08,0.07,12.5,0.92,439.96,-1.01,-17.51,11.416,,90,55
2440,太空梭,Industrials,Electrical Equipment & Parts,14.0,1.0,1.0,0.5,15.5,3.0,437.8,-0.56,14.07,25.364,,90,90
8932,智通*,Consumer Cyclical,Apparel Manufacturing,89.9,0.3,0.39,0.63,0.84,12.17,437.15,1.18,16.76,7.281,76.19,90,90
4157,太景*-KY,Healthcare,Biotechnology,13.85,10.0,0.0,0.0,8.0,6.0,429.3,0.33,233.01,0.208,41.52,90,97
4534,慶騰,Industrials,Metal Fabrication,21.8,0.25,3.67,3.67,5.8,9.0,423.15,-0.23,-15.91,8.73,,90,59
2380,虹光,Technology,Computer Hardware,6.31,-10.0,21.33,1.05,-0.29,16.0,419.38,-1.47,-9.79,11.501,,90,71
8289,泰藝,Technology,Scientific & Technical Instruments,27.05,-0.68,-0.12,-0.11,-0.42,-1.66,418.06,0.67,-28.71,21.046,39.85,90,27
6875,國邑*,Healthcare,Biotechnology,62.9,0.0,-2.76,-1.57,0.36,0.27,411.52,-2.42,1.1119466666666665e+18,2.709,,90,99
3691,碩禾,Technology,Solar,93.2,-3.94,3.55,3.55,10.12,4.86,409.27,-4.67,163.64,58.928,,90,96
6584,南俊國際,Consumer Cyclical,"Furnishings, Fixtures & Appliances",170.5,0.07,0.45,0.83,3.14,13.0,406.46,2.03,20.09,25.206,83.5,90,91
3530,晶相光,Technology,Semiconductors,102.5,14.56,1.0,-3.5,11.2,4.67,401.18,-0.25,-13.67,21.136,,90,64
3081,聯亞,Technology,Semiconductor Equipment & Materials,376.5,4.67,0.33,0.86,14.33,0.36,399.92,-1.01,14.6,11.709,,90,90
9958,世紀鋼,Industrials,Metal Fabrication,201.0,-0.21,0.34,0.51,1.21,12.3,396.41,7.69,-15.89,60.869,24.38,90,59
5202,力新,Technology,Software—Application,28.2,26.87,-0.19,-0.16,9.62,3.25,393.38,4.06,-22.59,1.682,6.61,90,41
1455,集盛,Consumer Cyclical,Textile Manufacturing,10.45,-0.17,15.0,15.0,3.33,2.75,390.24,0.21,12.1,17.199,49.05,89,89
3490,單井,Technology,Semiconductor Equipment & Materials,37.55,-10.29,0.74,2.81,1.43,11.8,387.08,2.81,-30.06,5.494,13.7,89,25
5706,鳳凰,Consumer Cyclical,Travel Services,60.5,-0.37,0.13,0.15,-0.09,9.67,377.23,3.11,106.51,34.627,19.13,89,96
2101,南港,Consumer Cyclical,Auto Parts,48.4,64.0,1000000.0,1000000.0,4.42,8.0,370.22,0.76,-16.96,10.139,62.3,89,57
1616,億泰,Industrials,Electrical Equipment & Parts,21.45,-3.33,-0.18,-0.15,-6.5,0.56,370.12,0.85,-13.68,22.351,24.82,89,64
2115,六暉-KY,Consumer Cyclical,Auto Parts,32.1,-0.29,0.63,0.55,3.36,9.83,369.87,1.85,-14.92,28.148,17.08,89,62
5464,霖宏,Technology,Electronic Components,27.4,-2.51,-0.12,-0.11,-1.21,14.1,363.77,-1.14,-14.96,15.238,,89,61
8299,群聯,Technology,Semiconductors,473.5,-0.0,0.47,0.89,4.25,8.54,361.71,35.04,13.75,300.815,13.3,89,90
1413,宏洲,Consumer Cyclical,Textile Manufacturing,9.68,4.67,0.0,0.86,11.0,1.36,360.66,-0.37,-8.37,16.572,,89,73
3360,尚立,Technology,Electronics & Computer Distribution,17.75,7.5,0.94,0.48,13.5,1.59,358.48,-0.93,-72.97,67.665,,89,6
3390,旭軟,Technology,Electronic Components,30.2,0.19,-0.26,-0.21,0.62,9.6,354.74,1.72,3.05,12.609,17.21,89,85
