Ticker,Sector,Industry,Price,EPS QoQ (%),QoQ 2Q Algo (%),QoQ 3Q Algo (%),EPS YoY (%),YoY 2Q Algo (%),EPS RS,TTM EPS,Rev RS,TTM RPS,TTM PE,Rating (EPS RS),Rating (Rev RS)
ASPC,Financial Services,Shell Companies,10.27,1.35,3.85,-26.75,20107200.0,,1340474540.42,0.02,-8.86,,513.5,99,32
PBYI,Healthcare,Biotechnology,4.85,1.0,-5.5,-0.05,2.33,,1311110843.24,0.99,-2.39,4.824,4.92,99,54
STR,Energy,Oil & Gas E&P,18.17,-0.62,-0.08,-0.07,-1.0,0.3,1222221737.7,0.44,10.91,7.786,42.36,99,78
RSI,Consumer Cyclical,Gambling,18.57,2.0,2.0,1.0,18000000.0,,1199999689.55,0.21,13.88,11.311,92.05,99,81
SRAD,Technology,Software - Application,28.12,1.12,8000000.0,-12000000.0,17000000.0,,1133332928.55,0.4,9.05,4.282,72.47,99,76
SKIN,Consumer Defensive,Household & Personal Products,2.21,3.0,0.0,0.87,16000000.0,,1066666372.75,-0.18,-16.06,2.482,,98,18
KAR,Consumer Cyclical,Auto & Truck Dealerships,28.3,-0.12,-0.61,1.42,16000000.0,,1066666346.94,0.73,-0.75,17.287,39.23,98,59
BN,Financial Services,Asset Management,64.42,6.5,-12.0,25.0,15000000.0,,999999539.46,0.44,-26.14,52.034,149.0,98,12
TWFG,Financial Services,Insurance Brokers,27.15,-0.22,0.37,-5.57,9000000.0,,916666239.37,0.27,6.42,11.535,99.11,98,73
CALX,Technology,Software - Infrastructure,56.68,7000000.0,2.86,-3.5,12000000.0,,799999490.89,-0.41,8.36,13.213,,98,76
CMRC,Technology,Software - Application,4.16,0.0,3000000.0,2.0,15000000.0,8000000.0,766666260.59,-0.23,-1.7,4.282,,98,56
JRSH,Consumer Cyclical,Apparel Manufacturing,3.28,0.0,-5000000.0,3.2,25000000.0,-2000000.0,766666187.0,-0.07,15.17,11.827,,98,81
TACT,Technology,Computer Hardware,4.015,79000000.0,-12.17,-1.0,10000000.0,,666666260.67,-0.86,6.47,4.777,,98,73
EHAB,Healthcare,Medical Care Facilities,7.28,-2.5,3.63,1.39,10000000.0,,666666195.19,-2.66,-8.21,20.55,,98,37
EE,Energy,Oil & Gas Midstream,23.81,-2.2,0.07,0.25,-0.8,,566666201.44,1.34,2.06,37.377,17.9,98,66
ALCY,Financial Services,Shell Companies,11.48,-5.67,-5.67,0.11,-2.29,,516666086.99,0.16,-8.86,,73.06,98,32
TDAC,Financial Services,Shell Companies,10.32,0.33,0.5,1.0,7000000.0,,466666390.27,0.06,-8.86,,172.0,98,32
MIR,Industrials,Specialty Industrial Machinery,21.31,4000000.0,3500000.0,1.0,2.5,13000000.0,433333021.68,0.05,7.975555555555556e+17,4.08,445.8,98,99
BWAY,Healthcare,Medical Devices,12.1,-0.33,1.0,0.0,6000000.0,,399999612.89,0.22,13.13,2.356,55.41,98,80
AEYE,Technology,Software - Application,10.255,12000000.0,0.0,-0.2,6000000.0,,399999590.78,-0.35,6.41,3.123,,98,73
QUAD,Industrials,Specialty Business Services,5.92,-12000000.0,0.2,6.2,6000000.0,,399999457.38,-0.31,-17.32,54.069,,98,16
JVA,Consumer Defensive,Packaged Foods,4.21,-0.82,0.29,0.41,11000000.0,2.33,366666350.48,0.64,8.73,14.829,6.72,98,76
CDE,Basic Materials,Gold,11.61,0.83,-0.5,-0.33,11000000.0,2.33,366666336.87,0.4,71.78,3.009,29.65,98,92
NAGE,Healthcare,Biotechnology,9.82,-0.4,-0.29,3.5,5000000.0,,333332969.0,0.22,20.37,1.501,46.64,98,84
MITK,Technology,Software - Application,9.73,-3.0,3.0,-2.9,5000000.0,,333332886.99,0.33,-3.33,3.897,29.58,98,51
THTX,Healthcare,Biotechnology,3.2,-9000000.0,-3000000.0,-1.0,-5.5,10000000.0,333332779.19,-0.19,-22.56,1.709,,98,13
GLBZ,Financial Services,Banks - Regional,4.098,6.0,-5.0,2.75,5000000.0,,333332748.68,0.01,-11.56,4.316,404.0,98,23
CTMX,Healthcare,Biotechnology,2.31,-27000000.0,0.59,1.43,8000000.0,0.59,266668357.18,0.5,-13.12,1.457,3.72,98,21
ASM,Basic Materials,Other Precious Metals & Mining,3.97,0.0,3.0,0.0,4000000.0,,266666341.72,0.1,45.58,0.529,39.1,98,90
AKBA,Healthcare,Drug Manufacturers - Specialty & Generic,3.35,-3000000.0,4.33,0.0,4000000.0,,266666272.44,-0.18,16.16,0.879,,98,82
CEPO,Financial Services,Shell Companies,10.63,1.03,36.8,2.08,4000000.0,,266666252.97,0.04,-8.86,,273.5,98,32
AHH,Real Estate,REIT - Diversified,6.95,2.75,-5.69,3.98,4000000.0,,266666144.5,0.14,-52.31,7.048,51.07,98,8
TPG,Financial Services,Asset Management,61.46,-1.67,1.0,0.0,6.0,,233333303.42,-0.18,-22.92,33.73,,98,13
BB,Technology,Software - Infrastructure,3.58,1000000.0,1.0,0.5,7000000.0,9.0,233332550.09,0.02,-13.58,0.899,183.5,98,20
LFST,Healthcare,Medical Care Facilities,4.57,-1000000.0,1000000.0,1.0,5.0,6000000.0,199999776.23,-0.04,5.96,3.44,,98,73
XTNT,Healthcare,Medical Devices,0.5873,2000000.0,1.0,-0.33,3000000.0,,199999533.82,-0.09,13.29,0.925,,98,80
DSP,Technology,Software - Application,12.0,4.5,-2.57,0.22,2000000.0,,133332959.95,0.13,6.51,19.632,74.92,98,73
VRAR,Technology,Software - Infrastructure,1.25,-7000000.0,6000000.0,0.25,0.29,4000000.0,133332933.62,-0.36,-14.97,0.463,,98,19
HFFG,Consumer Defensive,Food Distribution,3.05,2.5,26.67,-10.86,2000000.0,,133332139.37,-0.92,-0.59,23.051,,98,59
CTM,Technology,Information Technology Services,1.18,1000000.0,0.5,0.33,3000000.0,7.0,99999819.56,-0.09,13.89,0.806,,98,81
WRN,Basic Materials,Other Industrial Metals & Mining,1.29,0.0,171700.0,1.0,2000000.0,1000000.0,99999567.15,-0.01,-8.86,,,98,32
PCYO,Utilities,Utilities - Regulated Water,10.0,2.0,-4.33,0.14,-0.33,3000000.0,99999553.82,0.56,-32.63,1.14,18.25,98,10
SSII,Healthcare,Medical Devices,6.26,3000000.0,-0.2,-0.25,2000000.0,1.0,66666409.07,-0.06,1595718888889023.2,0.155,,98,97
MNKD,Healthcare,Biotechnology,3.425,-4000000.0,0.33,-0.33,1000000.0,,66666360.9,0.11,16.22,1.038,33.27,98,82
KRMD,Healthcare,Medical Instruments & Supplies,4.04,3000000.0,0.0,0.0,2000000.0,0.33,66666248.58,-0.1,9.42,0.802,,98,77
KFFB,Financial Services,Banks - Regional,3.09,0.0,185500.0,69.08,1000000.0,,66666197.21,-0.13,-0.14,1.026,,98,60
CFSB,Financial Services,Banks - Regional,13.88,3000000.0,-30.48,-32.48,1000000.0,,66665997.23,0.0,-3.95,1.192,,98,49
GROY,Basic Materials,Gold,3.1,1000000.0,-3.0,-3.0,1000000.0,0.0,33333021.52,-0.01,426.17,0.073,,98,95
PLG,Basic Materials,Other Precious Metals & Mining,1.54,-1000000.0,2000000.0,0.0,1.0,1000000.0,33332958.26,-0.04,-8.86,,,98,32
AMBP,Consumer Cyclical,Packaging & Containers,3.86,2000000.0,-2000000.0,-2000000.0,1000000.0,0.5,33332914.48,-0.03,3.77,8.751,,98,69
NEWP,Basic Materials,Other Precious Metals & Mining,1.61,-1000000.0,1000000.0,0.0,0.0,1000000.0,33332906.04,-0.03,-8.86,,,98,32
RSSS,Technology,Software - Application,2.66,8.0,-4.5,1.0,1000000.0,-35.67,33331622.65,-0.14,-1.8,1.597,,98,56
NXT,Technology,Solar,53.8,0.14,0.16,0.0,0.23,-0.59,22223976.09,3.67,13.42,21.415,14.85,98,80
CTKB,Healthcare,Medical Devices,3.79,1.25,-1.25,-5.0,1.0,-0.8,22221750.48,-0.05,-4.82,1.522,,97,46
BINI,Consumer Cyclical,Auto Manufacturers,1.5,318.88,64.45,0.98,114666.02,239.09,3834037.61,-10977651.0,406666666676513.06,875.133,,97,96
ADTX,Healthcare,Biotechnology,1.13,371.78,1.0,5.27,10926.75,,728216.48,-25.94,-5119.97,0.293,,97,4
DVLT,Technology,Software - Infrastructure,0.419,1196.44,1.0,7.55,4457.33,,297323.91,-10.97,74.74,0.174,,97,92
ALLR,Healthcare,Biotechnology,0.949,14.92,0.94,7.56,2655.64,,180950.32,648.26,-8.86,,0.0,97,32
AACT,Financial Services,Shell Companies,11.41,-0.6,-0.37,0.0,-1.0,,106649.21,0.37,-8.86,,30.76,97,32
TRNR,Consumer Cyclical,Personal Services,4.12,3.17,20.07,10.42,1540.28,,103368.45,-37.9,241.43,54.755,,97,94
WHLR,Real Estate,REIT - Retail,2.55,15.6,-155.71,2.59,1221.74,,81734.66,-14.19,-2.81,93.907,,97,52
EMPD,Consumer Cyclical,Auto Manufacturers,10.3,12.65,0.93,-7.1,1220.38,,81007.81,7710.67,63.9,13.978,0.0,97,91
DTSQ,Financial Services,Shell Companies,10.41,-2.32,-0.45,-0.31,18.52,230.93,50535.75,0.28,-8.86,,37.29,97,32
CNSP,Healthcare,Biotechnology,6.6301,3.46,0.78,25.88,644.87,,42641.76,-63.64,-8.86,,,97,32
TNXP,Healthcare,Biotechnology,44.97,-0.36,2.44,1.35,496.63,,33643.75,2537.0,8631111111111098.0,4.541,0.02,97,97
ATMC,Financial Services,Shell Companies,11.93,-0.04,-0.04,-2.01,-2.75,,32855.88,0.19,-8.86,,62.74,97,32
BEAG,Financial Services,Shell Companies,10.42,1.04,25.12,-6.7,492.8,,32691.53,0.14,-8.86,,74.21,97,32
CETX,Technology,Software - Infrastructure,1.26,4.97,18.18,0.95,715.03,146.57,28692.1,-13.84,35.77,76.866,,97,88
SYTA,Technology,Communication Equipment,3.34,0.35,0.26,298.0,374.58,,25438.99,725.61,0.02,20.755,0.0,97,61
ATCH,Technology,Software - Infrastructure,0.1745,-0.16,-39.83,6.11,376.28,,23862.7,-429.92,-1.4739005555555494e+16,18.573,,97,2
TBI,Industrials,Staffing & Employment Services,5.66,47.0,-0.2,-0.54,344.0,,22357.14,-1.2,-12.87,51.674,,97,21
EONR,Energy,Oil & Gas E&P,0.284,2.55,0.72,-4.58,7.18,,22156.4,-0.61,6.656962999999996e+16,2.181,,97,98
ACON,Healthcare,Health Information Services,7.288,72.29,0.99,0.01,324.84,,21244.63,-11.5,45.22,0.094,,97,90
AGRI,Consumer Defensive,Farm Products,3.12,32.83,0.97,0.5,291.44,,19407.88,-33.21,2314196666666693.0,3.381,,97,97
MBIO,Healthcare,Biotechnology,1.76,-2.8,19.5,0.95,95.63,495.2,19351.4,1.99,-8.86,,0.85,97,32
JOB,Industrials,Staffing & Employment Services,0.207,-29.0,8.5,0.89,-29.0,0.0,17618.52,-0.51,-14.98,1.019,,97,19
INOD,Technology,Information Technology Services,40.07,0.0,-0.36,-0.76,516.45,7.33,17487.81,1.29,57.34,7.466,33.29,97,91
ANSC,Financial Services,Shell Companies,10.89,0.8,4.0,-4.0,-0.11,,17431.41,0.18,-8.86,,60.56,97,32
RYN,Real Estate,REIT - Specialty,25.89,132.5,-111.0,10.58,262.0,,17052.5,2.48,-2.72,8.17,10.58,97,53
NDRA,Healthcare,Diagnostics & Research,4.23,89.26,0.99,-1.38,240.71,,16172.29,390.78,-8.86,,0.01,97,32
WEX,Technology,Software - Infrastructure,167.11,0.08,0.14,-0.58,0.07,,16036.38,7.91,-7.92,68.016,21.59,97,37
CTLP,Technology,Software - Infrastructure,10.93,8.57,0.75,-0.25,10.17,0.75,15164.09,0.8,4.3,4.004,13.7,97,70
BTDR,Technology,Software - Application,12.79,2.5,-8.2,-1.5,214.0,,13813.74,-4.74,-57.27,1.922,,97,8
CARG,Consumer Cyclical,Auto & Truck Dealerships,29.65,-0.65,-0.16,1.0,3.87,,13638.62,1.25,-5.22,8.986,24.48,97,45
FFAI,Consumer Cyclical,Auto Manufacturers,2.46,18.5,0.95,1.33,186.36,,13091.34,6.48,871111111121563.9,0.023,0.4,97,96
PRI,Financial Services,Insurance - Life,258.27,0.07,0.02,0.03,179.33,,11533.17,21.15,-7.13,96.534,12.5,97,39
XXII,Consumer Defensive,Tobacco,2.3,14.35,0.93,-1.62,157.03,,11035.49,1212.1,-17.6,958.44,0.0,97,16
BJDX,Healthcare,Medical Devices,1.88,1.39,0.69,0.41,180.67,116.14,9807.52,499.26,-8.86,,0.0,97,32
SUNE,Technology,Solar,1.49,6.89,0.87,3.07,147.9,,9553.9,-255.72,7989.02,5192.766,,97,95
TV,Communication Services,Telecom Services,2.32,0.5,31.17,-15.48,19.0,,9536.49,-97.24,-15.31,112.46,,97,18
CYN,Technology,Software - Application,6.58,1.44,30.64,0.97,225.24,63.07,9199.72,-699.22,291111111111313.25,0.542,,97,96
EDBL,Consumer Defensive,Farm Products,2.36,103.66,-14.91,0.86,137.11,,9060.59,270.29,-15.66,24.389,0.01,97,18
UAVS,Technology,Computer Hardware,2.03,4.39,4.39,-0.34,139.24,,8964.57,3474.26,-7.33,3.272,0.0,97,39
ERIC,Technology,Communication Equipment,7.47,0.1,-0.15,0.26,3.44,,8606.04,0.54,-12.44,73.778,14.09,97,22
WRD,Technology,Software - Application,8.8,0.02,0.88,0.47,117.72,130.43,8157.07,-1.19,58.21,1.785,,97,91
SOBR,Technology,Scientific & Technical Instruments,3.145,0.11,19.47,0.95,85.18,158.05,8123.04,315.42,39246666666761.65,0.649,0.01,97,96
IRWD,Healthcare,Drug Manufacturers - Specialty & Generic,0.8363,2.53,-12.5,0.0,16.0,,7721.66,-0.05,-18.13,1.921,,97,16
CRNC,Technology,Software - Application,9.31,-9.33,2.14,-0.16,124.0,,7706.91,-0.58,-19.63,5.745,,97,15
APVO,Healthcare,Biotechnology,2.15,9.45,1.52,0.6,146.26,84.53,7476.61,2680.54,-3460000000000042.0,,0.0,97,2
HI,Industrials,Specialty Industrial Machinery,19.78,20.33,-7.44,-1.33,118.67,,7460.88,-0.29,-25.54,40.486,,97,12
BENF,Financial Services,Asset Management,0.2833,-3.26,-3.06,7.04,118.97,,7355.47,-4.88,171.95,-4.365,,97,93
IBAC,Financial Services,Shell Companies,10.49,-3.27,0.51,1.02,2.2,34.53,7326.03,0.39,-8.86,,26.97,97,32
TGL,Technology,Software - Application,1.18,110.0,34.0,2.82,3.13,221.0,7098.24,356.1,-75.29,3.504,0.0,96,7
GAIN,Financial Services,Asset Management,14.27,0.0,1.5,3.33,209.0,4.53,6679.59,1.78,-38.99,2.55,7.96,96,9
CORZ,Technology,Software - Infrastructure,14.53,-37.0,3.4,0.95,111.75,,6574.81,-1.73,-62.74,1.122,,96,7
MOMO,Communication Services,Internet Content & Information,8.0,0.94,-1.39,0.17,104.0,,6532.86,1.06,-13.71,58.382,7.59,96,20
AEON,Healthcare,Biotechnology,0.6566,-0.65,-39.9,-0.98,100.94,,6361.75,303.08,-8.86,,0.0,96,32
ASTI,Technology,Solar,2.1,0.11,0.1,4.11,45.9,,6323.39,41.49,-7.25,0.042,0.05,96,39
YPF,Energy,Oil & Gas Integrated,34.3,4.25,17.5,-6.07,-9.15,,6282.39,3.1,-8.44,39.007,10.95,96,36
KITT,Industrials,Aerospace & Defense,0.9366,0.08,-12.46,-1.09,-9.96,208.82,6158.71,21.74,166.33,0.148,0.04,96,93
ENSC,Healthcare,Biotechnology,2.08,1.09,-3.76,4.14,87.6,,5805.91,110.31,-8.86,6.531,0.02,96,32
GRAF,Financial Services,Shell Companies,10.52,-0.12,-0.11,10000000.0,44.29,,5790.57,0.38,-8.86,,27.0,96,32
XPON,Industrials,Electrical Equipment & Parts,1.16,3317.07,1.0,-80.83,83.59,,5185.73,9.9,68.66,4.784,0.12,96,91
FEIM,Technology,Communication Equipment,29.17,0.0,4.71,0.12,4.71,159.0,5093.68,2.46,14.84,7.263,12.72,96,81
LPA,Real Estate,Real Estate - Development,6.27,-4.5,-1.29,-0.94,82.5,,4946.21,0.71,6.24,1.426,9.13,96,73
REVB,Healthcare,Biotechnology,2.38,-2.32,1.36,1.7,34.13,,4936.93,866.22,-8.86,,0.0,96,32
HE,Utilities,Utilities - Regulated Electric,11.17,0.0,3.67,1.27,79.27,,4774.91,1.03,-11.83,19.76,11.15,96,22
TAC,Utilities,Utilities - Independent Power Producers,12.0,0.0,9.0,9.0,-0.2,-3.8,4362.15,-0.39,-32.67,8.427,,96,10
LUCY,Healthcare,Medical Instruments & Supplies,2.01,0.19,0.16,0.89,70.94,,4309.29,45.89,15.93,0.889,0.04,96,82
LTH,Consumer Cyclical,Leisure,27.84,-0.09,0.29,0.4,0.22,1.77,4227.69,1.02,9.14,13.425,27.06,96,77
HHS,Industrials,Conglomerates,3.5344,0.0,5.6,-17.5,75.8,,4161.77,-0.39,-20.48,23.785,,96,14
UAA,Consumer Cyclical,Apparel Manufacturing,5.12,15.0,-16000000.0,-39000000.0,69.0,,4143.44,0.22,-12.9,11.892,22.86,96,21
NAAS,Consumer Cyclical,Specialty Retail,2.26,0.0,3.17,3.0,69.0,,4033.83,-155.95,-2.28,244.464,,96,54
ANNA,Energy,Oil & Gas E&P,4.7,16.8,0.94,0.49,67.2,,4010.75,-1.02,6664049999999991.0,0.052,,96,97
MSTR,Technology,Software - Application,400.25,3.2,-4.44,-0.76,64.12,,3855.89,14.28,-6.12,1.944,27.62,96,42
BULL,Technology,Software - Application,14.88,-37.43,-1.03,29.07,126.67,,3846.35,1.24,11.67,2.999,12.6,96,79
EIX,Utilities,Utilities - Regulated Electric,55.25,0.0,0.47,0.9,2.27,125.33,3834.69,6.81,-3.7,45.438,8.22,96,49
EQT,Energy,Oil & Gas E&P,51.82,2.27,-0.75,2.3,64.5,,3796.64,1.9,55.4,12.07,26.98,96,91
SOAR,Industrials,Airports & Air Services,1.31,8.31,1.14,2.87,63.21,,3750.07,-8.24,36308.34,39.002,,96,96
NTCT,Technology,Software - Infrastructure,21.93,-7.3,-1.16,4.23,123.0,2.46,3706.85,1.03,-4.68,11.645,21.96,96,46
IVT,Real Estate,REIT - Retail,27.28,12.78,-0.44,14.0,61.0,,3676.87,1.44,0.39,3.815,19.18,96,62
MLAB,Technology,Scientific & Technical Instruments,60.49,2.11,2.11,-3.03,0.38,169.57,3574.97,-0.13,-4.07,44.566,,96,48
MIGI,Financial Services,Capital Markets,0.4398,16.0,0.94,-0.2,58.5,,3480.7,-1.42,-27.68,2.957,,96,11
AVTX,Healthcare,Biotechnology,9.005,-0.54,-8.26,-8.26,-3.19,111.91,3451.28,6.54,-113.32,0.047,1.43,96,6
PW,Real Estate,REIT - Specialty,1.45,10.4,-0.54,-1.18,115.0,0.4,3365.95,-1.54,-38.59,0.882,,96,9
RIGL,Healthcare,Biotechnology,33.46,4.2,-0.27,0.14,56.5,,3358.53,5.43,85.64,15.106,6.36,96,92
FWRD,Industrials,Integrated Freight & Logistics,28.57,3.1,-0.35,1.15,56.24,,3266.35,-4.96,-1.86,89.217,,96,55
BILI,Communication Services,Internet Content & Information,23.145,-12.0,2.16,4.24,89.0,15.23,3082.25,-0.2,10.78,67.445,,96,78
CCIR,Financial Services,Shell Companies,11.46,4.0,1.12,9.44,47.82,54.47,3044.05,0.21,-8.86,,56.62,96,32
PSKY,Communication Services,Entertainment,10.12,-1.87,1.0,11500000.0,102.5,4.78,2992.17,0.03,-8.26,42.887,365.67,96,37
AREN,Communication Services,Internet Content & Information,6.72,-0.75,0.27,3.55,49.87,,2913.57,0.34,-7.92,3.167,20.53,96,37
GE,Industrials,Aerospace & Defense,275.2,0.03,0.05,0.03,0.65,,2855.84,7.02,-1.72,38.744,39.83,96,56
WW,Consumer Cyclical,Personal Services,33.54,17.27,-3.94,2.87,50.07,,2852.31,13.55,-23.52,8.855,2.44,96,13
BRBS,Financial Services,Banks - Regional,3.66,2.0,2.0,-4.0,48.0,,2816.58,0.36,-8.25,1.184,10.61,96,37
PFE,Healthcare,Drug Manufacturers - General,24.58,-0.02,6.43,-10.29,50.0,,2788.84,1.89,-6.27,11.252,13.04,96,41
ALTI,Financial Services,Asset Management,4.49,-9.25,11.5,1.1,-0.83,-8.5,2691.12,-1.82,18.3,2.322,,96,83
XYZ,Technology,Software - Infrastructure,73.03,1.84,-0.24,-0.19,1.75,-1.48,2669.54,4.68,-6.16,38.659,15.93,96,42
IHS,Real Estate,Real Estate Services,6.74,-6.4,2.21,-0.69,47.7,,2558.25,0.33,-4.44,5.123,22.15,96,47
TUSK,Industrials,Conglomerates,2.2,19.0,31.0,0.56,19.06,,2514.5,-1.69,-9.86,3.916,,96,26
NUWE,Healthcare,Medical Devices,4.96,-0.57,-4.95,11.83,33.94,,2453.62,630.42,-6.04,155.335,0.01,96,42
XTIA,Industrials,Aerospace & Defense,1.78,3.78,0.79,7.08,31.64,,2414.82,98.3,3557777777777849.0,3.245,0.02,96,97
GPAT,Financial Services,Shell Companies,10.54,-0.12,-0.11,0.25,42.84,,2408.93,0.32,-8.86,,32.95,95,32
GNLN,Consumer Defensive,Tobacco,4.01,38.69,0.97,-17.86,38.53,,2397.33,-1530.9,-223.89,2.356,,95,5
OCSL,Financial Services,Asset Management,13.46,2.05,-5.67,-4.0,43.0,,2361.67,0.57,2640.89,3.948,23.82,95,95
NWTG,Consumer Cyclical,Leisure,1.8,19.41,0.95,0.08,43.58,,2348.49,-154.36,257.24,14.732,,95,94
CHGG,Consumer Defensive,Education & Training Services,1.1,-0.94,-1.83,33.17,17.21,,2345.87,-2.57,-48.36,4.821,,95,8
BCAL,Financial Services,Banks - Regional,15.3,-0.21,0.0,2.13,42.0,,2320.92,0.9,65.45,5.055,17.87,95,91
ELAB,Healthcare,Biotechnology,1.93,15.62,0.94,0.18,37.21,,2073.75,-9.44,-851418888878613.6,,,95,3
CCOI,Communication Services,Telecom Services,32.36,-0.11,-0.2,0.46,-0.78,,2049.95,-4.52,-5.07,19.276,,95,45
CPS,Consumer Cyclical,Auto Parts,25.87,0.0,-24.33,4.62,49.22,21.11,1941.44,1.69,-6.95,153.568,16.64,95,40
ETR,Utilities,Utilities - Regulated Electric,90.09,3.98,0.25,-1.25,35.35,,1926.74,4.03,0.52,28.507,22.55,95,62
JTAI,Technology,Software - Application,3.06,11.34,0.92,0.28,33.64,,1918.57,14.3,184.13,19.656,0.22,95,94
NUTX,Healthcare,Medical Care Facilities,89.63,-3.46,7.88,-23.57,34.12,,1918.18,12.35,139.96,118.737,7.78,95,93
HIPO,Financial Services,Insurance - Property & Casualty,28.91,39.2,-2.07,6.24,33.8,,1911.08,-0.38,32.18,17.005,,95,88
NOEM,Financial Services,Shell Companies,10.1,1.17,6.81,-0.32,17.41,,1891.96,0.04,-8.86,,252.5,95,32
SVII,Financial Services,Shell Companies,11.9451,-3.5,-3.5,0.0,-2.8,,1887.45,0.19,-8.86,,63.95,95,32
CEP,Financial Services,Shell Companies,29.75,0.0,0.0,42.78,38.36,,1840.16,0.18,-8.86,,161.5,95,32
IMCC,Healthcare,Drug Manufacturers - Specialty & Generic,2.85,2.78,1.56,2.37,29.0,,1805.63,-1.38,0.1,21.256,,95,61
VMAR,Consumer Cyclical,Recreational Vehicles,4.88,7.53,-1.83,7.96,50.05,16.41,1797.25,-268.79,-186.33,3.38,,95,5
BURU,Industrials,Specialty Industrial Machinery,0.197,2.3,0.7,5.79,29.9,,1796.85,0.07,976815555555410.8,0.004,2.76,95,96
CRDO,Technology,Semiconductors,118.57,0.0,6.67,1.0,3.83,61.43,1785.5,0.29,133.63,2.608,432.34,95,93
TSQ,Communication Services,Advertising Agencies,6.72,2.2,-14.25,1.24,33.6,,1783.87,2.2,-9.56,28.46,3.19,95,27
ACCS,Communication Services,Advertising Agencies,12.1,2.9,-21.17,-66.5,36.0,,1779.67,-3.46,-9.43,5.99,,95,27
CREX,Technology,Software - Application,2.39,0.94,15.5,7.0,33.0,,1775.67,-0.01,-9.46,4.624,,95,27
UVV,Consumer Defensive,Tobacco,53.45,-0.09,-5.16,1.19,33.0,,1774.12,4.11,-5.28,117.863,13.17,95,44
KN,Technology,Electronic Components,19.7,5.5,-11.5,20.0,33.22,,1772.49,0.3,-10.8,6.413,68.6,95,24
MX,Technology,Semiconductors,2.68,25.0,0.83,-0.69,35.0,,1766.45,-0.92,-16.72,6.359,,95,17
SYBX,Healthcare,Biotechnology,1.38,-2.33,2.0,2.0,-7.25,71.33,1759.44,-0.09,-4664.47,0.0,,95,4
RPT,Real Estate,REIT - Mortgage,2.63,9.0,-2.33,4.0,33.0,,1739.88,0.11,67.1,0.121,24.27,95,91
