Ticker,Name,Sector,Industry,Price,EPS QoQ (%),QoQ 2Q Algo (%),QoQ 3Q Algo (%),EPS YoY (%),YoY 2Q Algo (%),EPS RS,TTM EPS,Rev RS,TTM RPS,TTM PE,Rating (EPS RS),Rating (Rev RS)
1305,華夏,Basic Materials,Specialty Chemicals,16.45,4.2,-3.0,-1.5,133.57,-9.0,4041.04,0.3,-31.17,21.63,54.33,98,23
3512,皇龍,Real Estate,Real Estate Services,33.85,-578.93,-0.53,-0.35,118.55,0.07,3908.76,4.94,-87.99,27.369,6.79,98,5
3188,鑫龍騰,Real Estate,Real Estate—Development,32.7,-0.95,0.83,4.75,98.4,8.33,3542.69,3.22,298.82,14.885,9.94,98,97
1909,榮成,Basic Materials,Paper & Paper Products,13.8,19.58,9.76,1.11,3.5,99.77,3361.74,0.06,-20.47,35.665,227.5,98,48
2609,陽明,Industrials,Marine Shipping,62.5,0.48,0.54,1.18,100.5,1.77,3055.34,7.09,3.7,47.254,8.86,98,86
8086,宏捷科,Technology,Semiconductors,101.5,-0.03,0.27,0.37,105.0,2.09,2901.86,3.56,66.2,18.663,29.21,98,95
8906,花王,Industrials,Specialty Business Services,37.75,84.44,-0.21,-0.27,88.83,0.89,2858.07,-0.6,-16.28,6.178,,98,59
1907,永豐餘,Basic Materials,Paper & Paper Products,31.1,-16.0,-1.5,-0.6,-11.0,98.47,2843.05,1.16,-19.81,45.69,27.28,98,50
1467,南緯,Consumer Cyclical,Apparel Manufacturing,10.35,-33.39,0.14,0.17,84.12,5.08,2804.86,0.2,-38.12,20.111,52.25,98,16
1446,宏和,Consumer Cyclical,Textile Manufacturing,46.1,-0.04,1.05,21.8,52.25,24.67,2523.36,5.12,1264.96,14.259,8.58,98,98
2460,建通,Technology,Electronic Components,28.35,177.4,-0.17,-0.2,76.6,-0.83,2501.9,-1.06,7.36,17.807,,98,88
3062,建漢,Technology,Communication Equipment,31.6,13.31,6.68,0.87,6.0,74.93,2455.33,-0.24,-22.75,11.176,,98,42
5426,振發,Industrials,Metal Fabrication,28.2,-0.5,-0.92,-0.48,-1.75,80.89,2358.94,0.04,-24.33,9.361,712.5,97,38
3227,原相,Technology,Semiconductors,263.0,0.66,-0.01,-0.01,1.21,66.33,2187.56,9.2,-0.2,49.653,29.51,97,83
4960,誠美材,Technology,Electronic Components,12.9,-2.0,-2.5,-0.71,30.0,31.0,2049.88,-0.39,-26.57,16.289,,97,32
3605,宏致,Technology,Electronic Components,56.3,24.0,-5.5,-0.85,2.47,61.5,2045.97,0.08,-12.84,65.251,691.25,97,67
5487,通泰,Technology,Electronic Components,36.9,18.46,2.25,0.69,75.2,1.12,2044.26,-0.77,-25.58,7.15,,97,34
3313,斐成,Industrials,Engineering & Construction,16.75,-7.62,1.11,10.44,-0.6,14.9,2031.81,1.41,239562.72,0.419,11.81,97,99
5534,長虹,Real Estate,Real Estate—Development,96.3,3.27,-1.4,-0.58,63.0,-0.67,2018.52,7.39,187.33,39.062,13.15,97,97
6596,寬宏藝術,Communication Services,Entertainment,71.3,-2.04,0.02,0.02,2.04,1.44,1983.96,7.73,51.92,61.574,9.24,97,94
2103,台橡,Basic Materials,Specialty Chemicals,24.4,0.22,0.25,0.34,6.8,0.03,1915.17,1.17,-12.0,40.282,20.85,97,68
8107,大億金茂,Consumer Cyclical,Auto Parts,26.1,-0.22,1.44,3.25,3.65,54.0,1880.01,0.32,-2.14,10.154,84.53,97,81
2530,華建,Real Estate,Real Estate Services,38.45,1.7,1.3,4.33,32.0,24.0,1861.43,1.49,38702.18,5.36,25.97,97,99
4909,新復興,Technology,Electronic Components,166.0,-0.16,0.5,1.02,14.2,45.0,1858.94,3.96,317.35,17.321,37.75,97,97
3712,永崴投控,Technology,Semiconductors,52.2,0.36,-0.25,-0.2,16.0,38.5,1811.24,4.02,42.06,85.898,12.61,97,94
4416,三圓,Real Estate,Real Estate Services,92.9,-1.14,15000000.0,15000000.0,-2.14,3.2,1771.35,0.18,-24.4,1.811,518.33,97,38
3296,勝德,Technology,Consumer Electronics,26.85,-3.0,0.0,0.0,44.0,12.5,1749.63,0.02,-16.72,16.451,1342.5,97,58
2316,楠梓電,Technology,Electronic Components,53.6,-0.02,0.19,0.23,47.5,5.95,1737.3,6.74,-46.94,18.348,7.64,97,10
4912,聯德控股-KY,Industrials,Metal Fabrication,97.0,1.4,-0.72,-0.42,11.75,41.5,1710.93,6.88,3.27,86.945,14.04,97,85
8928,鉅明,Consumer Cyclical,Leisure,33.3,-1.59,5.17,5.17,55.0,0.31,1701.18,0.18,21.02,57.038,181.67,97,91
3229,晟鈦,Technology,Electronic Components,22.0,5.5,7.14,47.78,25.0,,1656.42,-0.54,-21.59,13.976,,97,45
1569,濱川,Industrials,Metal Fabrication,40.1,-33.0,-11.5,-0.92,-4.05,56.5,1643.6,-0.67,-43.74,26.301,,96,12
1436,華友聯,Real Estate,Real Estate—Development,136.0,16.94,-6.2,-6.2,48.83,0.11,1603.82,10.82,1649.78,32.856,12.66,96,98
3086,華義,Communication Services,Electronic Gaming & Multimedia,239.5,-4.33,0.17,0.2,-1.93,12.43,1597.49,1.83,-20.2,5.979,121.86,96,49
3221,台嘉碩,Technology,Communication Equipment,26.35,-0.54,0.65,1.89,13.0,42.0,1585.36,0.55,-22.99,21.156,47.91,96,41
6229,研通,Technology,Semiconductors,31.9,42.0,-12.5,-0.93,15.33,45.0,1489.09,0.95,28.61,38.887,36.89,96,92
3531,先益,Technology,Semiconductors,29.9,-1.57,-0.31,-0.24,-0.84,46.5,1484.6,3.02,-43.04,31.609,9.87,96,12
9962,有益,Basic Materials,Steel,15.6,3.43,-1.71,-0.63,-0.06,-5.86,1454.71,0.83,-25.4,34.22,18.37,96,35
1416,廣豐,Technology,Information Technology Services,13.45,0.87,-1.63,-0.62,27.0,16.0,1437.81,0.94,108.73,1.596,14.15,96,96
8011,台通,Technology,Communication Equipment,26.65,5.44,-1.04,-25.28,39.0,0.11,1389.01,0.64,37.56,16.821,43.2,96,93
7402,邑錡,Industrials,Security & Protection Services,77.0,0.47,-0.2,-0.17,-0.14,42.0,1345.92,1.62,-39.62,15.406,46.85,96,15
3150,鈺寶-創,Technology,Semiconductor Equipment & Materials,36.85,15.33,7.1,-25.3,20.5,,1339.08,-0.17,25.76,7.145,,96,92
3548,兆利,Technology,Electronic Components,173.5,-0.01,-0.25,-0.2,0.22,40.67,1316.45,10.95,-10.24,148.476,15.8,96,70
3260,威剛,Technology,Semiconductors,88.1,-0.4,0.39,0.65,1.53,39.22,1295.83,10.19,5.93,141.933,8.63,96,87
8450,霹靂,Communication Services,Entertainment,26.5,4.0,3.17,0.76,27.0,12.83,1270.26,-2.41,-43.25,5.57,,96,12
1310,台苯,Basic Materials,Chemicals,12.55,7.0,-1.4,-3.5,58.0,-16.42,1258.17,-0.36,8.39,20.015,,96,88
2719,燦星旅,Consumer Cyclical,Travel Services,49.8,2.51,0.28,0.39,17.0,19.5,1224.39,3.42,161.69,26.368,14.27,96,97
3492,長盛,Technology,Electronic Components,28.5,0.32,-0.3,-0.23,1.72,36.0,1211.05,1.3,-22.45,21.143,21.65,96,42
5314,世紀,Technology,Semiconductors,202.5,-0.63,0.46,0.85,12.82,17.3,1205.43,11.4,2935.97,24.538,18.42,96,99
6442,光聖,Technology,Electronic Components,412.5,0.9,0.26,0.36,2.06,33.4,1181.52,6.42,46.02,51.284,65.81,96,94
2243,宏旭-KY,Consumer Cyclical,Auto Parts,27.95,-2.5,-1.14,-0.53,28.0,6.29,1108.97,-0.2,122.95,29.312,,95,96
5310,天剛,Technology,Computer Hardware,47.15,-12.91,7.19,7.19,-2.73,0.27,1105.76,-0.01,-1582.2,0.225,,95,1
8033,雷虎,Consumer Cyclical,Leisure,60.3,0.94,2.4,2.4,32.0,2.7,1100.55,0.41,1.65,7.855,141.46,95,84
2455,全新,Technology,Semiconductor Equipment & Materials,154.5,0.05,0.33,0.37,17.17,,1090.11,1.62,55.71,18.487,96.3,95,95
2524,京城,Real Estate,Real Estate—Development,88.4,0.76,-0.02,-0.02,32.67,2.18,1084.93,2.56,69.72,10.482,34.02,95,95
5340,建榮,Consumer Cyclical,Textile Manufacturing,47.1,0.19,0.45,0.83,20.0,15.0,1083.44,0.49,27.4,8.158,94.29,95,92
6103,合邦,Technology,Semiconductors,51.7,0.96,0.33,0.5,28.5,2.08,1078.37,0.58,2.19,3.296,89.31,95,84
6271,同欣電,Technology,Semiconductor Equipment & Materials,138.0,0.21,0.13,0.15,34.17,-0.02,1076.22,7.49,-18.8,56.829,18.36,95,52
4720,德淵,Basic Materials,Specialty Chemicals,20.2,-0.59,-0.29,3.71,17.0,,1062.97,0.34,-11.24,33.561,60.15,95,69
3064,泰偉,Communication Services,Electronic Gaming & Multimedia,73.6,-2.29,0.54,1.18,-0.62,24.25,1060.66,-0.23,-44.78,7.889,,95,11
6425,易發,Technology,Semiconductor Equipment & Materials,84.8,-34.0,1.92,2.09,30.5,2.59,1040.08,0.84,10.21,34.38,106.07,95,89
2017,官田鋼,Basic Materials,Steel,12.5,-32.0,1.48,3.08,11.5,6.17,1032.75,0.29,-21.77,7.675,42.76,95,45
2514,龍邦,Industrials,Engineering & Construction,20.5,-1.98,0.44,0.78,-0.74,33.0,1017.23,3.44,18.13,67.673,6.02,95,90
4907,富宇,Real Estate,Real Estate—Development,65.2,6.93,-0.2,-0.17,27.75,2.04,997.32,5.01,3581.24,54.532,13.21,95,99
4109,加捷生醫,Consumer Defensive,Packaged Foods,26.35,14.5,-0.25,-0.2,16.5,2.86,975.3,4.36,25.93,5.144,6.01,95,92
8067,志旭,Technology,Electronics & Computer Distribution,18.7,0.0,16.0,-2.17,15.0,,950.77,-1.54,-30.76,4.724,,95,24
4401,東隆興,Consumer Cyclical,Textile Manufacturing,24.65,0.67,0.12,0.14,31.0,2.38,950.42,0.49,2.29,27.467,50.2,95,84
2348,海悅,Real Estate,Real Estate Services,170.5,-1.43,0.43,0.75,0.54,29.5,947.21,16.09,-2.22,64.112,10.53,95,81
8354,冠好,Basic Materials,Specialty Chemicals,17.45,-0.98,0.05,0.05,0.2,28.67,941.37,1.71,-26.69,7.931,10.09,94,32
8068,全達,Technology,Electronics & Computer Distribution,30.15,-5.47,0.98,61.0,20.0,9.79,930.49,1.0,-42.03,9.664,29.9,94,13
2915,潤泰全,Consumer Cyclical,Textile Manufacturing,75.5,-0.18,-0.23,-0.19,-0.19,29.57,918.51,10.64,-30.02,2.487,7.06,94,26
5455,昇益,Real Estate,Real Estate—Development,68.6,-28.8,1.1,11.19,0.2,24.17,915.28,5.46,430.1,43.871,12.2,94,98
4722,國精化,Basic Materials,Specialty Chemicals,43.55,0.15,-0.17,-0.14,0.7,28.5,909.86,2.51,-8.13,38.675,17.15,94,74
2611,志信,Industrials,Marine Shipping,23.0,-2.08,0.08,0.09,0.06,21.8,880.41,3.58,-22.97,3.496,6.4,94,41
2250,IKKA-KY,Industrials,Specialty Industrial Machinery,95.5,0.16,-0.2,-0.17,1.64,26.5,879.02,6.4,-22.14,125.96,14.69,94,44
4924,欣厚-KY,Technology,Computer Hardware,17.1,-8.5,8.5,8.5,26.5,2.19,874.71,-0.27,22.35,15.32,,94,91
4588,玖鼎電力,Industrials,Electrical Equipment & Parts,87.7,1.08,-0.22,-0.18,-0.34,0.13,866.76,3.65,-19.71,25.9,23.81,94,51
5381,合正,Technology,Electronic Components,28.25,-1.25,0.59,1.43,-0.42,26.0,857.98,0.25,-3.64,8.244,113.0,94,80
3287,廣寰科,Technology,Electronics & Computer Distribution,35.65,-0.19,0.75,3.07,29.0,2.15,855.63,2.52,-6.7,16.246,14.03,94,76
5450,南良,Consumer Cyclical,Textile Manufacturing,19.0,-0.48,0.82,4.67,1.33,30.0,855.51,0.38,-21.91,20.258,49.87,94,44
6547,高端疫苗,Healthcare,Biotechnology,42.65,6.5,-0.16,-0.19,25.0,1.95,855.39,-2.11,1.168160000000003e+18,1.897,,94,99
4510,高鋒,Industrials,Specialty Industrial Machinery,40.05,71.0,-67.0,1.34,13.0,,831.08,0.83,-7.21,18.591,45.54,94,75
4706,大恭,Basic Materials,Specialty Chemicals,30.85,-0.52,0.38,0.62,26.0,3.37,824.18,0.87,-16.59,14.998,34.89,94,58
4767,誠泰科技,Basic Materials,Specialty Chemicals,37.25,0.07,-0.13,-0.12,-0.12,26.0,808.59,3.23,-28.98,38.927,11.04,94,28
4716,大立,Basic Materials,Specialty Chemicals,27.8,0.34,1.61,2.64,5.5,22.5,804.46,1.04,-21.13,6.692,26.2,94,46
6111,大宇資,Communication Services,Electronic Gaming & Multimedia,59.9,-7.45,6.71,1.18,18.5,3.88,789.3,-2.35,28.82,42.934,,94,92
2409,友達,Technology,Electronic Components,16.6,14.33,-0.56,-1.27,20.0,2.09,788.06,-0.81,-15.73,34.855,,94,61
1532,勤美,Industrials,Metal Fabrication,36.5,0.71,0.14,0.16,1.66,23.33,787.89,4.85,7.64,57.127,7.53,93,88
2002A,中鋼特,Basic Materials,Steel,42.5,1.25,9.0,9.0,0.5,2.25,785.99,0.22,-24.12,23.827,192.95,93,38
2002,中鋼,Basic Materials,Steel,22.7,1.25,9.0,9.0,0.5,2.25,785.99,0.22,-24.12,23.827,103.18,93,38
8111,立碁,Technology,Electronic Components,46.25,-0.5,0.17,0.21,-1.28,26.0,754.36,0.61,-27.09,7.092,73.44,93,31
5014,建錩,Basic Materials,Steel,18.95,0.2,0.14,0.17,8.57,19.67,751.17,1.32,-21.65,82.334,13.79,93,45
2230,泰茂,Consumer Cyclical,Auto Parts,166.5,0.01,0.34,0.51,3.5,5.45,749.25,5.2,60.36,19.708,31.83,93,95
3051,力特,Technology,Electronic Components,31.05,-0.74,0.12,0.14,0.7,8.37,738.93,1.83,-41.31,10.863,16.72,93,14
9945,潤泰新,Industrials,Engineering & Construction,47.7,-0.6,0.08,0.09,0.01,23.6,729.69,5.04,-17.33,9.762,9.44,93,57
1742,台蠟,Basic Materials,Specialty Chemicals,18.0,-2.5,0.17,0.2,0.7,3.41,728.84,1.47,-66.8,3.201,12.24,93,6
8466,美吉吉-KY,Industrials,Building Products & Equipment,59.1,31.0,4.0,4.0,1.91,23.33,728.67,0.1,-15.85,46.119,569.0,93,61
6441,廣錠,Technology,Semiconductors,44.95,-0.21,-1.32,-4.08,0.54,0.07,722.29,-1.09,-75.51,12.042,,93,5
6163,華電網,Communication Services,Telecom Services,25.45,2.02,-4.55,-4.55,2.09,-2.44,695.8,1.18,24.35,37.919,21.78,93,91
4545,銘鈺,Industrials,Metal Fabrication,58.8,0.75,-0.14,-0.12,0.84,21.0,693.4,2.17,-8.79,27.426,26.59,93,73
2312,金寶,Technology,Computer Hardware,21.85,0.0,0.11,0.12,2.33,0.76,688.67,0.85,-21.94,104.035,28.24,93,44
6180,橘子,Communication Services,Electronic Gaming & Multimedia,78.1,2.81,0.37,0.59,22.16,0.2,681.3,11.89,-15.81,59.428,6.54,93,61
4950,牧東,Consumer Cyclical,"Furnishings, Fixtures & Appliances",13.45,2.58,-0.28,-0.4,19.42,0.07,636.42,-1.7,-130.24,0.858,,93,3
1472,三洋實業,Consumer Cyclical,Textile Manufacturing,59.2,-3.16,-0.19,-0.16,-2.27,2.14,630.44,4.26,140.56,53.919,14.13,93,96
1735,日勝化,Basic Materials,Chemicals,23.0,-0.36,0.0,0.0,21.0,0.43,628.85,1.06,-10.57,25.59,20.9,93,70
6456,GIS-KY,Technology,Electronic Components,56.1,-2.33,8.47,1.13,-2.8,23.87,620.94,-5.09,-52.55,200.238,,93,9
3231,緯創,Technology,Computer Hardware,105.0,0.25,-0.17,-0.15,0.34,19.67,614.94,5.53,-15.07,327.458,19.62,92,63
5490,同亨,Industrials,Business Equipment & Supplies,25.3,-0.6,3.81,1.36,11.8,9.0,606.48,-0.54,43.81,12.274,,92,94
8162,微矽電子-創,Technology,Semiconductors,35.0,-18.0,0.55,1.2,17.0,5.29,606.43,0.66,-15.72,15.15,52.27,92,61
5438,東友,Industrials,Business Equipment & Supplies,26.4,-1.2,-6.9,-1.17,-3.36,9.0,605.96,0.16,-36.09,14.514,149.38,92,17
1815,富喬,Technology,Electronic Components,22.5,12.0,0.42,0.3,33.0,-0.86,596.14,-1.16,-0.15,7.281,,92,83
2637,慧洋-KY,Industrials,Marine Shipping,71.6,0.17,0.5,1.0,0.0,7.0,586.79,6.77,-14.21,0.796,10.49,92,64
2024,志聯,Basic Materials,Steel,20.9,4.0,5.5,1.22,4.2,15.0,585.11,-0.2,10.89,10.572,,92,89
2610,華航,Industrials,Airlines,20.65,0.12,0.15,0.17,0.04,1.32,584.94,1.42,-15.8,32.027,14.51,92,61
6237,驊訊,Technology,Semiconductors,51.8,-2.0,-2.5,-0.71,7.67,12.33,578.72,-0.74,-55.61,4.817,,92,8
3434,哲固,Technology,Computer Hardware,26.65,0.0,0.32,0.47,0.6,17.67,577.99,1.25,-25.74,24.031,21.4,92,34
5546,永固-KY,Basic Materials,Building Materials,29.5,-2.75,-0.6,-0.37,-0.25,23.8,575.24,-1.02,-61.2,42.468,,92,7
4502,健信,Industrials,Metal Fabrication,25.6,-0.8,-2.44,-0.71,9.56,5.56,557.35,0.69,-21.89,26.988,36.96,92,44
6117,迎廣,Technology,Computer Hardware,101.0,-0.12,0.24,0.31,13.87,3.35,553.24,3.76,3.58,32.107,27.93,92,85
6187,萬潤,Industrials,Specialty Industrial Machinery,494.0,0.56,0.71,2.46,7.5,11.18,550.86,6.22,211.41,32.492,78.78,92,97
3297,杭特,Industrials,Security & Protection Services,25.25,2.5,-5.17,-1.24,3.0,13.33,533.79,0.06,-18.92,4.903,421.67,92,52
5211,蒙恬,Technology,Software—Application,25.8,-0.48,-0.62,-1.6,-0.55,18.43,533.6,-0.79,-10.03,5.325,,92,71
2545,皇翔,Real Estate,Real Estate—Diversified,60.1,0.34,0.58,1.41,6.7,11.17,525.0,7.21,265.11,28.334,8.24,92,97
2726,雅茗-KY,Consumer Cyclical,Restaurants,29.05,-16.57,1.06,18.91,6.43,12.18,524.92,1.13,-79.37,23.339,25.71,92,5
4167,松瑞藥,Healthcare,Biotechnology,21.8,-2.14,1.59,2.7,2.5,23.0,522.04,0.37,4.62,3.822,58.38,91,86
3686,達能,Technology,Solar,21.75,-4.0,2.5,1.67,3.33,12.0,521.34,-0.16,167.2,0.987,,91,97
4933,友輝,Technology,Electronic Components,69.5,0.03,0.04,0.04,0.27,16.73,518.01,6.38,-20.62,33.04,10.67,91,48
4945,陞達科技,Technology,Semiconductors,87.0,-0.52,0.27,0.37,-0.6,17.5,509.82,2.73,-29.47,14.881,31.79,91,27
1540,喬福,Industrials,Specialty Industrial Machinery,41.3,0.24,0.26,0.35,0.52,3.71,505.68,2.09,8.9,7.516,19.07,91,88
2401,凌陽,Technology,Semiconductors,30.2,-38.0,1.6,2.67,15.0,3.44,503.37,-0.14,-10.27,10.295,,91,70
6624,萬年清,Industrials,Waste Management,38.1,1.72,-5.84,-5.84,-2.0,0.2,500.2,0.93,24.45,29.879,41.08,91,92
2630,亞航,Industrials,Aerospace & Defense,33.45,0.11,-0.5,2.5,9.0,,495.12,0.18,-16.13,24.236,181.11,91,60
1423,利華,Consumer Cyclical,Textile Manufacturing,43.65,12.0,-15.12,-0.94,27.0,-9.5,493.33,0.65,-60.31,1.031,66.31,91,7
2543,皇昌,Industrials,Engineering & Construction,93.2,9.4,-0.38,-0.28,8.97,3.88,483.91,4.98,12.28,46.896,19.62,91,89
6558,興能高,Industrials,Electrical Equipment & Parts,23.1,1.0,-10.75,-0.91,3.25,24.0,476.59,0.13,-31.92,12.344,173.85,91,22
1808,潤隆,Real Estate,Real Estate Services,49.8,4.09,-5.63,-0.85,0.27,-1.52,474.68,7.61,80.55,30.003,6.39,91,96
1465,偉全,Consumer Cyclical,Textile Manufacturing,15.5,-0.8,-0.08,-0.08,-0.75,17.0,469.48,0.76,-50.58,4.942,20.07,91,9
6186,新潤,Real Estate,Real Estate—Development,67.4,0.6,0.24,0.32,12.9,2.78,466.43,4.25,649.69,28.762,15.44,91,98
1442,名軒,Real Estate,Real Estate Services,66.2,0.66,0.87,6.65,10.9,2.49,464.08,7.91,755.24,25.932,8.22,91,98
1468,昶和,Consumer Cyclical,Textile Manufacturing,14.4,0.88,-0.06,-0.06,2.36,13.5,463.98,0.76,-12.31,6.74,18.82,91,68
6743,安普新,Technology,Consumer Electronics,58.0,3.77,-1.17,-7.0,23.0,-0.73,461.18,0.53,20.24,33.228,102.83,91,91
3481,群創,Technology,Electronic Components,15.45,4.75,-0.36,-0.57,6.0,0.82,457.88,-1.05,-27.34,26.657,,91,31
6174,安碁,Technology,Electronic Components,21.1,-4.71,0.68,2.1,-2.29,1.0,455.63,0.25,-28.0,8.876,92.8,91,30
9946,三發地產,Real Estate,Real Estate—Diversified,25.9,2.67,3.0,3.0,4.5,11.0,451.65,0.74,119.89,5.081,34.8,90,96
1539,巨庭,Industrials,Specialty Industrial Machinery,27.45,-0.56,0.05,0.05,0.0,13.8,449.5,1.65,-58.56,23.462,16.27,90,7
3294,英濟,Technology,Electronic Components,32.3,0.43,-0.21,-0.18,5.7,12.57,441.95,0.44,-16.13,34.196,71.93,90,60
4956,光鋐,Technology,Electronic Components,31.25,7.5,0.08,0.07,12.5,0.92,437.69,-1.01,-17.9,11.416,,90,55
2440,太空梭,Industrials,Electrical Equipment & Parts,13.9,1.0,1.0,0.5,15.5,3.0,435.53,-0.56,13.68,25.364,,90,89
8932,智通*,Consumer Cyclical,Apparel Manufacturing,86.9,0.3,0.39,0.63,0.84,12.17,434.88,1.19,16.38,7.376,74.79,90,90
4157,太景*-KY,Healthcare,Biotechnology,14.4,10.0,0.0,0.0,8.0,6.0,427.02,0.33,232.62,0.208,43.33,90,97
4534,慶騰,Industrials,Metal Fabrication,22.3,0.25,3.67,3.67,5.8,9.0,420.88,-0.23,-16.3,8.73,,90,59
2380,虹光,Technology,Computer Hardware,6.4,-10.0,21.33,1.05,-0.29,16.0,417.11,-1.47,-10.18,11.501,,90,71
8289,泰藝,Technology,Scientific & Technical Instruments,26.35,-0.68,-0.12,-0.11,-0.42,-1.66,415.78,0.67,-29.09,21.046,39.7,90,27
6875,國邑*,Healthcare,Biotechnology,64.6,0.0,-2.76,-1.57,0.36,0.27,409.24,0.35,1.1119466666666665e+18,2.709,185.14,90,99
3691,碩禾,Technology,Solar,100.0,-3.94,3.55,3.55,10.12,4.86,407.0,-4.67,163.25,58.928,,90,97
3679,新至陞,Technology,Electronic Components,134.5,-0.52,0.21,0.27,-0.53,14.46,406.79,11.89,18.8,61.305,11.31,90,91
6584,南俊國際,Consumer Cyclical,"Furnishings, Fixtures & Appliances",168.5,0.07,0.45,0.83,3.14,13.0,404.19,2.03,19.71,25.206,83.25,90,91
9958,世紀鋼,Industrials,Metal Fabrication,211.0,-0.21,0.34,0.51,1.21,12.3,394.13,7.69,-16.28,60.869,27.76,90,59
5202,力新,Technology,Software—Application,23.1,26.87,-0.19,-0.16,9.62,3.25,391.11,4.06,-22.98,1.682,5.85,90,41
1455,集盛,Consumer Cyclical,Textile Manufacturing,10.55,-0.17,15.0,15.0,3.33,2.75,387.97,0.17,11.71,17.199,62.06,90,89
1459,聯發,Consumer Cyclical,Textile Manufacturing,10.05,35.0,-7.0,-0.87,1.57,4.0,386.48,0.33,-6.81,4.393,30.45,90,76
3490,單井,Technology,Semiconductor Equipment & Materials,31.95,-10.29,0.74,2.81,1.43,11.8,384.81,2.81,-30.44,5.494,11.26,90,25
1515,力山,Industrials,Specialty Industrial Machinery,36.5,-1.53,0.07,0.08,9.6,4.19,380.16,3.92,-18.64,48.214,8.64,89,53
8210,勤誠,Technology,Computer Hardware,261.5,0.24,0.19,0.23,0.82,12.17,379.32,13.31,7.95,111.9,19.65,89,88
3530,晶相光,Technology,Semiconductors,98.0,1.0,-3.5,-3.5,4.67,10.61,379.27,-1.37,-28.97,21.136,,89,28
6785,昱展新藥,Healthcare,Drug Manufacturers—Specialty & Generic,174.5,-4.8,0.73,2.67,2.4,2.53,374.99,7.31,,7.654,23.46,89,
5706,鳳凰,Consumer Cyclical,Travel Services,58.3,-0.37,0.13,0.15,-0.09,9.67,374.95,3.12,106.12,34.627,18.91,89,96
2035,唐榮,Basic Materials,Steel,33.0,12.0,0.03,0.03,34.0,-18.33,370.16,-2.41,-21.01,29.602,,89,47
2101,南港,Consumer Cyclical,Auto Parts,49.8,64.0,1000000.0,1000000.0,4.42,8.0,367.94,0.76,-17.34,10.139,62.89,89,57
1616,億泰,Industrials,Electrical Equipment & Parts,22.0,-3.33,-0.18,-0.15,-6.5,0.56,367.84,0.85,-14.07,22.351,25.53,89,64
5230,雷笛克光學,Technology,Electronic Components,33.75,-0.5,0.05,0.05,2.71,2.31,366.94,0.82,-0.89,30.005,43.48,89,82
3372,典範,Technology,Semiconductors,18.0,-0.06,-0.1,-0.12,0.18,1.19,366.73,-0.8,-20.93,5.448,,89,47
5464,霖宏,Technology,Electronic Components,27.45,-2.51,-0.12,-0.11,-1.21,14.1,361.5,1.68,-15.34,15.238,15.89,89,62
